areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00037885,31.8,68.2
E00037887,23.5,76.5
E00037888,34,66
E00037901,30.7,69.3
E00037902,32.2,67.8
E00037903,32.4,67.6
E00037904,32.3,67.7
E00037910,30.9,69.1
E00037920,33,67
E00037979,32.9,67.1
E00037980,32.8,67.2
E00037981,35.1,64.9
E00037982,32.4,67.6
E00037983,33.3,66.7
E00037984,26,74
E00037985,34.4,65.6
E00037986,40.9,59.1
E00037987,23.8,76.2
E00037988,28.9,71.1
E00037989,29.3,70.7
E00037990,37.9,62.1
E00037991,31,69
E00037992,25.5,74.5
E00037993,28,72
E00037994,44.1,55.9
E00037995,35.1,64.9
E00037996,28.1,71.9
E00037997,32.4,67.6
E00037998,37,63
E00037999,27.4,72.6
E00038000,31.8,68.2
E00038001,29.4,70.6
E00038002,30.8,69.2
E00038003,26.7,73.3
E00038004,26.1,73.9
E00038006,32.2,67.8
E00038007,30.6,69.4
E00038008,31.9,68.1
E00038009,31.1,68.9
E00038010,28.2,71.8
E00038011,30.5,69.5
E00038012,31.4,68.6
E00038013,27.5,72.5
E00038014,29.6,70.4
E00038015,26.6,73.4
E00038016,36,64
E00038017,27.4,72.6
E00038018,23.9,76.1
E00038019,26.5,73.5
E00038020,28.1,71.9
E00038021,35.4,64.6
E00038022,38.7,61.3
E00038023,26,74
E00038024,28.8,71.2
E00038063,40.6,59.4
E00038064,16.9,83.1
E00038082,25.3,74.7
E00038084,32.5,67.5
E00038086,30.8,69.2
E00038087,28.8,71.2
E00038088,24,76
E00038089,29.2,70.8
E00038090,27.1,72.9
E00038091,39.5,60.5
E00038092,30.4,69.6
E00038093,33.3,66.7
E00038094,27.7,72.3
E00038095,27.8,72.2
E00038096,34.2,65.8
E00038102,23,77
E00038103,27.6,72.4
E00038104,32,68
E00038105,28.9,71.1
E00038107,26.8,73.2
E00038108,29.5,70.5
E00038109,22.5,77.5
E00038112,29.2,70.8
E00038113,38.5,61.5
E00038114,28.3,71.7
E00038115,29,71
E00038116,32.1,67.9
E00038117,28.9,71.1
E00038118,29.6,70.4
E00038120,27.7,72.3
E00038121,36.4,63.6
E00038122,24.2,75.8
E00038123,36,64
E00038124,31.9,68.1
E00038125,34.1,65.9
E00038126,30,70
E00038127,30.1,69.9
E00038128,38.6,61.4
E00038129,37.8,62.2
E00038130,27.5,72.5
E00038131,26.4,73.6
E00038132,27.6,72.4
E00038133,38.7,61.3
E00038134,33.3,66.7
E00038135,31.7,68.3
E00038136,37.4,62.6
E00038137,28.8,71.3
E00038138,31.8,68.2
E00038139,34.5,65.5
E00038140,31.2,68.8
E00038141,23.3,76.7
E00038142,28.6,71.4
E00038143,28.2,71.8
E00038144,33.1,66.9
E00038145,26.7,73.3
E00038146,37.8,62.2
E00038147,27.3,72.7
E00038148,27,73
E00038149,40.7,59.3
E00038150,24.1,75.9
E00038151,27.8,72.2
E00038152,39,61
E00038153,21.5,78.5
E00038154,14.4,85.6
E00038155,20.9,79.1
E00038156,29.2,70.8
E00038157,21.9,78.1
E00038158,23.2,76.8
E00038159,33.9,66.1
E00038160,23.9,76.1
E00038161,32.4,67.6
E00038162,28.9,71.1
E00038163,38.2,61.8
E00038164,25.7,74.3
E00038165,25.8,74.2
E00038166,31.9,68.1
E00038167,45.7,54.3
E00038168,23.2,76.8
E00038169,30.4,69.6
E00038170,34.3,65.7
E00038171,23.6,76.4
E00038172,36.8,63.2
E00038173,31.3,68.8
E00038174,29.8,70.2
E00038175,31.5,68.5
E00038177,27.3,72.7
E00038179,28.6,71.4
E00038180,26,74
E00038181,23.6,76.4
E00038182,37.3,62.7
E00038183,29.3,70.7
E00038184,38.6,61.4
E00038185,22.9,77.1
E00038186,22.7,77.3
E00038189,29.4,70.6
E00038190,35.2,64.8
E00038198,31.1,68.9
E00038209,25.8,74.2
E00038213,35.1,64.9
E00038217,30.7,69.3
E00038218,30.1,69.9
E00038220,30.8,69.2
E00038234,25.5,74.5
E00038235,25.7,74.3
E00038236,27,73
E00038238,24.5,75.5
E00038239,19.4,80.6
E00038240,17.4,82.6
E00038241,34.9,65.1
E00038242,26.3,73.7
E00038243,26.6,73.4
E00038244,23.8,76.2
E00038245,27.3,72.7
E00038246,33.3,66.7
E00038247,37,63
E00038248,34.9,65.1
E00038249,43.8,56.2
E00038250,31.9,68.1
E00038251,31.3,68.8
E00038253,32.9,67.1
E00038254,22.4,77.6
E00038255,29.8,70.2
E00038256,32.6,67.4
E00038257,28.1,71.9
E00038258,27.6,72.4
E00038259,29.8,70.2
E00038260,35,65
E00038261,26.5,73.5
E00038262,29.4,70.6
E00038263,27.4,72.6
E00038264,24.8,75.2
E00038265,26.8,73.2
E00038266,26,74
E00038267,22.5,77.5
E00038268,28.7,71.3
E00038269,33.3,66.7
E00038270,20.4,79.6
E00038271,27.2,72.8
E00038272,30,70
E00038273,36.8,63.2
E00038323,40.4,59.6
E00038324,37.4,62.6
E00038325,23.3,76.7
E00038326,36.2,63.8
E00038327,33,67
E00038328,32.4,67.6
E00038329,35.6,64.4
E00038330,32.8,67.2
E00038331,32.6,67.4
E00038332,36.5,63.5
E00038333,30,70
E00038334,36,64
E00038335,24.3,75.7
E00038336,26.9,73.1
E00038337,27.1,72.9
E00038338,18.2,81.8
E00038339,26.2,73.8
E00038340,26.3,73.7
E00038341,45,55
E00038342,33.1,66.9
E00038343,36.2,63.8
E00038344,30.1,69.9
E00038345,31.7,68.3
E00038346,35.7,64.3
E00038347,24.3,75.7
E00038348,30.1,69.9
E00038349,36.4,63.6
E00038350,26.3,73.7
E00038351,33.3,66.7
E00038352,34.5,65.5
E00038353,35,65
E00038354,30.9,69.1
E00038355,30.8,69.2
E00038356,34,66
E00038357,23.4,76.6
E00038419,32.8,67.2
E00038420,35.1,64.9
E00038421,30,70
E00038422,31.6,68.4
E00038423,28.6,71.4
E00038424,27.3,72.7
E00038432,23.1,76.9
E00038433,25.5,74.5
E00038434,28.4,71.6
E00038435,28.7,71.3
E00038436,24.4,75.6
E00038437,29.1,70.9
E00038438,30.1,69.9
E00038439,27.6,72.4
E00038440,30.4,69.6
E00038441,26.3,73.7
E00038442,30.8,69.2
E00038443,33.1,66.9
E00038444,25.2,74.8
E00038445,31.5,68.5
E00038446,29.2,70.8
E00038447,26.1,73.9
E00038448,31.3,68.8
E00038449,24.5,75.5
E00038450,37.3,62.7
E00038451,29.2,70.8
E00038452,27.7,72.3
E00038453,34.4,65.6
E00038454,33.6,66.4
E00038455,36.7,63.3
E00038456,25.5,74.5
E00038458,32.1,67.9
E00038459,29.9,70.1
E00038460,30.4,69.6
E00038461,25.1,74.9
E00038462,39.4,60.6
E00038463,30.6,69.4
E00038464,29.5,70.5
E00038465,31.6,68.4
E00038466,32.2,67.8
E00038467,27.8,72.2
E00038468,27.9,72.1
E00038469,25.9,74.1
E00038470,31.8,68.2
E00038471,27.4,72.6
E00038472,31,69
E00038473,33.9,66.1
E00038474,26.1,73.9
E00038475,23.2,76.8
E00038476,32.4,67.6
E00038477,21.9,78.1
E00038478,32.1,67.9
E00038479,20.2,79.8
E00038480,24.7,75.3
E00038481,35.5,64.5
E00038482,34.7,65.3
E00038483,22.8,77.2
E00038484,33.6,66.4
E00038485,25.3,74.7
E00038486,24.8,75.2
E00038487,31,69
E00038489,33.8,66.2
E00038490,35.9,64.1
E00038491,39.5,60.5
E00038492,27.3,72.7
E00038493,25.8,74.2
E00038494,25,75
E00038495,34.9,65.1
E00038496,32.9,67.1
E00038497,26.7,73.3
E00038498,32.2,67.8
E00038499,31.5,68.5
E00038500,30.6,69.4
E00038501,28.9,71.1
E00038502,35.3,64.7
E00038503,39.4,60.6
E00038504,37.6,62.4
E00038505,27.6,72.4
E00038506,28,72
E00038507,26.9,73.1
E00038508,32,68
E00038509,25.9,74.1
E00038510,29.2,70.8
E00038511,27.3,72.7
E00038512,27.1,72.9
E00038514,31.7,68.3
E00038515,41,59
E00038516,32.8,67.2
E00038517,23.7,76.3
E00038559,29.2,70.8
E00038560,23.7,76.3
E00038561,30.7,69.3
E00038562,26.4,73.6
E00038563,30.6,69.4
E00038564,25.6,74.4
E00038565,25.8,74.2
E00038566,29.3,70.7
E00038567,28.7,71.3
E00038568,25.6,74.4
E00038569,22.3,77.7
E00038570,28.2,71.8
E00038571,25.4,74.6
E00038572,29.6,70.4
E00038573,29,71
E00038574,32.9,67.1
E00038575,30.1,69.9
E00038576,28.6,71.4
E00038577,27,73
E00038578,33.3,66.7
E00038579,26.3,73.7
E00038580,26.7,73.3
E00038581,31.6,68.4
E00038582,30.2,69.8
E00038583,25.2,74.8
E00038584,22,78
E00038585,29.2,70.8
E00038586,20.8,79.2
E00038587,32.3,67.7
E00038592,30.3,69.7
E00038593,29.1,70.9
E00038594,32,68
E00038597,29.4,70.6
E00038607,23.5,76.5
E00038608,35.8,64.2
E00038609,26.3,73.7
E00038610,29.9,70.1
E00038716,26.6,73.4
E00038717,31.3,68.8
E00038718,25.8,74.2
E00038719,15.8,84.2
E00038720,25.7,74.3
E00038721,33.8,66.2
E00038722,29.8,70.2
E00038723,24,76
E00038724,23.5,76.5
E00038725,30,70
E00038727,28.7,71.3
E00038728,33.8,66.2
E00038730,27.5,72.5
E00038731,28.3,71.7
E00038732,31.3,68.8
E00038733,31.2,68.8
E00038734,36.8,63.2
E00038735,24.7,75.3
E00038736,37.6,62.4
E00038737,45.6,54.4
E00038738,30.8,69.2
E00038739,32.7,67.3
E00038740,37.5,62.5
E00038741,23.3,76.7
E00038742,23.5,76.5
E00038743,23.6,76.4
E00038744,23.8,76.2
E00038745,19.2,80.8
E00038746,22.9,77.1
E00038747,24.2,75.8
E00038748,20.9,79.1
E00038749,24.3,75.7
E00038752,30.9,69.1
E00038753,22.5,77.5
