areacd,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00037885,0.4,0,0.7,98.5,0.4
E00037887,0,0,5.7,94.3,0
E00037888,0,0,0,98.8,1.2
E00037901,0,0.3,0.8,98.9,0
E00037902,0,0,0.6,98.1,1.2
E00037903,1.2,0,1.2,97.6,0
E00037904,0.5,0,1.5,97.8,0.2
E00037910,0,1.2,5.6,92.9,0.3
E00037920,1.2,0,1.7,96.3,0.8
E00037979,6.6,2.7,2.4,86.7,1.5
E00037980,0.3,4.7,3.5,89,2.5
E00037981,1.1,0.3,1.1,97.1,0.3
E00037982,11.2,0,2.1,82.3,4.4
E00037983,4.7,1.8,1.1,92,0.4
E00037984,9.3,0,1.6,88.2,0.9
E00037985,1.1,2.5,2.8,91.8,1.8
E00037986,7.5,2.2,2.2,87.1,1.1
E00037987,4,0,2.5,93.1,0.4
E00037988,5,3.8,0,91.2,0
E00037989,2.9,5.2,3.2,87.2,1.5
E00037990,1.1,5.3,3.2,84,6.4
E00037991,6.9,3.3,1.2,86.7,1.8
E00037992,4.7,6.6,3.1,83.7,1.9
E00037993,2.6,3.3,5.6,81.8,6.6
E00037994,3.3,3,1.2,88.4,4.2
E00037995,4.2,3.6,1.5,89.5,1.2
E00037996,7.8,0.8,0,90.2,1.2
E00037997,3.6,5.2,3.9,84.6,2.6
E00037998,2.7,0.3,2.4,92.4,2.1
E00037999,1.7,1.7,0.8,90.5,5.4
E00038000,1,2.1,1.3,94,1.6
E00038001,1.2,1.6,2.4,93.5,1.2
E00038002,2.2,1.9,0,95.9,0
E00038003,0,0.3,0.6,99.1,0
E00038004,2.6,0.9,0,94.2,2.3
E00038006,0,7.4,7.1,84.8,0.7
E00038007,3.6,2.2,1.8,91.9,0.4
E00038008,0,3.6,0,96.4,0
E00038009,0,0.4,2.1,97.1,0.4
E00038010,0.4,0,0,99.1,0.4
E00038011,1.7,0.3,1.7,96.3,0
E00038012,0,0.4,0.4,99.1,0
E00038013,1.6,1.6,2.1,93.2,1.6
E00038014,0,2,1.6,94.5,2
E00038015,11.1,2.8,1.1,82.2,2.8
E00038016,1.7,2.9,3.7,89.7,2.1
E00038017,2.2,0.5,0,97.3,0
E00038018,1.3,0.8,2.1,93.6,2.1
E00038019,5,3.3,0.7,90,1
E00038020,0,4.1,2.2,89.5,4.1
E00038021,0.5,5.5,2.8,90.5,0.8
E00038022,1.5,2.5,3.7,90.8,1.5
E00038023,1.2,1.2,0.9,92.9,3.7
E00038024,7.5,2.2,3.2,87.1,0
E00038063,2,0.3,2.9,92.7,2
E00038064,0,1.9,0.6,93.5,3.9
E00038082,2.5,0.9,2.2,93.7,0.6
E00038084,0.4,5.4,1.1,90.6,2.5
E00038086,0.6,1.9,1.6,94.6,1.3
E00038087,1,0,0.6,98.1,0.3
E00038088,3,1.3,0.4,94.8,0.4
E00038089,0,1.1,1.1,97.7,0
E00038090,4.6,0,2.9,91.6,0.8
E00038091,3.4,1.3,0.8,91.9,2.6
E00038092,0.3,0,0.3,99.3,0
E00038093,0,2.6,2.3,95.1,0
E00038094,2.7,0,1.2,95.7,0.4
E00038095,2.3,1.4,0.5,95.9,0
E00038096,0.4,0,1.2,98,0.4
E00038102,0.4,0.9,0.9,97.3,0.4
E00038103,1.3,0,1.3,95.1,2.2
E00038104,7.7,0.4,1.2,90.8,0
E00038105,0.6,1.2,3.5,93.4,1.4
E00038107,7.5,1.3,1.3,86.9,2.9
E00038108,7.5,0.3,1.6,90.2,0.3
E00038109,1.8,0.6,1.8,95.4,0.3
E00038112,2.1,0,2.8,94,1.1
E00038113,6.7,0.3,2.6,88.2,2.2
E00038114,5,3.1,2.3,89.3,0.4
E00038115,9.4,0.9,0.9,88.4,0.6
E00038116,5.1,0,2.9,90.6,1.4
E00038117,12.3,1.3,1.3,82.5,2.6
E00038118,2.4,1.4,2.4,93.8,0
E00038120,13.9,0,0.6,85.5,0
E00038121,3.3,2.6,2.3,90.8,1
E00038122,5.2,1,0,92.5,1.3
E00038123,5,1.1,2.2,88.8,2.9
E00038124,8.4,0.9,2.7,82.8,5.1
E00038125,8.8,1.1,1.8,87.2,1.1
E00038126,6.2,2.3,2.6,88.9,0
E00038127,9.7,0.3,0.3,89.6,0
E00038128,3.4,3.4,0,91,2.2
E00038129,11.3,1.4,0,84.1,3.2
E00038130,11.8,1.2,2.4,83.5,1.2
E00038131,8.2,1.4,2.5,87.9,0
E00038132,3,0.4,2.6,94,0
E00038133,8.3,0,2,88.1,1.6
E00038134,6.3,3.7,2.6,81,6.3
E00038135,8.4,2.5,0,88.8,0.4
E00038136,8.3,1.1,1.9,84.8,3.8
E00038137,8.4,0,1.7,86.6,3.3
E00038138,4.5,0,0.4,95.1,0
E00038139,19.8,0,1.7,77.1,1.4
E00038140,10.1,0,1,87,2
E00038141,4.8,0,5.2,88.4,1.6
E00038142,5,0,1.4,90.2,3.4
E00038143,6.1,1.4,0,90.3,2.2
E00038144,0,2.7,0.9,93.9,2.4
E00038145,3.4,1.5,0.7,91.8,2.6
E00038146,10.8,3.5,4.2,80.4,1.2
E00038147,11.6,2.6,2.8,82.4,0.5
E00038148,12.1,1.3,2.4,82.2,1.9
E00038149,9,4,2.3,82,2.7
E00038150,5.2,7.6,3.8,78.1,5.2
E00038151,8.3,2.5,5.2,64.6,19.4
E00038152,4.4,1.3,1,89.6,3.7
E00038153,0,7.6,1.8,88.4,2.2
E00038154,3.7,8.5,2.6,78.9,6.3
E00038155,4.6,6.3,2.7,84.2,2.2
E00038156,5,7.2,2.2,84.1,1.6
E00038157,0.7,3.1,2.1,88.6,5.5
E00038158,3.5,6,3.5,81.8,5.1
E00038159,2.5,7.9,1.8,86.1,1.8
E00038160,5.6,4.8,5.1,80,4.6
E00038161,5.8,2.9,5.2,84.6,1.5
E00038162,10,12,2.8,55,20.1
E00038163,6.4,14.2,4.4,53.9,21.1
E00038164,2.3,2.8,6.5,67.5,20.9
E00038165,1.6,6,2.5,73.3,16.7
E00038166,6.4,2.9,3.2,80.4,7.1
E00038167,11.9,18.2,3.4,60.5,6
E00038168,5.2,5.5,1.7,78.2,9.3
E00038169,3.5,0.7,4.9,89.9,1
E00038170,3.1,5.3,5.3,86.2,0
E00038171,5.6,10.7,1.4,75.2,7
E00038172,17.1,10.4,5,46.5,21.1
E00038173,23.8,1.9,2.8,60.1,11.4
E00038174,3.5,3.5,17.3,70.8,4.9
E00038175,11.8,3.5,5.5,70.2,9
E00038177,0.6,2.9,3.5,91.3,1.7
E00038179,4.1,3,0.5,88.8,3.6
E00038180,9,6.7,0.4,79,4.9
E00038181,4,1.8,3.6,90.6,0
E00038182,11.2,8.7,5.1,71.8,3.2
E00038183,2.8,0.3,1.2,93.6,2.1
E00038184,2.9,0,6.6,90.5,0
E00038185,7.9,2,3.1,86.6,0.4
E00038186,0.8,10.5,0,86.7,2
E00038189,0,0,0,100,0
E00038190,0,0.5,0.5,99.1,0
E00038198,0,0.3,0,99.7,0
E00038209,0.3,0.6,2.2,96.8,0
E00038213,1.4,0,0,93.5,5.1
E00038217,1.2,2,1.6,95.2,0
E00038218,1.1,0,1.5,97.4,0
E00038220,0.3,0,1.5,97.9,0.3
E00038234,1.1,2.5,0,94.6,1.8
E00038235,0.6,0.3,0.9,98.1,0
E00038236,0.3,2.1,0,97.2,0.3
E00038238,2.3,0.5,2.7,94.6,0
E00038239,1.8,3.3,1.2,92.5,1.2
E00038240,1.1,1.1,0.4,96.7,0.7
E00038241,2.9,0.7,0,95.7,0.7
E00038242,0,0,4.6,92.5,2.9
E00038243,2,4,0,92.6,1.3
E00038244,2,0.3,2.7,95,0
E00038245,1,5.3,0.7,93,0
E00038246,2.6,1.3,0,96.1,0
E00038247,0,1.3,0,98.7,0
E00038248,2.4,0.3,1.7,95.6,0
E00038249,0,0.3,0,98.3,1.4
E00038250,0,0.6,0,98.1,1.3
E00038251,1.1,0,3.8,95.1,0
E00038253,0,0.3,1.8,97.9,0
E00038254,0,1.2,0,98.4,0.4
E00038255,0,0.3,1.3,98.4,0
E00038256,0.3,2.1,0.7,96.6,0.3
E00038257,0.3,0,0.3,97.9,1.4
E00038258,0.3,1.6,0,96.2,1.9
E00038259,0,0.3,0.5,98.9,0.3
E00038260,0.3,0.3,0,99.4,0
E00038261,0.7,0,0.4,97.1,1.8
E00038262,0.5,0,0.5,99.1,0
E00038263,0.4,2,2.3,95.3,0
E00038264,0.3,0,2,97.6,0
E00038265,3,0.8,0.8,92.5,3
E00038266,0.4,0.8,2.5,95.9,0.4
E00038267,0.9,0.9,0.4,96.5,1.3
E00038268,2.2,0,1.8,96,0
E00038269,0.5,0,0.5,98.9,0
E00038270,0,2.8,1.6,95.6,0
E00038271,0.8,0,1.1,97.8,0.3
E00038272,0.3,0.5,0,99.2,0
E00038273,7,0,2.1,88.7,2.1
E00038323,2.2,2.9,2.9,88.5,3.6
E00038324,8.4,3.9,2,79.5,6.2
E00038325,9.2,0,0.7,88.9,1.3
E00038326,3.1,0.8,1.2,95,0
E00038327,3.5,0.4,2.4,87.8,5.9
E00038328,9.3,1.6,5.4,81,2.7
E00038329,6.5,1.6,2.2,87.5,2.2
E00038330,8.5,0,0.7,88,2.8
E00038331,8.6,0.3,1.4,89.7,0
E00038332,6.5,0.6,0,88.7,4.2
E00038333,5.1,0.7,1.4,91.3,1.4
E00038334,8.4,0,2.4,86,3.2
E00038335,11.3,3.4,2.4,78.5,4.4
E00038336,4.3,1.2,1.2,91.3,2
E00038337,20.3,0,0.6,77.5,1.6
E00038338,15.2,0.9,0,76.8,7.1
E00038339,14.7,1.1,1.1,82,1.1
E00038340,7,1.4,0,82.9,8.7
E00038341,1.7,0.3,2.7,90.9,4.4
E00038342,8.6,0,2.5,81.5,7.3
E00038343,6.9,0,1.1,89.1,2.9
E00038344,12.8,3.9,1.3,78.6,3.4
E00038345,17.5,0.6,2.7,72.1,7.1
E00038346,3.2,1.5,3.2,89.5,2.6
E00038347,16.5,1.7,0.6,73.7,7.5
E00038348,14.2,0.9,2.5,79.4,3.1
E00038349,11.6,3.8,3.5,79.8,1.4
E00038350,7.3,0.6,0.6,88.6,2.9
E00038351,6.6,4.8,1.2,85.1,2.4
E00038352,5.3,5,3,85,1.7
