areacd,heating_type_3a-001,heating_type_3a-002
E00037885,0.7,99.3
E00037887,0,100
E00037888,0,100
E00037901,0.7,99.3
E00037902,0,100
E00037903,0,100
E00037904,0,100
E00037910,2.3,97.7
E00037920,0,100
E00037979,2.1,97.9
E00037980,1.6,98.4
E00037981,1.4,98.6
E00037982,2.2,97.8
E00037983,0.7,99.3
E00037984,0,100
E00037985,0.8,99.2
E00037986,0.9,99.1
E00037987,1.5,98.5
E00037988,0.8,99.2
E00037989,0,100
E00037990,0.8,99.2
E00037991,0.7,99.3
E00037992,0.6,99.4
E00037993,0,100
E00037994,0.8,99.2
E00037995,0,100
E00037996,0.8,99.2
E00037997,0,100
E00037998,0.7,99.3
E00037999,0.8,99.2
E00038000,0.8,99.2
E00038001,0,100
E00038002,0,100
E00038003,0,100
E00038004,2.7,97.3
E00038006,0.8,99.2
E00038007,0,100
E00038008,2.6,97.4
E00038009,0.9,99.1
E00038010,0,100
E00038011,0.7,99.3
E00038012,0,100
E00038013,0.7,99.3
E00038014,0,100
E00038015,0,100
E00038016,5.5,94.5
E00038017,0.6,99.4
E00038018,4,96
E00038019,2.2,97.8
E00038020,0,100
E00038021,0,100
E00038022,1.4,98.6
E00038023,0,100
E00038024,0.6,99.4
E00038063,1.5,98.5
E00038064,5.2,94.8
E00038082,1.3,98.7
E00038084,4.1,95.9
E00038086,0,100
E00038087,2.2,97.8
E00038088,2,98
E00038089,0,100
E00038090,0.9,99.1
E00038091,0,100
E00038092,0,100
E00038093,0,100
E00038094,0,100
E00038095,5.1,94.9
E00038096,0,100
E00038102,0,100
E00038103,0.9,99.1
E00038104,0,100
E00038105,2.6,97.4
E00038107,0,100
E00038108,0,100
E00038109,0.7,99.3
E00038112,2.5,97.5
E00038113,0.8,99.2
E00038114,0.8,99.2
E00038115,0.8,99.2
E00038116,2.5,97.5
E00038117,0,100
E00038118,0,100
E00038120,0.8,99.2
E00038121,1.5,98.5
E00038122,0,100
E00038123,1.5,98.5
E00038124,1.2,98.8
E00038125,0,100
E00038126,0,100
E00038127,0,100
E00038128,0,100
E00038129,2,98
E00038130,0,100
E00038131,0,100
E00038132,0,100
E00038133,0,100
E00038134,0,100
E00038135,0,100
E00038136,0,100
E00038137,0.8,99.2
E00038138,0,100
E00038139,0,100
E00038140,0,100
E00038141,1.4,98.6
E00038142,1.4,98.6
E00038143,1.5,98.5
E00038144,0,100
E00038145,0.9,99.1
E00038146,0,100
E00038147,0,100
E00038148,0.7,99.3
E00038149,2.4,97.6
E00038150,3.3,96.7
E00038151,1.5,98.5
E00038152,1.3,98.7
E00038153,2,98
E00038154,3.3,96.7
E00038155,4.5,95.5
E00038156,3.1,96.9
E00038157,2.3,97.7
E00038158,3.3,96.7
E00038159,1.5,98.5
E00038160,2.1,97.9
E00038161,1.4,98.6
E00038162,0.7,99.3
E00038163,0.7,99.3
E00038164,6.9,93.1
E00038165,3.7,96.3
E00038166,1.6,98.4
E00038167,0.7,99.3
E00038168,3.6,96.4
E00038169,4.1,95.9
E00038170,0.8,99.2
E00038171,0.6,99.4
E00038172,1.7,98.3
E00038173,1.9,98.1
E00038174,1.7,98.3
E00038175,3.1,96.9
E00038177,1.7,98.3
E00038179,0,100
E00038180,2.4,97.6
E00038181,0,100
E00038182,0.9,99.1
E00038183,1.4,98.6
E00038184,0,100
E00038185,0.8,99.2
E00038186,1.5,98.5
E00038189,0,100
E00038190,0,100
E00038198,0,100
E00038209,2.3,97.7
E00038213,0.9,99.1
E00038217,1.6,98.4
E00038218,0,100
E00038220,0,100
E00038234,0.7,99.3
E00038235,0.7,99.3
E00038236,0,100
E00038238,0,100
E00038239,0.7,99.3
E00038240,0,100
E00038241,0.7,99.3
E00038242,1.9,98.1
E00038243,2.2,97.8
E00038244,0,100
E00038245,1.6,98.4
E00038246,0,100
E00038247,0,100
E00038248,0,100
E00038249,0.8,99.2
E00038250,0,100
E00038251,0,100
E00038253,0,100
E00038254,0,100
E00038255,1.4,98.6
E00038256,3.4,96.6
E00038257,0,100
E00038258,0,100
E00038259,0.7,99.3
E00038260,0.7,99.3
E00038261,1.6,98.4
E00038262,0,100
E00038263,2.2,97.8
E00038264,0,100
E00038265,0,100
E00038266,0,100
E00038267,0,100
E00038268,1.8,98.2
E00038269,0,100
E00038270,1.4,98.6
E00038271,0,100
E00038272,1.3,98.7
E00038273,0,100
E00038323,3.3,96.7
E00038324,1.5,98.5
E00038325,1.5,98.5
E00038326,0,100
E00038327,0,100
E00038328,1.8,98.2
E00038329,0,100
E00038330,0,100
E00038331,0,100
E00038332,1.4,98.6
E00038333,1.7,98.3
E00038334,1.7,98.3
E00038335,0,100
E00038336,0,100
E00038337,0,100
E00038338,0.7,99.3
E00038339,0,100
E00038340,0,100
E00038341,0,100
E00038342,0,100
E00038343,0,100
E00038344,0,100
E00038345,0,100
E00038346,0,100
E00038347,0,100
E00038348,0,100
E00038349,0,100
E00038350,1.5,98.5
E00038351,0,100
E00038352,0.8,99.2
E00038353,1.1,98.9
E00038354,0,100
E00038355,0.8,99.2
E00038356,1.6,98.4
E00038357,0,100
E00038419,2.1,97.9
E00038420,1.2,98.8
E00038421,0.8,99.2
E00038422,3.1,96.9
E00038423,0.7,99.3
E00038424,0.8,99.2
E00038432,0,100
E00038433,2.4,97.6
E00038434,0.7,99.3
E00038435,0,100
E00038436,1.8,98.2
E00038437,0,100
E00038438,0,100
E00038439,0,100
E00038440,1.5,98.5
E00038441,2.3,97.7
E00038442,1.4,98.6
E00038443,0,100
E00038444,0,100
E00038445,2,98
E00038446,0.8,99.2
E00038447,0.8,99.2
E00038448,0.9,99.1
E00038449,0.7,99.3
E00038450,2.4,97.6
E00038451,0,100
E00038452,0.9,99.1
E00038453,0,100
E00038454,0,100
E00038455,1.8,98.2
E00038456,0,100
E00038458,0.7,99.3
E00038459,2.2,97.8
E00038460,0,100
E00038461,0,100
E00038462,0.8,99.2
E00038463,0,100
E00038464,0.7,99.3
E00038465,1.1,98.9
E00038466,0,100
E00038467,0,100
E00038468,0,100
E00038469,0.6,99.4
E00038470,0.8,99.2
E00038471,0.8,99.2
E00038472,2,98
E00038473,0.7,99.3
E00038474,0,100
E00038475,1.5,98.5
E00038476,0.9,99.1
E00038477,0,100
E00038478,2.4,97.6
E00038479,0,100
E00038480,3.4,96.6
E00038481,0.9,99.1
E00038482,0.8,99.2
E00038483,0,100
E00038484,0.9,99.1
E00038485,0,100
E00038486,0,100
E00038487,0.8,99.2
E00038489,1.7,98.3
E00038490,0,100
E00038491,0.8,99.2
E00038492,0.9,99.1
E00038493,0,100
E00038494,0,100
E00038495,1.5,98.5
E00038496,0,100
E00038497,2.2,97.8
E00038498,0,100
E00038499,0,100
E00038500,1.8,98.2
E00038501,0,100
E00038502,0,100
E00038503,1.5,98.5
E00038504,0,100
E00038505,0.5,99.5
E00038506,0,100
E00038507,0,100
E00038508,0,100
E00038509,0,100
E00038510,0,100
E00038511,0,100
E00038512,0,100
E00038514,0,100
E00038515,0,100
