geography_code,in_full_time_education-001,in_full_time_education-002
E00018337,23.5,76.5
E00018340,24.7,75.3
E00018341,24.8,75.2
E00018344,24.6,75.4
E00018345,26.6,73.4
E00018347,17.5,82.5
E00018349,20.4,79.6
E00018355,24.5,75.5
E00018356,27.3,72.7
E00018357,25,75
E00018359,24.5,75.5
E00018361,28.3,71.7
E00018362,22.8,77.2
E00018363,26.2,73.8
E00018365,23.3,76.7
E00018366,24,76
E00018367,24,76
E00018368,21.8,78.2
E00018370,30.3,69.7
E00018371,27.1,72.9
E00018372,16.5,83.5
E00018373,20.7,79.3
E00018374,22.6,77.4
E00018375,26.8,73.2
E00018376,21.1,78.9
E00018377,26.4,73.6
E00018378,13.3,86.7
E00018379,26.2,73.8
E00018380,22.1,77.9
E00018381,23.8,76.2
E00018382,24.9,75.1
E00018383,26.8,73.2
E00018384,21.3,78.7
E00018385,20.8,79.2
E00018386,24.3,75.7
E00018387,30.7,69.3
E00018389,22.2,77.8
E00018390,24.7,75.3
E00018392,17.5,82.5
E00018393,31.4,68.6
E00018394,23.6,76.4
E00018395,14.7,85.3
E00018396,24.6,75.4
E00018397,21.4,78.6
E00018398,22.6,77.4
E00018399,21,79
E00018400,21.8,78.2
E00018401,34.9,65.1
E00018402,26.1,73.9
E00018403,23.3,76.7
E00018404,19.8,80.2
E00018405,18.6,81.4
E00018406,24.6,75.4
E00018407,23.7,76.3
E00018408,21.2,78.8
E00018409,23.2,76.8
E00018410,17.6,82.4
E00018411,20.5,79.5
E00018412,20.5,79.5
E00018413,22.5,77.5
E00018414,21.7,78.3
E00018415,19.9,80.1
E00018416,15.4,84.6
E00018417,16.6,83.4
E00018418,22.8,77.2
E00018419,11.7,88.3
E00018420,20.7,79.3
E00018421,14.7,85.3
E00018422,10,90
E00018423,17.6,82.4
E00018424,18.9,81.1
E00018425,23,77
E00018426,30.1,69.9
E00018427,17.5,82.5
E00018428,15.3,84.7
E00018429,16.4,83.6
E00018430,19,81
E00018431,18.1,81.9
E00018432,22.2,77.8
E00018433,21.6,78.4
E00018434,21.6,78.4
E00018435,23,77
E00018436,13,87
E00018437,24,76
E00018438,23.4,76.6
E00018439,15.8,84.2
E00018440,21.4,78.6
E00018441,21.8,78.2
E00018477,19.5,80.5
E00018478,14.4,85.6
E00018480,22.1,77.9
E00018481,15.9,84.1
E00018482,17.7,82.3
E00018483,20.5,79.5
E00018484,20.5,79.5
E00018485,23.8,76.2
E00018486,19.6,80.4
E00018488,23.5,76.5
E00018489,19.3,80.7
E00018490,21.5,78.5
E00018491,20.1,79.9
E00018492,16.9,83.1
E00018494,16.9,83.1
E00018495,16,84
E00018496,18.7,81.3
E00018497,12.7,87.3
E00018498,11.2,88.8
E00018499,14.7,85.3
E00018500,21.3,78.7
E00018501,23.4,76.6
