geography_code,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00018337,86.8,0.2,11.6,1.5
E00018340,96,0,3.7,0.2
E00018341,91.8,0,7.2,1
E00018344,94,0.3,5.8,0
E00018345,88.7,0.3,8.5,2.6
E00018347,74.9,0,23.3,1.8
E00018349,90.9,0,8,1.1
E00018355,85.2,0,13.1,1.7
E00018356,89.7,0.5,8.5,1.4
E00018357,85.7,0.2,13.8,0.4
E00018359,93.7,0.5,4.9,0.9
E00018361,94.6,0.7,3.9,0.7
E00018362,90.4,0.6,7.3,1.7
E00018363,87.9,0.2,11.2,0.7
E00018365,88.7,0.5,9.5,1.3
E00018366,92.8,0.2,6.3,0.7
E00018367,95.1,0.3,3.6,1
E00018368,90.2,0.2,9.3,0.2
E00018370,81.2,0.5,17,1.3
E00018371,92.1,0,4.6,3.4
E00018372,89.8,0.2,8.5,1.4
E00018373,92,0,5.9,2.1
E00018374,94.6,0,5.2,0.2
E00018375,94.2,0.2,4.6,0.9
E00018376,95.1,0.5,4.4,0
E00018377,91.1,0,6.4,2.5
E00018378,94.5,0,4.6,0.9
E00018379,93.6,0,5.7,0.6
E00018380,91.3,0,8.1,0.6
E00018381,83.2,0,14.9,2
E00018382,91.8,0,7.2,1
E00018383,91.5,0,5.8,2.6
E00018384,89.1,0,6.8,4.1
E00018385,92.6,0.3,6.8,0.3
E00018386,89.7,0.5,9.1,0.7
E00018387,93.3,0.4,5.6,0.6
E00018389,86.4,0.2,11.3,2.1
E00018390,90.5,0,7.8,1.7
E00018392,95.2,0.3,3.8,0.6
E00018393,92.6,0,6.6,0.8
E00018394,95.5,0.6,3.6,0.4
E00018395,91.6,0,8.4,0
E00018396,88.3,0.2,9.5,1.9
E00018397,97,0.6,1.7,0.6
E00018398,92,0.3,7.8,0
E00018399,82.3,0.2,12.1,5.4
E00018400,92.2,0.3,4.2,3.3
E00018401,83.7,0,15.8,0.5
E00018402,93.3,0,5.2,1.6
E00018403,95.6,0.3,3.3,0.8
E00018404,95.4,0.2,3.9,0.5
E00018405,91.5,0,7.6,0.9
E00018406,94.8,0.3,2.5,2.5
E00018407,94,0.3,5.8,0
E00018408,94.9,0,4.2,0.8
E00018409,89.2,0,9.2,1.6
E00018410,94,0.4,5.7,0
E00018411,92.9,0.6,6.4,0
E00018412,86.9,0,11.5,1.6
E00018413,91.5,0.3,7.6,0.6
E00018414,89.9,0,9.9,0.3
E00018415,90.2,0.3,9.5,0
