areacd,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00100731,91.8,5.6,0.5,2.1
E00100735,91.1,3.4,1.4,4.1
E00100736,91,4.5,0,4.5
E00101124,96.8,2.5,0.3,0.3
E00101125,90.6,5.7,0.6,3.1
E00101126,88.2,8.1,1.2,2.5
E00101127,86.8,7.1,2.1,3.9
E00101129,90.2,5.4,2.2,2.2
E00101130,96.1,2.9,0.4,0.6
E00101131,96.5,2.1,0.2,1.2
E00101220,91.4,6.8,0.3,1.5
E00101230,88.8,7.1,0.9,3.1
E00101231,87.4,8.6,1.9,2.2
E00101232,93,4.3,0,2.6
E00101233,90.8,5.6,2,1.6
E00101234,94,3,1.7,1.3
E00101235,93.2,4.2,1.1,1.5
E00101237,89.5,5.8,1.6,3.1
E00101450,93.6,3.2,0.6,2.6
E00101451,89.7,7.1,2.8,0.4
E00101452,90.8,6.1,1.4,1.7
E00101453,89.6,6.9,1.9,1.5
E00101455,93.3,3.6,1.1,2
E00101456,90.9,3.1,2.5,3.4
E00101457,91.4,5.4,1.3,1.9
E00101458,92.4,4,1.6,2
E00101459,91.5,4.6,1.4,2.5
E00101460,87.7,6.7,3.2,2.4
E00101469,81.3,12.7,2.2,3.7
E00101470,92.9,4.4,1.1,1.6
E00101471,90.6,5.4,2.2,1.8
E00101472,87.5,5.9,2.6,4.1
E00101473,90.2,8.2,0.5,1.1
E00101504,93.8,3.1,0.6,2.5
E00101506,92.8,3.4,2.4,1.3
E00101507,90.3,6.7,1.7,1.3
E00101508,88,9,0.8,2.3
E00101509,88,6.9,2.1,3
E00101565,93.4,4.1,0,2.5
E00101566,88.8,5,3.3,2.9
E00101567,88.5,7.7,1,2.8
E00101568,90.7,5.9,1.1,2.4
E00101569,89.3,5.2,2.9,2.6
E00101570,92.2,5,1.3,1.6
E00101571,93.5,4.3,1.1,1.1
E00101572,88.4,4.2,1.9,5.6
E00101573,93.8,3.3,1.4,1.4
E00101574,91.7,3.8,1.4,3.1
