areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00100731,27.3,37,15.2,20.6
E00100735,36.1,30.8,12,21.1
E00100736,37.5,36.5,10.6,15.4
E00101124,17,47.2,26.4,9.4
E00101125,24.8,44.8,14.4,16
E00101126,23.7,48.1,10.4,17.8
E00101127,24.6,50,12.3,13.1
E00101129,29.1,47.6,11.7,11.7
E00101130,21.5,34.6,16.8,27.1
E00101131,48.8,27.5,11.3,12.5
E00101220,22.2,36.3,17.8,23.7
E00101230,39.3,43.4,9.8,7.4
E00101231,21.5,47.1,17.4,14
E00101232,36,40.4,7.9,15.8
E00101233,18.1,48,11.8,22
E00101234,33.3,39.3,16.2,11.1
E00101235,26.6,41.1,17.7,14.5
E00101237,27.3,44.6,11.6,16.5
E00101450,38.8,42,7.4,11.7
E00101451,35.9,39.7,13,11.5
E00101452,41.9,35.5,10.3,12.3
E00101453,28.2,45.2,10.5,16.1
E00101455,15.2,33.3,23.2,28.3
E00101456,32.3,31,15.2,21.5
E00101457,20.7,37.4,18.2,23.7
E00101458,38.2,41.9,8.1,11.8
E00101459,27.9,36.4,16.3,19.4
E00101460,28.7,51.9,8.5,10.9
E00101469,28.8,42.4,10.2,18.6
E00101470,28,35.4,17.1,19.5
E00101471,13,42.6,17.6,26.9
E00101472,31.3,42.2,13.3,13.3
E00101473,31.9,41.9,11,15.2
E00101504,20.9,47.8,10.4,20.9
E00101506,26.4,47.1,12.1,14.4
E00101507,20.3,46.9,14.1,18.8
E00101508,15.3,47.5,20.3,16.9
E00101509,23.8,40.6,16.1,19.6
E00101565,30.1,33.6,15.1,21.2
E00101566,45.7,33.9,8.7,11.8
E00101567,21.4,43.9,15,19.7
E00101568,44.6,28.2,10.3,16.9
E00101569,32,34.3,18,15.7
E00101570,19.4,43.3,20.9,16.4
E00101571,40.7,35.2,13.8,10.3
E00101572,67.6,25,2,5.4
E00101573,57.2,25.4,8.7,8.7
E00101574,38.3,31.9,14.9,14.9
E00101575,46.1,27.3,14.3,12.3
E00101576,27.1,48.9,9,15
E00101610,29.4,33.1,20,17.5
E00101611,24.2,46.7,10,19.2
E00101612,27.1,43.6,12.8,16.5
E00101613,21,41.2,21,16.8
E00101614,35.5,41.9,10.8,11.8
E00101615,26.4,43.4,9.4,20.8
E00101616,17.7,56.5,11.3,14.5
E00101617,27.5,38,11.1,23.4
E00101618,32.8,44.5,13.1,9.5
E00101619,23.5,37.1,13.6,25.8
E00101620,25.8,50.6,10.1,13.5
E00101621,19.3,43.6,17.9,19.3
E00101622,31,38.7,10.6,19.7
E00101623,19.9,45.4,16.3,18.4
