areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E02003491,93.8,3.8,0.7,1.7
E02003492,89.7,6.7,0.8,2.8
E02003493,92.9,3.8,1,2.2
E02003494,93.8,3.9,0.6,1.7
E02003495,94.4,3.4,1.1,1.1
E02003496,88.3,5.3,2.2,4.2
E02003497,89.5,5.8,1.3,3.4
E02003498,88.6,5.7,1.3,4.3
E02003499,89.7,6.3,1.2,2.8
E02003500,92.4,5.3,0.6,1.7
E02003501,89.4,5.3,1.2,4.1
E02003502,93.1,3.7,1.1,2.1
E02003503,89.7,5.4,1.2,3.6
E02003504,88.9,4.9,0.9,5.3
E02003505,85.9,7.9,0.7,5.5
E02003506,90.3,5.2,0.8,3.7
E02003507,93.9,3.7,0.8,1.6
E02003508,89.9,6.2,0.5,3.4
E02003509,84.5,6.1,1.6,7.9
E02003510,83.5,6.3,1.5,8.8
E02003511,89.4,5,1.3,4.2
E02003512,88.6,7.1,0.7,3.6
E02003513,88.8,4.9,1.2,5
E02003514,84.3,5.4,0.7,9.6
E02003515,89,5,1.8,4.2
E02003516,84,5.6,1,9.4
E02003517,80.6,7.6,0.5,11.3
E02003518,87.7,5.1,0.8,6.4
E02003519,81.9,5.4,0.6,12
E02003520,81.6,6.8,1.1,10.4
E02003521,88.3,4.9,0.4,6.4
E02003522,84.5,6.4,1.7,7.4
E02003523,94.1,3.7,0.5,1.8
E02004380,97.7,1.7,0.2,0.4
E02004383,94.8,3.7,0.6,0.9
E02004384,94.4,2.7,0.7,2.2
E02004385,93.7,2.7,1,2.6
E02006373,96.6,2.2,0.1,1
E02006374,97.5,1.4,0.1,1
E02006391,92.7,4.2,1.3,1.8
E02006392,88.2,4.5,1.6,5.7
E02006437,96.7,2.3,0.5,0.5
E02006438,96.9,1.9,0.3,0.9
E02006448,95.4,2.6,0.6,1.5
E02006449,96.6,1.8,0.4,1.2
E02006450,95.7,2.1,0.3,1.9
E02006451,95.8,2.2,0.4,1.7
E02006453,96.7,2,0.3,1
E02006534,95.3,2.7,0.7,1.3
E02006535,97,2,0.2,0.9
E02006536,97.3,1.7,0.3,0.7
E02006537,94.2,3.1,0.8,1.8
E02006538,96.1,2.2,0.5,1.2
E02006539,96.7,1.8,0.4,1.2
E02006540,96.6,1.9,0.2,1.3
E02006541,95.1,2.2,0.7,2
E02006542,97.7,1.5,0.2,0.6
E02006543,98.2,0.9,0.1,0.8
E02006544,96.7,1.9,0.6,0.8
E02006545,92.1,2.7,1.7,3.4
E02006546,96.7,1.7,0.3,1.2
E02006547,97,1.8,0.5,0.8
E02006548,96.6,1.8,0.7,0.9
E02006549,98.2,1.1,0,0.6
E02006550,96.2,1.9,0.6,1.4
E02006551,98,1.1,0.1,0.8
E02006552,88.7,2.6,1.8,6.9
E02006553,90.7,3.2,1.7,4.4
E02006554,97.6,1,0.2,1.2
E02006555,86.3,3.2,2.7,7.9
E02006556,96.6,1.6,0.5,1.4
E02006557,85.1,3.6,2.5,8.8
E02006558,78.8,3.7,2.3,15.2
E02006562,98.3,1.4,0.1,0.2
E02006565,97.2,1.9,0.2,0.7
E02006575,70.3,13.8,4.8,11.1
E02006576,88.4,5.1,2.3,4.1
E02006577,83.5,6.2,3.2,7.1
E02006578,69.8,9.7,4.3,16.2
E02006579,82,7.2,2.4,8.4
E02006580,88.1,5.1,2.1,4.7
E02006581,77.3,7.9,3.4,11.4
E02006582,91.1,4.7,1.6,2.6
E02006583,87.7,5.4,1.9,5
E02006584,82.6,7.7,2.5,7.2
E02006585,85.3,5.9,2.8,6
E02006586,73.8,11.3,4.1,10.8
E02006587,81.8,6.6,2.7,8.9
E02006588,91.9,3.5,1.1,3.5
E02006589,95,2.5,0.8,1.6
E02006590,94.8,2.6,0.5,2
E02006591,93.6,3,0.7,2.7
E02006592,97.7,1.3,0.2,0.8
E02006593,90.6,3.8,0.9,4.7
E02006594,93.9,3,0.9,2.1
E02006595,95.1,2.8,0.4,1.7
E02006596,97.2,1.4,0.4,1
E02006597,96.6,2.1,0.3,0.9
E02006598,97.9,1.4,0,0.6
E02006599,98.2,1.5,0,0.2
E02006600,98,1.1,0.2,0.7
E02006601,97.6,1.5,0.4,0.6
E02006602,98,1.4,0.2,0.4
E02006603,98.2,1.2,0.2,0.4
E02006604,90.9,3.4,1.2,4.6
E02006605,95.1,3.3,0.4,1.2
E02006607,95.6,2.6,0.3,1.5
E02006608,97.2,2,0.2,0.6
E02006609,97,2.1,0.3,0.7
E02006610,95.8,2,0.4,1.7
E02006611,96.4,2.2,0.4,1.1
E02006612,90.2,4.2,1.1,4.5
E02006613,92.4,3.5,1.1,3
E02006614,94.5,3,0.7,1.8
E02006615,95.1,2.9,0.6,1.5
E02006616,95.4,2.6,0.7,1.4
E02006617,91.7,3,1,4.3
E02006618,96.5,2.1,0.5,0.9
E02006619,97.2,1.8,0.3,0.7
E02006620,97.1,2.1,0.3,0.5
E02006621,98.1,1.4,0.1,0.4
E02006622,96.3,1.8,0.5,1.5
E02006623,96,1.9,0.6,1.5
E02006624,96.2,2.1,0.5,1.3
E02006625,93.7,3,0.7,2.6
E02006626,93.8,3.2,1.1,1.9
E02006627,94.3,2.4,0.8,2.4
E02006628,90.6,3.8,1.3,4.4
E02006629,91.6,3.8,1.1,3.5
E02006630,90.4,3.4,0.6,5.6
E02006631,86.3,4.2,1,8.5
E02006632,94.7,2.7,0.6,2.1
E02006633,96,2.3,0.4,1.3
