areacd,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E02003491,90.5,5,1.8,2.6
E02003492,93.2,3.2,1.2,2.4
E02003493,90.7,5.3,1.7,2.4
E02003494,90.9,5.7,1.3,2.1
E02003495,90.1,4.6,1.8,3.5
E02003496,89.7,4.9,2.2,3.2
E02003497,92.1,4.6,1.4,1.8
E02003498,90.5,4.2,2.2,3.2
E02003499,89.5,4,2.5,4
E02003500,92.2,5.2,1.3,1.3
E02003501,93.2,4.4,1,1.4
E02003502,90.4,4.4,2.4,2.9
E02003503,90,4.9,2.2,2.9
E02003504,93.5,4.4,0.9,1.3
E02003505,94.3,4,0.8,0.9
E02003506,93.7,3.7,1.1,1.5
E02003507,89.8,4.7,2.1,3.3
E02003508,93.4,4.2,1,1.4
E02003509,94.1,3.6,1,1.2
E02003510,93.3,4.4,1,1.3
E02003511,91.9,4.6,1.5,2
E02003512,93.9,3.6,1.3,1.2
E02003513,91.9,4.7,1.4,2
E02003514,94.5,3.7,1,0.8
E02003515,88.2,3.9,3.1,4.8
E02003516,94.1,3.6,1.1,1.1
E02003517,93.8,3.7,1.1,1.4
E02003518,93.2,4.1,1.2,1.5
E02003519,94.6,3.6,1.1,0.7
E02003520,92.8,3.4,1.7,2
E02003521,93.2,3.8,1.4,1.6
E02003522,92.4,4.2,1.6,1.9
E02003523,90.5,5.3,1.9,2.3
E02004380,90.8,5.6,1.2,2.5
E02004383,91.4,5.8,1.2,1.6
E02004384,89.1,6,1.8,3.2
E02004385,89.5,4.8,2,3.7
E02006373,91,5.4,1,2.6
E02006374,90.9,5.2,1.8,2.2
E02006391,92.8,4.4,1.1,1.6
E02006392,92.4,3.6,1.6,2.4
E02006437,91.3,4.9,1.1,2.7
E02006438,91.1,5,1.5,2.5
E02006448,92.2,4.8,1.2,1.8
E02006449,91.2,5.5,1.5,1.9
E02006450,92.5,4.7,1.1,1.7
E02006451,91.8,4.8,1.3,2.1
E02006453,91.7,5.1,1.1,2.1
E02006534,90.8,4.7,1.7,2.8
E02006535,90.9,5.5,1.3,2.3
E02006536,89.8,5.5,1.8,2.9
E02006537,90.3,4.7,2.1,3
E02006538,90.9,5.6,1.3,2.2
E02006539,89.7,4.9,2,3.5
E02006540,90,4.3,1.9,3.7
E02006541,90.7,4.8,1.8,2.7
E02006542,90.6,5.4,1.5,2.5
E02006543,90.3,5.6,1.7,2.5
E02006544,91.1,4.8,1.7,2.5
E02006545,91.7,3.7,1.7,2.9
E02006546,90.5,4.7,1.7,3.1
E02006547,90.7,4.2,2,3.1
E02006548,91.5,4.5,1.6,2.5
E02006549,88.7,6,1.6,3.7
E02006550,89.6,5,1.7,3.6
E02006551,89.1,5.8,1.7,3.5
E02006552,91.7,4,1.9,2.3
E02006553,91.6,4.1,1.5,2.8
E02006554,89.8,5.8,1.6,2.8
E02006555,91.5,4.1,1.9,2.6
E02006556,90.7,4.8,1.6,2.9
E02006557,91.2,4.2,2,2.6
E02006558,92.9,3.4,1.6,2.1
E02006562,91,5.7,1.1,2.2
E02006565,92.2,4.4,1.2,2.2
E02006575,91.7,3.6,2.2,2.5
E02006576,92.8,4.2,1.2,1.8
E02006577,91.2,3.8,2,3
E02006578,93.3,3,1.6,2.1
E02006579,91.9,4.2,1.8,2.1
E02006580,90.9,4.4,2.1,2.6
E02006581,92.8,3.6,1.5,2
E02006582,92.7,4.5,1.1,1.6
E02006583,91.2,4.5,1.7,2.5
E02006584,91,3.9,2.5,2.5
E02006585,91.1,4.1,1.8,3
E02006586,91.9,3.5,2.1,2.5
E02006587,91.2,3.8,2.2,2.7
E02006588,92.9,4.2,1.3,1.6
E02006589,91.9,4.8,1.2,2
E02006590,91.4,5.4,1.3,1.9
E02006591,92,4.7,1.4,1.9
E02006592,91,5.9,1.1,2.1
E02006593,92.4,4.2,1.3,2.1
E02006594,92.4,4.2,1.4,1.9
E02006595,91.7,5.3,0.9,2
E02006596,91.9,5,1.4,1.7
E02006597,91.9,4.7,1.2,2.1
E02006598,90.6,6.3,1.1,2
E02006599,90.9,5.6,1.2,2.3
E02006600,91.3,4.6,1.7,2.3
E02006601,90.4,5.7,1.4,2.5
E02006602,91.9,5,1.2,2
E02006603,90.7,6,1.3,2
E02006604,92.1,4.5,1.4,2
E02006605,91.3,5.1,1.6,2
E02006607,91.9,5.1,1.1,1.8
E02006608,91.7,4.8,1.2,2.4
E02006609,91.4,5.5,1.1,2
E02006610,92.7,4.4,1.2,1.8
E02006611,92.8,4.5,1.1,1.6
E02006612,93.1,4.1,1.1,1.6
E02006613,91.1,4.9,1.8,2.2
E02006614,92.3,4.7,1.2,1.8
E02006615,92.5,4.3,1.4,1.7
E02006616,91.2,5.2,1.4,2.3
E02006617,91.3,4.5,1.7,2.6
E02006618,91.7,5,0.8,2.6
E02006619,91.7,4.8,1.4,2.1
E02006620,91.2,5.2,1.3,2.3
E02006621,89.3,6.2,1.8,2.7
E02006622,89.6,5.4,1.9,3.1
E02006623,90.4,4.5,1.9,3.2
E02006624,90.9,5.6,1.2,2.2
E02006625,91.7,4.8,1.3,2.2
E02006626,90.2,4.2,2.3,3.3
E02006627,89.9,5.3,1.7,3.1
E02006628,91.9,4.4,1.4,2.2
E02006629,90.6,4.7,1.8,2.9
E02006630,92.1,4.2,1.3,2.4
E02006631,93,3.9,1.4,1.8
E02006632,90.6,5.4,1.3,2.7
E02006633,90,5.4,1.7,2.9
