areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E02003491,95.8,3.7,0.5
E02003492,90.3,8.9,0.8
E02003493,94.8,4.4,0.8
E02003494,95.8,3.6,0.5
E02003495,96,3.5,0.4
E02003496,90.2,7.7,2.1
E02003497,92.8,6.1,1.1
E02003498,91.1,7.5,1.4
E02003499,93.3,5.5,1.2
E02003500,95.5,4.1,0.5
E02003501,92.2,7,0.9
E02003502,94.8,4.4,0.8
E02003503,92.2,6.1,1.7
E02003504,91.6,7.6,0.8
E02003505,90.1,9.1,0.9
E02003506,92.8,6,1.2
E02003507,96,3.4,0.6
E02003508,93,6.3,0.7
E02003509,86.3,11.9,1.8
E02003510,86.5,11.8,1.7
E02003511,92,6.5,1.5
E02003512,92.6,6.8,0.6
E02003513,91.4,6.9,1.7
E02003514,86.3,12.6,1.1
E02003515,91.3,7.1,1.6
E02003516,85.4,13,1.6
E02003517,82.9,15.5,1.6
E02003518,89.3,9,1.7
E02003519,84.5,13.6,1.9
E02003520,84.8,13.4,1.8
E02003521,90.4,8.7,0.9
E02003522,85.8,12.5,1.6
E02003523,95.9,3.7,0.4
E02004380,98.6,1.3,0.1
E02004383,96.9,2.8,0.4
E02004384,95.9,3.6,0.4
E02004385,95.1,4.2,0.7
E02006373,97.9,1.8,0.3
E02006374,98.2,1.6,0.2
E02006391,95.2,4.3,0.5
E02006392,89.9,8.9,1.2
E02006437,97.7,2,0.3
E02006438,97.9,1.9,0.2
E02006448,96.9,2.7,0.3
E02006449,97.6,2.3,0.1
E02006450,96.6,2.9,0.5
E02006451,96.8,2.8,0.4
E02006453,97.3,2.3,0.4
E02006534,96.4,3,0.6
E02006535,98,1.7,0.3
E02006536,97.7,2,0.3
E02006537,95.5,3.6,0.9
E02006538,97.1,2.5,0.4
E02006539,97.4,2,0.5
E02006540,97.6,1.9,0.5
E02006541,95.9,3.4,0.7
E02006542,98.1,1.6,0.3
E02006543,98.9,0.9,0.2
E02006544,97.5,2,0.5
E02006545,93.1,5.5,1.4
E02006546,97.5,2.1,0.4
E02006547,97.3,2.3,0.4
E02006548,97.4,2.3,0.3
E02006549,98.6,1.1,0.3
E02006550,96.7,2.7,0.6
E02006551,98.4,1.3,0.3
E02006552,88.2,9.5,2.3
E02006553,91.3,7.1,1.6
E02006554,98,1.7,0.3
E02006555,86.8,9.9,3.3
E02006556,97.2,2.2,0.6
E02006557,85.9,10,4.1
E02006558,78,15.4,6.6
E02006562,99.1,0.8,0.1
E02006565,98.1,1.5,0.4
E02006575,76.3,19,4.6
E02006576,91.5,7.6,0.9
E02006577,85.5,12.4,2.1
E02006578,72.6,23.5,3.9
E02006579,84.8,12.8,2.4
E02006580,89.8,8.1,2
E02006581,80.1,17.2,2.7
E02006582,93.8,5.3,0.8
E02006583,89.5,8.6,1.8
E02006584,85.9,11.3,2.8
E02006585,86.9,10.9,2.3
E02006586,79.8,16.4,3.8
E02006587,84.9,12.4,2.7
E02006588,93.6,5.9,0.6
E02006589,96.3,3.4,0.3
E02006590,95.9,3.7,0.3
E02006591,95,4.7,0.4
E02006592,96.5,2,1.5
E02006593,91.8,7.1,1.1
E02006594,95.2,4.3,0.5
E02006595,96.5,3.2,0.3
E02006596,98.1,1.8,0.1
E02006597,97.9,1.9,0.3
E02006598,98.5,1.3,0.2
E02006599,99,0.9,0
E02006600,98.6,1.2,0.2
E02006601,98,1.9,0.1
E02006602,98.7,1.2,0.1
E02006603,98.8,1,0.2
E02006604,92.7,6.2,1.1
E02006605,96.7,3,0.3
E02006607,97.1,2.5,0.4
E02006608,98.3,1.5,0.3
E02006609,97.8,2.1,0.2
E02006610,97,2.8,0.3
E02006611,97.6,2.2,0.2
E02006612,92.1,7,0.9
E02006613,93.7,5.4,0.9
E02006614,96,3.6,0.4
E02006615,96.4,3.3,0.4
E02006616,96.7,3,0.4
E02006617,92.5,6.4,1.1
E02006618,97.6,2.2,0.2
E02006619,98.2,1.7,0.2
E02006620,98.4,1.5,0.1
E02006621,98.7,1.1,0.2
E02006622,97,2.5,0.5
E02006623,96.8,2.7,0.4
E02006624,97.5,2.2,0.3
E02006625,95.2,4.1,0.7
E02006626,95.4,3.9,0.6
E02006627,95,4.4,0.6
E02006628,92.3,6.5,1.2
E02006629,93.8,5.4,0.8
E02006630,91.4,7.2,1.4
E02006631,87.2,11.1,1.7
E02006632,95.9,3.7,0.4
E02006633,96.9,2.6,0.4
