areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E02003491,34.5,65.5
E02003492,50,50
E02003493,34.8,65.2
E02003494,36.5,63.5
E02003495,33.6,66.4
E02003496,39.3,60.7
E02003497,36.9,63.1
E02003498,41.4,58.6
E02003499,41.2,58.8
E02003500,37,63
E02003501,30.4,69.6
E02003502,33.5,66.5
E02003503,37.3,62.7
E02003504,32,68
E02003505,39.2,60.8
E02003506,31,69
E02003507,35.1,64.9
E02003508,39,61
E02003509,27.6,72.4
E02003510,30.5,69.5
E02003511,33.3,66.7
E02003512,36,64
E02003513,36.1,63.9
E02003514,28.2,71.8
E02003515,37.5,62.5
E02003516,27,73
E02003517,30.8,69.2
E02003518,30.9,69.1
E02003519,28.7,71.3
E02003520,32.9,67.1
E02003521,29.7,70.3
E02003522,30,70
E02003523,36.4,63.6
E02004380,35.3,64.7
E02004383,38.6,61.4
E02004384,35,65
E02004385,33.3,66.7
E02006373,33.9,66.1
E02006374,31.9,68.1
E02006391,28.9,71.1
E02006392,26.9,73.1
E02006437,31.2,68.8
E02006438,31.2,68.8
E02006448,31,69
E02006449,33.7,66.3
E02006450,31.1,68.9
E02006451,31.5,68.5
E02006453,33.8,66.2
E02006534,35.3,64.7
E02006535,37.7,62.3
E02006536,34.6,65.4
E02006537,34.2,65.8
E02006538,34,66
E02006539,31.6,68.4
E02006540,33.7,66.3
E02006541,32.3,67.7
E02006542,35.7,64.3
E02006543,37.2,62.8
E02006544,33.4,66.6
E02006545,32.4,67.6
E02006546,33.4,66.6
E02006547,34.5,65.5
E02006548,34.2,65.8
E02006549,38,62
E02006550,36.6,63.4
E02006551,37.3,62.7
E02006552,30.1,69.9
E02006553,31.6,68.4
E02006554,36.1,63.9
E02006555,32.1,67.9
E02006556,35.5,64.5
E02006557,31.3,68.7
E02006558,28,72
E02006562,35.2,64.8
E02006565,36.9,63.1
E02006575,33.7,66.3
E02006576,27.1,72.9
E02006577,29.5,70.5
E02006578,28.6,71.4
E02006579,27.5,72.5
E02006580,29.8,70.2
E02006581,29.2,70.8
E02006582,27.2,72.8
E02006583,30.3,69.7
E02006584,29.7,70.3
E02006585,32.7,67.3
E02006586,32.3,67.7
E02006587,29.5,70.5
E02006588,27.2,72.8
E02006589,30.9,69.1
E02006590,31.4,68.6
E02006591,28,72
E02006592,33.8,66.2
E02006593,28.3,71.7
E02006594,28.8,71.2
E02006595,33.4,66.6
E02006596,31.6,68.4
E02006597,30.3,69.7
E02006598,33.5,66.5
E02006599,36.6,63.4
E02006600,33.5,66.5
E02006601,34.2,65.8
E02006602,34.3,65.7
E02006603,38.2,61.8
E02006604,29.9,70.1
E02006605,30.8,69.2
E02006607,31.6,68.4
E02006608,33.6,66.4
E02006609,33,67
E02006610,30,70
E02006611,32.7,67.3
E02006612,24.6,75.4
E02006613,30,70
E02006614,29.7,70.3
E02006615,29,71
E02006616,29.6,70.4
E02006617,29.7,70.3
E02006618,32.1,67.9
E02006619,33.7,66.3
E02006620,34.9,65.1
E02006621,36.3,63.7
E02006622,32.7,67.3
E02006623,34.6,65.4
E02006624,33.7,66.3
E02006625,32.5,67.5
E02006626,32.6,67.4
E02006627,32.9,67.1
E02006628,31.2,68.8
E02006629,34,66
E02006630,29.6,70.4
E02006631,28.7,71.3
E02006632,32,68
E02006633,36.5,63.5
