geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00008611,26.7,19.2,54.1
E00008619,19.4,27.4,53.2
E00008624,9.1,35.5,55.4
E00008634,22.2,17.5,60.3
E00008636,15.4,40.1,44.5
E00008641,22.5,21.3,56.2
E00008642,17.2,34.4,48.4
E00008906,19,25.9,55.2
E00008907,13.5,42.3,44.1
E00008908,10.3,32.2,57.5
E00008909,16.5,17.5,66
E00008910,9,39,52
E00008911,18.4,32.9,48.7
E00008912,23,23,54.1
E00008913,4.5,65.9,29.5
E00008914,8.9,63.4,27.7
E00008916,6.7,53.3,40
E00008918,9.9,32.6,57.4
E00008919,14.2,37.6,48.2
E00008920,12.1,26.7,61.2
E00008921,13.2,24,62.8
E00008922,20.9,20,59.1
E00008923,21.3,13.9,64.8
E00008924,29.7,21.9,48.4
E00008926,13.4,27.6,59.1
E00008928,17.8,19.6,62.6
E00008930,17.9,25,57.1
E00008935,17.5,31.7,50.8
E00008936,16.5,40.7,42.9
E00008937,16.5,24.5,59
E00008938,4.8,29.8,65.5
E00008939,20.6,19.8,59.5
E00008940,6.3,30,63.8
E00009155,19.7,36.7,43.5
E00009157,8,36.3,55.8
E00009163,11.8,36.3,52
E00009165,22.9,36.6,40.5
E00009168,5.6,57.3,37.1
E00009187,8.1,66.7,25.2
E00009188,13,24.1,63
E00009190,11.7,28.8,59.5
E00009191,12.7,36.4,50.9
E00009192,11.6,26.5,61.9
E00009194,16.4,24.4,59.2
E00009195,14.4,41.3,44.4
E00009196,18.5,27.2,54.3
E00009197,18.6,23.6,57.8
E00009198,23,23,54
E00009201,11.1,44.4,44.4
E00009202,6.6,50,43.4
E00009203,28.6,14.3,57.1
E00009204,13.8,45.5,40.7
E00009205,11.2,43,45.8
E00009206,7.5,49.5,43
E00009207,17.2,29.1,53.6
E00009208,24.5,18.4,57.1
E00009209,8,38.4,53.6
E00009210,9.4,27.6,62.9
E00009212,13.1,22.2,64.6
E00009213,11.5,23.9,64.6
E00009214,17.1,13.4,69.5
E00009215,6.5,56.5,37
E00009216,15,33.3,51.7
E00009217,18.4,40.8,40.8
E00009219,5,23.8,71.3
E00009221,8,49,43
E00009222,3.5,64.7,31.8
E00018226,27.6,16.5,55.9
E00018246,20,30,50
E00018253,23.1,21.7,55.2
E00018255,26.1,21.6,52.3
E00018257,17.1,25.9,57
E00021266,16.3,32.7,51
E00021267,10.9,41.3,47.8
E00021268,13.8,24.4,61.8
E00021271,10.5,44.2,45.3
E00021272,9.3,32,58.8
E00021807,22.6,24.2,53.2
E00021808,23.7,23.7,52.7
E00021821,21.4,46.9,31.7
E00021823,23.1,27.8,49.1
E00021824,22.9,20.7,56.4
E00021825,37.1,29.9,33
E00021828,26.9,24,49
E00021829,23.4,18,58.6
E00021832,16.5,22,61.5
E00021835,10.8,31.7,57.5
E00021837,16.7,31.5,51.9
E00021976,16.1,19.4,64.5
E00021980,32.2,18.3,49.6
E00021981,19.1,25.4,55.5
E00021982,20.6,21.4,58
E00021983,17.9,16.2,65.8
E00021984,24.5,29.5,46
E00021985,24.7,22.7,52.6
E00021986,23.4,27.3,49.4
E00021987,24.5,27.3,48.2
E00021988,28.6,29.7,41.8
E00022005,15,28.8,56.3
E00022006,26.5,20.4,53.1
E00022007,12.6,19.5,67.8
E00022009,19.6,32.1,48.2
E00022010,11.8,17.4,70.8
E00022011,15.1,25.9,59
E00022270,11.7,28.3,60
E00022271,18.2,17.6,64.2
E00022272,17,22.2,60.8
E00022273,26.7,26.2,47.2
E00022278,31.5,22.6,46
E00022279,21.6,32.4,46
E00022300,18,31.7,50.3
E00022303,7.3,27.5,65.1
E00022304,18.6,36.4,44.9
E00022305,13,37.3,49.7
E00022306,10.7,26.4,62.8
E00167197,8.3,50.8,40.8
E00167198,22.7,27.6,49.7
E00167200,27.8,23.4,48.7
E00167201,4.8,34.2,61
E00171505,32.9,17.7,49.4
E00175020,20.5,24.1,55.4
E00175021,30.5,19,50.5
E00175023,12.3,33.6,54.1
E00175024,18.2,35.1,46.8
E00175025,30.8,29.9,39.3
E00175034,18.9,31.8,49.2
E00176229,12.2,33.3,54.5
E00176262,56.3,20.7,23
E00176314,7.9,23.7,68.4
E00176315,15.2,34.3,50.5
E00176326,18.3,19.6,62.1
E00182049,19.3,32.5,48.2
E00182084,25,26.2,48.8
E00182085,10.1,29.3,60.6
E00182100,19.3,14.8,65.9
E00182102,12.1,32.8,55.2
E00182103,14.7,1.5,83.8
E00182115,29.2,13.9,56.9
E00182117,11.1,43.2,45.7
E00182126,8.6,33.7,57.8
E00182127,12.7,16.9,70.4
E00182136,21.5,31.7,46.8
E00182146,15.5,33,51.5
E00182168,44.2,13.2,42.6
E00182176,35.4,14.4,50.2
E00182179,23.2,16.1,60.7
E00182184,17.5,41.5,40.9
E00182191,2.1,29.2,68.8
E00182193,43.5,16.1,40.3
E00182220,29.3,12.9,57.9
E00182229,18.9,46.1,35.1
E00182242,25.6,23.9,50.4
E00182249,48,14.1,37.9
E00182251,17.5,29.3,53.3
E00182253,43.9,14,42.1
E00182267,14.1,18.8,67.1
E00182272,2,40.8,57.1
E00182280,10.2,25.4,64.4
E00182286,48.3,16.9,34.8
E00182298,22,25.3,52.7
E00182301,22.6,15.1,62.3
E00182306,24.6,15.8,59.6
E00182312,36.6,17.6,45.9
E00182329,7.5,35.8,56.6
E00182342,10,28,62
E00182348,13,19.5,67.4
E00182352,22.5,27,50.6
