geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00064333,65.1,16.9,18
E00064334,54.7,27,18.3
E00064335,64.6,17.7,17.7
E00064336,67.6,9.5,22.9
E00064337,56.8,18.7,24.5
E00064338,73.8,3.2,23.1
E00064339,76.4,10.5,13.1
E00064340,78,11.4,10.6
E00064341,67.5,19.1,13.4
E00064342,69.6,15.8,14.6
E00064343,75.1,4.1,20.7
E00064344,62.4,18.8,18.8
E00064345,65.7,6.9,27.4
E00064346,69.1,14.6,16.3
E00064347,70.5,9,20.5
E00064348,67,8.2,24.7
E00064349,66.2,17.5,16.3
E00064350,69.4,15.5,15.1
E00064351,57,18.6,24.4
E00064353,60.9,8.7,30.4
E00064354,61,25.4,13.6
E00064355,51.8,20.5,27.7
E00064356,80.7,6.1,13.1
E00064357,85.4,4,10.6
E00064358,79.8,7.7,12.4
E00064359,87.9,2.9,9.2
E00064360,74.2,12.3,13.5
E00064362,80.5,8.4,11
E00064363,83.3,5.1,11.6
E00064365,82.7,3.3,14
E00064366,79.2,2.4,18.3
E00064367,86.6,5.6,7.8
E00064368,74,7.5,18.5
E00064369,55.1,27.3,17.6
E00064370,65.7,13.9,20.5
E00064371,76.5,6,17.5
E00064372,71.5,13.1,15.4
E00064373,80,5.4,14.6
E00064374,79.9,3.3,16.8
E00064375,84.4,2.5,13
E00064376,70.3,14.1,15.6
E00064377,82,3.1,15
E00064378,80,4.8,15.2
E00064379,77.6,1.6,20.8
E00064380,73.1,7.8,19.2
E00064381,76.5,0.8,22.7
E00064382,81.3,2.6,16.2
E00064383,76.8,7.6,15.6
E00064384,88.3,1.2,10.5
E00064385,77.9,6.4,15.7
E00064386,76.5,4.5,19
E00064387,80,3.8,16.3
E00064388,82,4.3,13.7
E00064389,79.4,4.6,16
E00064391,85.2,2.6,12.1
E00064393,83.1,3.3,13.6
E00064395,83.5,3.9,12.5
E00064396,75.4,6.7,17.9
E00064397,80.3,4.1,15.6
E00064398,78.1,4.1,17.8
E00064399,71.9,12,16
E00064400,76.4,14,9.7
E00064401,78.1,2.9,19
E00064402,81.5,3.3,15.2
E00064403,78,5.6,16.4
E00064404,80.5,3.1,16.4
E00064405,73.6,3.7,22.7
E00064407,79.4,4.3,16.3
E00064408,75.7,3.3,21
E00064409,67.3,5.6,27.1
E00064410,77.1,4.5,18.4
E00064411,77.7,1.7,20.6
E00064412,63.5,4.7,31.8
E00064413,85.6,1.7,12.7
E00064414,79.2,4.1,16.7
E00064415,76.8,6.7,16.5
E00064441,84.3,5.2,10.5
E00064442,72.6,7.3,20.1
E00064443,70.1,4.5,25.4
E00064444,76.4,4.5,19.2
E00064445,83,4.8,12.2
E00064446,71.9,2.7,25.4
E00064447,82.7,2.8,14.5
E00064448,80.2,0,19.8
E00064508,76.6,0.6,22.8
E00064509,83.7,3.9,12.4
E00064510,83.6,1.6,14.8
E00064511,86.8,0.3,12.9
E00064512,75.7,1.7,22.6
E00064513,65.6,8.5,25.9
E00064514,85.1,3.2,11.7
E00064515,91.7,1.7,6.7
E00064516,84.1,2.6,13.3
E00064517,71.7,6.1,22.2
E00064518,84.7,0.3,15
E00064519,82.9,3.6,13.5
E00064520,76,3.6,20.4
E00064521,70.2,6.9,22.9
E00064522,84.7,3.2,12.1
E00064523,82,3.4,14.6
E00064524,72.7,0.8,26.4
E00064525,82.8,3.1,14.1
E00064526,85.1,6.8,8.1
