areacd,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00048206,7.3,1.8,4.7,78.5,7.6
E00048207,2.8,0.9,0.9,94.6,0.6
E00048208,1.1,1.1,1.4,42,54.3
E00048233,4.7,0,4.2,90.8,0.3
E00048235,1.1,1.1,2.5,95.4,0
E00048236,3.5,0,2.7,92.5,1.2
E00048237,12.6,6,4.1,76.7,0.6
E00048238,2.3,0,0,97.7,0
E00048239,1.9,0,1.5,95,1.5
E00048240,2.2,3.4,3.4,88.3,2.8
E00048241,2.8,1,1,94.1,1
E00048242,6.7,5.8,3.3,84.2,0
E00048243,7.5,4.3,2.4,84.2,1.6
E00048244,1.9,0.9,2.8,93,1.4
E00048245,11,0,1,88,0
E00048246,10.1,5.2,2.9,78.9,2.9
E00048247,19.6,4.5,3.6,68.4,3.9
E00048318,33.7,2,1.3,63,0
E00048319,28.9,4.3,4.7,58.2,3.9
E00048321,21.2,2.7,5.4,67.7,3
E00048322,47.7,8.3,3.8,37.2,3
E00048324,27.5,15.9,3.7,49.2,3.7
E00048326,19.5,7.5,5,67.6,0.4
E00048327,25.3,3.5,4.4,62.4,4.4
E00048330,38.4,7.1,1.5,51.1,1.9
E00048331,33.3,1.8,3.9,56.7,4.3
E00048332,13.7,2.1,2.6,79.5,2.1
E00048334,33.1,3.5,2.5,55.4,5.4
E00048335,39.3,4.7,1.9,49.6,4.4
E00048337,11.4,6.4,1.1,79.2,1.9
E00048338,28.4,2.9,4.4,61.3,2.9
E00048339,26.2,2.8,4.2,62.9,3.8
E00048340,20.8,2.6,5.5,70.1,1
E00048341,37.7,6.5,2.4,48.2,5.3
E00048343,31.7,0,1,64.7,2.6
E00048344,13.7,2.7,3.9,78.4,1.2
E00048345,35.8,2.1,2.7,56.2,3.3
E00048346,27,5.6,0.9,64.8,1.7
E00048347,16.9,8.7,2.5,69.4,2.5
E00048348,36.7,3.8,3.5,51.6,4.4
E00048349,18.7,1.1,2.6,75.3,2.2
E00048350,20.8,2.2,4.3,72.7,0
E00048352,17.4,3.3,2.6,73.3,3.3
E00048353,43.3,3.3,2.3,46.3,4.9
E00048354,22.8,7.1,5.9,63.8,0.4
E00048356,27.2,7.2,7.8,54.7,3.1
E00048359,27.8,16,2.4,51.8,2.1
E00048360,30.5,7.1,4.6,52.6,5.2
E00048361,16.8,7.7,5.8,64.5,5.2
E00048366,21.6,1.3,0,77.1,0
E00048367,34.9,1.9,0.5,51.4,11.4
E00048369,12.7,2.5,4.6,79.7,0.5
E00048370,8.7,1.9,6.2,81.7,1.5
E00048371,5.8,1.5,1.5,90,1.2
E00048372,4.1,1,4.4,89.8,0.6
E00048373,11.2,0,0.3,88.5,0
E00048374,7.8,1,2.3,87.8,1
E00048375,6.6,2,3,84.6,3.9
E00048376,10.4,0,3.1,86.5,0
