areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00048206,30.7,69.3
E00048207,28,72
E00048208,39.8,60.2
E00048233,35.5,64.5
E00048235,27.9,72.1
E00048236,20.3,79.7
E00048237,22.4,77.6
E00048238,31.8,68.2
E00048239,25.9,74.1
E00048240,23.9,76.1
E00048241,30.8,69.2
E00048242,26.3,73.7
E00048243,19.8,80.2
E00048244,26.8,73.2
E00048245,32.2,67.8
E00048246,27.5,72.5
E00048247,22.6,77.4
E00048318,20.3,79.7
E00048319,31.4,68.6
E00048321,30.4,69.6
E00048322,34.5,65.5
E00048324,29.9,70.1
E00048326,21.6,78.4
E00048327,27.1,72.9
E00048330,21.1,78.9
E00048331,28.7,71.3
E00048332,25.2,74.8
E00048334,26.2,73.8
E00048335,26.9,73.1
E00048337,28.1,71.9
E00048338,14,86
E00048339,23.6,76.4
E00048340,32.3,67.7
E00048341,32.2,67.8
E00048343,27.5,72.5
E00048344,17.4,82.6
E00048345,27.9,72.1
E00048346,23.4,76.6
E00048347,28,72
E00048348,28.3,71.7
E00048349,18.2,81.8
E00048350,20.9,79.1
E00048352,25.5,74.5
E00048353,33.1,66.9
E00048354,28,72
E00048356,24.1,75.9
E00048359,27.3,72.7
E00048360,30.1,69.9
E00048361,20.4,79.6
E00048366,28.5,71.5
E00048367,24.7,75.3
E00048369,28.3,71.7
E00048370,22.7,77.3
E00048371,37.4,62.6
E00048372,26.2,73.8
E00048373,24.7,75.3
E00048374,31.8,68.2
E00048375,38.6,61.4
E00048376,28.9,71.1
E00048377,28.5,71.5
E00048378,32.9,67.1
E00048379,24.5,75.5
E00048380,23.4,76.6
E00048381,35,65
E00048382,28.8,71.2
E00048383,22.1,77.9
E00048384,26.7,73.3
E00048385,23.3,76.7
E00048386,32.4,67.6
E00048387,29.4,70.6
E00048388,25.1,74.9
E00048389,23.3,76.7
E00048390,31.1,68.9
E00048391,28.8,71.2
E00048392,27.3,72.7
E00048393,23.5,76.5
E00048394,27.5,72.5
E00048395,30.2,69.8
E00048396,23.6,76.4
E00048398,43,57
E00048399,34.1,65.9
E00048400,26.4,73.6
E00048401,27.9,72.1
E00048402,31.1,68.9
E00048403,24.4,75.6
E00048404,19.6,80.4
E00048405,23.2,76.8
E00048406,25,75
E00048407,27.2,72.8
E00048408,32.3,67.7
E00048409,21.6,78.4
E00048410,20,80
E00048411,36.6,63.4
E00048412,30.1,69.9
E00048413,22.5,77.5
E00048414,25.6,74.4
E00048415,30.3,69.7
E00048416,24.1,75.9
E00048417,25,75
E00048418,34.8,65.2
E00048419,26.9,73.1
E00048420,29.4,70.6
E00048421,36.2,63.8
E00048428,50.5,49.5
E00048445,30,70
E00048448,28.4,71.6
E00048449,32.1,67.9
E00048452,17.1,82.9
E00048454,36.8,63.2
E00048459,30.2,69.8
E00048461,29.7,70.3
E00048462,24.3,75.7
E00048464,32,68
E00048466,49,51
E00048467,41.8,58.2
E00048468,42,58
E00048469,41.8,58.2
E00048470,32.3,67.7
E00048694,27.4,72.6
E00048698,25.4,74.6
E00048699,32.6,67.4
E00048700,28.1,71.9
E00048701,28.1,71.9
E00048702,32.3,67.7
E00048703,24.2,75.8
E00048704,35,65
E00048705,40.5,59.5
E00048706,47.6,52.4
E00048707,24.1,75.9
E00048708,35.6,64.4
E00048709,25.3,74.7
E00048721,23.6,76.4
E00048727,33.1,66.9
E00048728,31.4,68.6
E00048729,32,68
E00048730,29.7,70.3
E00048731,28.4,71.6
E00048732,29.2,70.8
E00048734,30.5,69.5
E00048735,25,75
E00048736,27.2,72.8
E00048738,30.2,69.8
E00048739,30.8,69.2
E00048740,27.3,72.7
E00048741,26.5,73.5
E00048742,29.3,70.7
E00048743,29.3,70.7
E00048744,33.3,66.7
E00048745,23.4,76.6
E00048746,30.6,69.4
E00048747,35,65
E00048748,26,74
E00048749,23.4,76.6
E00048750,28.9,71.1
E00048751,27,73
E00048754,44.8,55.2
E00048755,36.5,63.5
E00048758,44.6,55.4
E00048760,33.1,66.9
E00048762,44,56
E00048765,41.6,58.4
E00048766,44.6,55.4
E00048769,45.8,54.2
E00048770,40,60
E00048772,39.8,60.2
E00048776,43.8,56.3
E00048783,42.9,57.1
E00048784,51,49
E00048788,35.1,64.9
E00048796,50.8,49.2
E00048800,18.9,81.1
E00048801,29.8,70.2
E00048802,25.2,74.8
E00048803,28.8,71.2
E00048804,24.1,75.9
E00048805,24.8,75.2
E00048806,20.5,79.5
E00048807,26.8,73.2
E00048808,24.3,75.7
E00048809,27.9,72.1
E00048810,20.7,79.3
E00048811,25.2,74.8
E00048812,23.4,76.6
E00048813,31.3,68.7
E00048814,23.4,76.6
E00048815,28.6,71.4
E00048816,32.9,67.1
E00048818,25.8,74.2
E00048819,29,71
E00048820,26.7,73.3
E00048821,18.9,81.1
E00048822,24.5,75.5
E00048823,22.4,77.6
E00048824,23.1,76.9
E00048825,31.8,68.2
E00048826,21.2,78.8
E00048827,21.8,78.2
E00048828,26.1,73.9
E00048829,23,77
E00048830,26.4,73.6
E00048831,39.4,60.6
E00048832,37.7,62.3
E00048833,38.7,61.3
E00048834,23,77
E00048835,26.7,73.3
E00048836,24.8,75.2
E00048837,25.8,74.2
E00048838,17.5,82.5
E00048839,56.4,43.6
E00048840,29.1,70.9
E00048841,22.3,77.7
E00048842,24.8,75.2
E00048843,27.8,72.2
E00048844,22.6,77.4
E00048845,26.8,73.2
E00048846,20.7,79.3
E00048847,26.5,73.5
E00048848,33.9,66.1
E00048849,31.9,68.1
E00048850,17.5,82.5
E00048851,22.6,77.4
E00048852,25.5,74.5
E00048853,28.6,71.4
E00048854,22.6,77.4
E00048855,24.8,75.2
E00048856,21.9,78.1
E00048914,29.9,70.1
E00048915,25,75
E00048916,27.2,72.8
E00048917,28,72
E00048918,26.7,73.3
E00048919,28.9,71.1
E00048920,21.9,78.1
E00048923,41.1,58.9
E00048924,29.9,70.1
E00048925,30.4,69.6
E00048926,37.4,62.6
E00048927,26.9,73.1
E00048928,24.8,75.2
E00048929,22.2,77.8
E00048930,24.5,75.5
E00048931,24.6,75.4
E00048933,29.6,70.4
E00048934,31.3,68.7
E00048935,23.3,76.7
E00048937,30.5,69.5
E00048941,28.7,71.3
E00048942,27.3,72.7
E00048943,33.3,66.7
E00048944,40.4,59.6
E00048945,30.3,69.7
E00048946,24.6,75.4
E00048947,25.7,74.3
E00048948,36.2,63.8
E00048949,52.9,47.1
E00048950,35.8,64.2
E00048951,27.6,72.4
E00048952,30.3,69.7
E00048953,27.5,72.5
E00048954,27.9,72.1
E00048956,44.3,55.7
E00048958,23.9,76.1
E00048959,27.7,72.3
E00048960,28,72
E00048963,41.2,58.8
E00048964,32.1,67.9
E00048965,21.6,78.4
E00048966,25.5,74.5
E00048967,24.2,75.8
E00048968,23,77
E00048969,23.1,76.9
E00048970,20.9,79.1
E00048971,31.6,68.4
E00048972,29.1,70.9
E00048973,24.8,75.2
E00048974,21.3,78.7
E00048975,21.6,78.4
E00048976,32,68
E00048977,21.7,78.3
E00048978,23.5,76.5
E00048982,19.6,80.4
E00048985,29.9,70.1
E00048987,44,56
E00048988,37.6,62.4
E00048989,48.6,51.4
E00048991,39.6,60.4
E00048992,34.1,65.9
E00048993,36.1,63.9
E00048994,31.9,68.1
E00048995,39.9,60.1
E00048997,38,62
E00048999,47.8,52.2
E00049001,44.3,55.7
E00049002,53.3,46.7
E00049003,36.5,63.5
E00049004,16.7,83.3
E00049005,28.9,71.1
E00049006,33.6,66.4
E00049007,25.6,74.4
E00049008,29.4,70.6
E00049009,26.9,73.1
E00049010,28.6,71.4
E00049011,28.9,71.1
E00049012,25,75
E00049013,20.6,79.4
E00049014,33.2,66.8
E00049015,29.3,70.7
E00049016,28.3,71.7
E00049017,29.2,70.8
E00049018,28.1,71.9
E00049019,34.3,65.7
E00049020,29.8,70.2
E00049021,15.8,84.2
E00049022,27,73
E00049023,29.3,70.7
E00049024,23.3,76.7
E00049025,24,76
E00049026,23,77
E00049027,38.7,61.3
E00049028,21.5,78.5
E00049029,23,77
E00049030,25,75
E00049031,25.3,74.7
E00049032,25.3,74.7
E00049033,30.1,69.9
E00049034,17.2,82.8
E00049035,22.6,77.4
E00049036,30.4,69.6
E00049037,36.9,63.1
E00049038,33.3,66.7
E00049039,26.7,73.3
E00049040,39.7,60.3
E00049041,24.8,75.2
E00049042,21.2,78.8
E00049043,25.2,74.8
E00049044,32.2,67.8
E00049046,16.5,83.5
E00049047,20.9,79.1
E00049048,25.6,74.4
E00049049,26.6,73.4
E00049050,30.1,69.9
E00049051,20.9,79.1
E00049052,33.8,66.2
E00049053,28.6,71.4
E00049054,25.6,74.4
E00049055,31.6,68.4
E00049056,26.5,73.5
E00049057,19.6,80.4
E00049058,26,74
E00049059,23.2,76.8
E00049060,24.7,75.3
E00049061,31.4,68.6
E00049065,25.5,74.5
E00049066,22.2,77.8
E00049067,20.2,79.8
E00049068,16.8,83.2
E00049069,29.4,70.6
E00049070,29.7,70.3
E00049071,24.1,75.9
E00049076,41.8,58.2
E00049078,25.2,74.8
E00049080,25.6,74.4
E00049086,21.6,78.4
E00049088,23.8,76.2
E00049089,22.6,77.4
E00049090,22.7,77.3
E00049092,34.3,65.7
E00049096,20.4,79.6
E00049098,28.7,71.3
E00049099,25.6,74.4
E00049103,27.4,72.6
E00049105,25.4,74.6
E00049108,27.7,72.3
E00049111,24.7,75.3
E00049112,21.7,78.3
E00049113,26.4,73.6
E00049114,15,85
E00049115,22.5,77.5
E00049116,28.3,71.7
E00049117,30,70
E00049118,15.6,84.4
E00049121,33.7,66.3
E00049123,26.8,73.2
E00165745,22.8,77.2
E00165746,24.3,75.7
E00172150,67.5,32.5
E00172162,23.9,76.1
E00172163,27.9,72.1
E00172164,33,67
E00172165,25.3,74.7
E00172166,37.6,62.4
E00172168,29.5,70.5
E00172169,28.7,71.3
E00172170,38.3,61.7
E00172171,26.1,73.9
E00172172,80.1,19.9
E00172174,39.1,60.9
E00172176,25,75
E00172177,23.4,76.6
E00172178,31.2,68.8
E00172179,23.9,76.1
E00172182,72.9,27.1
E00172183,32.3,67.7
E00172184,82,18
E00172185,40.5,59.5
E00172191,37.3,62.7
E00172192,20.2,79.8
E00172193,39.7,60.3
E00172194,34.3,65.7
E00172195,22.8,77.2
E00172196,26.7,73.3
E00172200,33.8,66.2
E00172201,44.6,55.4
E00172202,64.7,35.3
E00172203,40.4,59.6
E00172204,37.3,62.7
E00172205,41.4,58.6
E00172213,35.4,64.6
E00185035,64.8,35.2
E00185036,41.3,58.7
E00185040,27,73
E00185048,35.7,64.3
E00185050,39.7,60.3
E00185059,39.5,60.5
E00185061,44.1,55.9
E00185069,37.6,62.4
E00185070,46.3,53.7
E00185075,47.2,52.8
E00185081,53.3,46.7
E00185087,42.3,57.7
E00185089,28.8,71.2
E00185090,69.2,30.8
E00185091,36.6,63.4
E00185097,51.7,48.3
E00185098,33.7,66.3
E00185102,21.1,78.9
E00185103,21.6,78.4
E00185106,34.7,65.3
E00185114,35.7,64.3
E00185115,37.3,62.7
E00185118,22.6,77.4
E00185120,33.9,66.1
E00185122,22.8,77.2
E00185123,67.3,32.7
E00185125,36.9,63.1
E00185132,20.5,79.5
E00185133,13.6,86.4
E00186846,50.5,49.5
