geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00131349,98.6,1.1,0.3
E00131350,98.7,0.3,1
E00131351,96.7,2.2,1.1
E00131352,96.5,0.8,2.8
E00131353,98.6,0.5,0.9
E00131354,97.7,0,2.3
E00131355,95.1,1.1,3.9
E00131356,96.9,0.6,2.5
E00131357,97.7,1.3,1
E00131358,99.7,0.3,0
E00131359,97.9,0.4,1.8
E00131360,97.6,0,2.4
E00131388,96.5,1.2,2.3
E00133760,98.1,0.7,1.2
E00133761,97,1.3,1.7
E00133762,98.3,0.2,1.5
E00133873,96.9,0.9,2.2
E00133874,98.2,0.8,1
E00133875,98.2,0.3,1.5
E00133876,98,0.6,1.4
E00133877,97.6,0.3,2.1
E00133878,98.2,0,1.8
E00133879,98,0,2
E00133929,99.7,0,0.3
E00133930,95.8,2.1,2.1
E00133931,98.8,0.4,0.8
E00133932,97,0.2,2.9
E00133935,95.4,1.8,2.8
E00143418,98,0.3,1.6
E00143419,94.6,2.2,3.3
E00143420,95.7,1.7,2.7
E00143421,99.4,0,0.6
E00143422,97.1,0.4,2.4
E00143423,98.1,0.8,1.1
E00143424,95.8,1.9,2.2
E00143425,97.9,1.4,0.7
E00143426,98,0.4,1.6
E00143427,95.2,0.8,4
E00143428,96.6,0.3,3.1
E00143429,98,0.7,1.4
E00143746,98.1,0,1.9
E00143750,97.7,0.9,1.5
E00143751,95.8,0,4.2
E00144108,87,0.7,12.2
E00144109,98.3,0.7,1
E00144110,93.2,0.4,6.5
E00144111,96.8,0.6,2.6
E00144112,98.1,0.3,1.6
E00144113,97.5,0.6,2
E00144114,97.6,0,2.4
E00144115,97,0.9,2.1
E00144116,97.6,0.4,2
E00144117,94.7,1.5,3.8
E00144118,99.2,0,0.8
E00144119,96.1,0,3.9
E00144120,93.1,0.4,6.5
E00144121,97,0,3
E00144122,93.2,0.8,6.1
E00144123,98.2,1.1,0.7
E00144124,96.6,0,3.4
E00144125,95.1,0.3,4.6
E00144126,97,0,3
E00144127,89.8,1.5,8.7
E00144128,96.8,0.9,2.3
E00144129,97.6,0,2.4
E00144130,96.1,1.3,2.6
E00144131,96.1,0.3,3.6
E00144132,95,1.1,3.9
E00144133,98.1,0,1.9
E00144134,91,2.1,6.9
