geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00131349,95.9,3.8,0.3,0,0
E00131350,92.2,5.8,1.3,0,0.6
E00131351,95.6,3.7,0.7,0,0
E00131352,97.5,0.8,1,0.5,0.3
E00131353,95.9,3.6,0,0,0.5
E00131354,96,2.3,0,0.6,1.2
E00131355,92.3,5.6,0.7,1,0.3
E00131356,98.1,1.9,0,0,0
E00131357,96.7,2.3,1,0,0
E00131358,98.5,0.6,0.9,0,0
E00131359,96.8,3.2,0,0,0
E00131360,94.7,2.8,1.2,1.2,0
E00131388,96.5,2.3,0,0,1.2
E00133760,96.9,1.4,0.5,0.5,0.7
E00133761,97.7,1.9,0.4,0,0
E00133762,97.2,2.4,0,0.4,0
E00133873,93.5,4.4,0.6,0.3,1.2
E00133874,96.1,3.6,0.3,0,0
E00133875,97.4,1.5,0.3,0,0.8
E00133876,95.4,4,0.2,0,0.4
E00133877,94.6,5.1,0,0,0.3
E00133878,95,2.7,2.3,0,0
E00133879,96.6,2.5,0.6,0,0.3
E00133929,99.3,0.7,0,0,0
E00133930,92.6,4.7,1.5,0.6,0.6
E00133931,95.5,4.5,0,0,0
E00133932,95.9,2.9,0.7,0.5,0
E00133935,94.5,4.8,0.6,0,0
E00143418,96.4,3.6,0,0,0
E00143419,93.5,4.3,1.6,0,0.5
E00143420,94.7,3.6,1,0.3,0.3
E00143421,97.6,2.1,0,0.3,0
E00143422,96.3,3.3,0,0,0.4
E00143423,96.2,3.4,0.4,0,0
E00143424,95,3.6,0.8,0.6,0
E00143425,96.9,3.1,0,0,0
E00143426,98,1.6,0.4,0,0
E00143427,93.1,6.1,0.3,0.3,0.3
E00143428,96.3,3.4,0,0.3,0
E00143429,98.3,1.7,0,0,0
E00143746,96.3,3,0.7,0,0
E00143750,96.8,2.9,0,0.3,0
E00143751,93.1,4.2,0.4,1.1,1.1
E00144108,87.7,4.9,3.7,3,0.7
E00144109,96.6,2.4,1,0,0
E00144110,89.3,7.9,0.7,1.8,0.4
E00144111,93,5.1,1.3,0.3,0.3
E00144112,96.5,2.5,0.6,0.3,0
E00144113,93.3,4.8,1.4,0.6,0
E00144114,96.8,2.4,0.4,0,0.4
E00144115,96.7,2.1,0.6,0,0.6
E00144116,94.8,3.6,1.6,0,0
E00144117,91.5,3.9,1.6,1.6,1.6
E00144118,98.7,1.3,0,0,0
E00144119,97.4,0.9,0.9,0.9,0
E00144120,89.7,3.8,1.1,3.8,1.5
E00144121,95.2,1.2,1.2,0,2.4
E00144122,91.2,3.1,1.9,2.3,1.5
E00144123,97.8,0.7,1.5,0,0
E00144124,96.3,1.5,2.2,0,0
E00144125,94.4,3.6,0.3,1.7,0
E00144126,96.3,1.1,2.6,0,0
E00144127,88,7.3,3.1,1,0.5
E00144128,95.5,4.5,0,0,0
E00144129,97.9,1,1,0,0
E00144130,93.8,5.2,1,0,0
E00144131,95.8,2.7,1.2,0,0.3
E00144132,97.1,1.4,0.4,1.1,0
E00144133,93.1,5.3,0.6,0.9,0
E00144134,85.8,7.3,6.6,0,0.3
E00144136,94,2.7,2.1,1.2,0
E00144137,89.9,6.1,2.7,1.3,0
E00144138,95.3,4.3,0,0.4,0
E00144139,92.8,4.9,0.8,0.8,0.8
E00144140,93.4,5.7,0.4,0.4,0
E00144141,89.1,4.7,4.2,1,1
E00144142,94.6,4.2,0.6,0.3,0.3
E00144143,94.1,3.6,2,0,0.4
E00144144,93,4.4,0.7,1.1,0.7
E00144145,90,5.6,2.4,1.2,0.9
E00144146,88.2,6.7,0.4,4.7,0
E00144147,85.1,6.4,4.4,3.6,0.5
E00144148,90,4.6,2.7,2.3,0.5
E00144149,80.3,4.4,8,4.4,2.9
E00144150,73.7,12.7,9.2,2.3,2.1
