geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00131349,10.5,27.5,45.1,17
E00131350,14.4,32.2,42.5,11
E00131351,18.5,37.8,27.7,16
E00131352,13.7,33.5,41.2,11.5
E00131353,12.2,40,33.3,14.4
E00131354,13.7,35.5,35,15.8
E00131355,13,27.8,41.7,17.4
E00131356,8.8,33.8,43.8,13.8
E00131357,17.9,36.6,31.3,14.2
E00131358,10.8,37.3,37.3,14.6
E00131359,19.5,37.2,30.1,13.3
E00131360,18.5,29,40.3,12.1
E00131388,5.6,38.4,40.8,15.2
E00133760,16.9,29.7,39.8,13.6
E00133761,21.6,26.3,36.6,15.5
E00133762,23,29.4,34.1,13.5
E00133873,11,35.6,48.3,5.1
E00133874,13.1,29.7,46.3,10.9
E00133875,14.3,29.7,37.4,18.7
E00133876,13.6,29.8,47.1,9.5
E00133877,14.1,36.3,37,12.6
E00133878,10,38.6,35.7,15.7
E00133879,16.3,31.5,38,14.1
E00133929,34.4,31.3,15.6,18.8
E00133930,20,24.3,45,10.7
E00133931,22.9,21,43.8,12.4
E00133932,20.9,24.1,45,10.1
E00133935,20.1,24.5,40.3,15.1
E00143418,32.7,15.9,44.9,6.5
E00143419,34.2,14.5,40.8,10.5
E00143420,36.4,15.7,38.6,9.3
E00143421,32.1,15.8,28.5,23.6
E00143422,24.8,17.7,38.1,19.5
E00143423,28,15.2,38.4,18.4
E00143424,36.4,15.2,41.7,6.6
E00143425,23.2,17.9,46.4,12.5
E00143426,32,18.6,36.1,13.4
E00143427,25.3,14.6,49.4,10.7
E00143428,23,18,41.7,17.3
E00143429,23.8,18.9,47.5,9.8
E00143746,27.1,17.8,43.9,11.2
E00143750,23.3,20.3,39.5,16.9
E00143751,28.8,34.5,10.1,26.6
E00144108,41.9,16.9,31.8,9.5
E00144109,41.1,22.5,18.6,17.8
E00144110,36.1,18,30.1,15.8
E00144111,36.4,21.2,21.9,20.5
E00144112,36.6,19.4,29.9,14.2
E00144113,43.4,18.9,22.3,15.4
E00144114,37,25.9,17,20
E00144115,40,20.7,24.7,14.7
E00144116,36.5,28.6,21.4,13.5
E00144117,26.8,28.2,31,14.1
E00144118,31,27.6,17.2,24.1
E00144119,38.7,20.2,21,20.2
E00144120,46.7,24.4,16.3,12.6
E00144121,48.2,14.5,22.9,14.5
E00144122,44.4,26.1,20.4,9.2
E00144123,38.9,12,25,24.1
E00144124,39.7,21.4,21.4,17.5
E00144125,41.7,22.5,19.9,15.9
E00144126,48.3,30.5,6.8,14.4
E00144127,46.7,25,18.3,10
E00144128,45.6,25.6,13.3,15.6
E00144129,40.3,24.5,18,17.3
E00144130,41.6,18.4,24,16
E00144131,37.2,29.7,21.6,11.5
E00144132,48.6,23.3,15.1,13
E00144133,46.8,16.7,17.3,19.2
E00144134,43.6,15.8,24.8,15.8
