areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00014738,73.1,14.4,2.9,9.6
E00014741,70.6,10.3,4.8,14.3
E00014742,61.3,14,6.7,18
E00014747,71.2,21.2,1.7,5.9
E00014748,78.5,12.6,4.4,4.4
E00014759,61.3,14.5,10.5,13.7
E00014764,67.5,12.7,5.6,14.3
E00014765,73.5,12.5,6.6,7.4
E00014767,67.2,8.8,6.6,17.5
E00014768,79.3,8.9,4.4,7.4
E00014769,84.5,7.8,2.3,5.4
E00014770,61.3,8.9,8.9,21
E00014771,75.7,10.8,1.4,12.2
E00014772,62.3,8,7.2,22.5
E00014773,86.8,8.3,0.8,4.1
E00014774,91.4,4.7,0.8,3.1
E00014775,80.4,10.1,1.1,8.5
E00014776,75.2,12.4,4.8,7.6
E00014777,63.9,13.2,3.5,19.4
E00014778,88.3,3.3,2.5,5.8
E00014779,88.8,4.8,0.8,5.6
E00014780,83.5,11.5,2.9,2.2
E00014781,83.6,12.5,3.1,0.8
E00014782,86.1,5.7,4.1,4.1
E00014783,86.8,8.5,2.3,2.3
E00014784,82.2,5.9,4.4,7.4
E00014785,90.1,6.6,0.7,2.6
E00014786,82.4,9.2,4.6,3.8
E00014787,79.5,6.8,5.3,8.3
E00014788,81.5,9.2,2.3,6.9
E00014789,87.1,5.3,3,4.5
E00014790,74,15,3,8
E00014791,92.5,3.7,1.5,2.2
E00014792,88.2,4.4,1.5,5.9
E00014794,89.5,4.5,3,3
E00014795,86.7,5.5,3.1,4.7
E00014796,88.1,8.2,1.5,2.2
E00014797,79.3,6.7,2.2,11.9
E00014798,73.6,12.4,0,14
E00014799,84.1,7.9,0.8,7.1
E00014859,80.2,7.6,1.5,10.7
E00014860,67.1,7.5,2.3,23.1
E00014865,68.1,10.1,5.9,16
E00014867,59.6,9.6,11.4,19.3
E00014868,72.4,5.1,4.1,18.4
E00014873,65.8,15.3,4.5,14.4
E00014874,77.1,11,0,11.9
E00014875,68.5,16.7,3.7,11.1
E00014876,74.3,13.9,3,8.9
E00014877,71.9,18.2,2.5,7.4
E00014878,70.2,13.2,4.1,12.4
E00014879,81.4,9.7,0.9,8
E00014880,63.3,16.5,3.7,16.5
E00014882,84.3,6.5,3.7,5.6
E00014883,57.9,24,5,13.2
E00014884,75,7.8,6.9,10.3
E00014885,64.3,13.2,3.1,19.4
E00014886,68.8,10.4,3.2,17.6
E00014887,71.8,10.9,5.5,11.8
E00014888,83.1,9.3,1.7,5.9
E00014889,68.5,18.5,4.6,8.5
E00014891,65.4,16.5,8.7,9.4
E00014892,84.8,10.4,2.4,2.4
E00014893,81.6,14,0,4.4
E00014896,91.9,4.9,0.8,2.4
E00014899,74.8,10.6,0.7,13.9
E00014900,80.5,11,2.5,5.9
E00014902,77.6,12,2.4,8
E00014903,83.3,10.5,1.8,4.4
E00014904,71.9,16.4,2.3,9.4
E00014906,71,11.2,4.7,13.1
E00014907,78.7,14.2,2.4,4.7
E00014908,83.9,11,2.5,2.5
E00014909,69.2,18.5,2.3,10
E00014911,78.3,11.7,5.8,4.2
E00014913,72.9,15.3,5.1,6.8
E00014914,88.3,6.7,0,5
E00014916,69.4,16,3.5,11.1
E00014917,88.9,8.1,0.7,2.2
E00014918,88.5,5.7,1.1,4.6
E00014919,75.3,9.4,1.8,13.5
E00014920,67,9.8,2.6,20.6
E00014921,77.6,9,0,13.5
E00014922,75,5.4,3.6,16.1
E00014923,78.8,6,2.2,13
E00014924,67.9,7.5,3.7,20.9
E00014926,87.7,5.5,1.4,5.5
E00014927,86.1,9.3,1.3,3.3
E00014928,75.3,9.1,3.2,12.3
E00014929,86.1,5.5,2.4,6.1
E00014930,76.8,8.2,2.4,12.6
E00014931,82.8,9.4,1.6,6.3
E00014932,69.9,11,4.4,14.7
E00014933,79.9,4.9,0,15.2
E00014934,81.9,7.9,1.1,9
E00014935,80,12.7,0.9,6.4
E00014936,86.3,3.8,1.5,8.4
E00014937,86.7,9.3,1.3,2.7
E00014939,66.9,12.7,3.4,16.9
E00014940,79,7.6,5,8.4
E00014942,80.8,10.8,1.2,7.2
E00014948,70.1,13.7,0.9,15.4
E00014950,70,10.8,6.7,12.5
E00014951,75.8,8.1,1.6,14.5
E00014952,68.6,16.1,5.9,9.3
E00014953,53.4,19.5,11.9,15.3
E00014955,71.3,10.3,4.4,14
E00014956,86.8,7.9,0.9,4.4
E00014957,76.8,5.8,2.6,14.8
E00014958,71.7,11.9,3.5,12.8
E00014959,73.5,11,2.9,12.5
E00014960,75.2,7.8,3.3,13.7
E00014961,87.3,7.1,1.6,4
E00014962,59.6,12.1,5.1,23.2
E00014963,61,13,10.6,15.4
E00014964,63.6,13.6,5.7,17
E00014965,66.4,21.2,1.8,10.6
E00014966,71.4,13.1,0.5,15.1
E00014967,67.9,16,6.9,9.2
E00014968,61.3,8.5,10.4,19.8
E00014969,70.1,6.8,6.8,16.2
E00014970,62.7,15.8,3.8,17.7
E00014971,61.5,8.9,5.3,24.3
E00014972,61,12,6,21
E00014973,63.7,18.5,5.5,12.3
E00014974,62.3,13,2.6,22.1
E00014975,74.4,11,4.7,9.9
E00014976,85.2,4.4,2.2,8.1
E00014977,86.6,6.7,1.3,5.4
E00014978,65,20.3,4.2,10.5
E00014979,59.6,19.3,6.1,14.9
E00015037,82.1,6,4.6,7.3
E00015038,82.6,9.6,2.6,5.2
E00015043,89.6,6.5,0,3.9
E00015046,78,8.9,1.6,11.4
E00015069,76,9.9,0.8,13.2
E00015138,82.6,5.5,1.8,10.1
E00015139,81,8.9,0.6,9.5
E00015140,77.2,16.1,2,4.7
E00015141,86.7,4.4,3.5,5.3
E00015142,73.8,18.5,3.1,4.6
E00015143,79.7,11,3.4,5.9
E00015144,71.1,17.2,2.3,9.4
E00015145,63.8,13.5,7.8,14.9
E00015146,80.2,7.9,1.6,10.3
E00015147,80.6,7.3,5.6,6.5
E00015148,79.2,6.2,6.2,8.5
E00015149,85,6,4.5,4.5
E00015150,80.5,8.7,0.7,10.1
E00015151,83.9,11,3.4,1.7
E00015152,82.5,8,5.8,3.6
E00015153,79.2,13.1,2.3,5.4
E00015154,88.7,4.3,2.6,4.3
E00015155,83.2,5.6,5.6,5.6
E00015156,90.7,7.4,0,1.9
E00015157,87.1,6.5,0.7,5.8
E00015158,82.2,5.9,1.6,10.3
E00015159,90,2.3,0.8,6.9
E00015160,83.9,10.5,1.6,4
E00015161,85.4,5.6,3.5,5.6
E00015162,82,10.2,3.9,3.9
E00015163,83.6,9,3.3,4.1
E00015164,77.6,6.9,3.4,12.1
E00015165,83.5,7.9,2.2,6.5
E00019142,90.4,6.1,0.9,2.6
E00019143,88.4,8.3,1.7,1.7
E00019144,85.6,9.3,0.8,4.2
E00019145,86.8,4.9,3.3,4.9
E00019146,93.1,6.3,0,0.7
E00019147,90.1,4.3,0.6,5
E00019151,96.4,2.7,0,0.9
E00019154,91.5,3.8,0,4.6
E00019155,80.6,4,0.8,14.5
E00019156,94.8,4.4,0.7,0
E00019157,85.2,6.3,2.3,6.3
E00019161,88.1,10.9,0,1
E00019164,84.9,6.7,3.4,5
E00019165,88.7,9.2,0.7,1.4
E00019166,81.1,5.3,3,10.6
E00019167,87,7.3,1.6,4.1
E00019169,92.7,4.9,0,2.4
E00019171,84.6,7.4,0,8.1
E00019172,94.6,4.5,0,0.9
E00019173,95.6,2.9,0,1.5
E00019176,71.8,11.4,4,12.8
E00019177,81.6,8.8,3.2,6.4
E00019178,82.3,5.7,0.7,11.3
E00019179,83.6,9.4,3.9,3.1
E00019180,81.4,10.1,1.6,7
E00019181,85.3,8.1,0.7,5.9
E00019182,81.2,8.4,1.3,9.1
E00019183,91.2,3.9,1,3.9
E00019184,76.7,7.5,6.8,9
E00019185,85.9,8.1,3.7,2.2
E00019186,80.4,11.4,2.5,5.7
E00019187,78.6,5.3,1.5,14.5
E00019188,81,10.7,4.1,4.1
E00019189,75.9,9.2,6.4,8.5
E00019190,76.9,13.9,0.9,8.3
E00019191,77.2,12.6,5.5,4.7
E00019192,78.1,11.5,3.1,7.3
E00019197,83.3,6.8,3.8,6.1
E00019198,88.9,3.4,3.4,4.3
E00019199,80,8.5,1.5,10
E00019200,82.4,7.6,5.9,4.2
E00019201,88.3,6.7,3.3,1.7
E00019202,79.3,10.3,2.6,7.8
E00019203,85.8,9.7,2.7,1.8
E00019204,77.9,7.4,3.3,11.5
E00019205,72.1,9.8,7.4,10.7
E00019206,88.7,6.8,0,4.5
E00019207,80.5,9.4,3.9,6.3
E00019208,80.7,5.9,2.5,10.9
E00019238,96.9,3.1,0,0
E00019239,89.3,8.1,0,2.7
E00019273,85.5,5.3,1.3,7.9
E00019274,86.1,6.6,1.6,5.7
E00019275,85,6.1,1.4,7.5
E00019276,90.5,4.4,0.6,4.4
