areacd,heating_type_3a-001,heating_type_3a-002
E00014738,1.9,98.1
E00014741,2.4,97.6
E00014742,3.3,96.7
E00014747,2.5,97.5
E00014748,2.2,97.8
E00014759,1.6,98.4
E00014764,0,100
E00014765,3.6,96.4
E00014767,2.2,97.8
E00014768,3.8,96.2
E00014769,0,100
E00014770,1.6,98.4
E00014771,3.4,96.6
E00014772,2.2,97.8
E00014773,0.8,99.2
E00014774,1.5,98.5
E00014775,2.7,97.3
E00014776,0.7,99.3
E00014777,2.1,97.9
E00014778,1.7,98.3
E00014779,0.8,99.2
E00014780,0,100
E00014781,0,100
E00014782,0.8,99.2
E00014783,0,100
E00014784,3.1,96.9
E00014785,0.7,99.3
E00014786,2.3,97.7
E00014787,0,100
E00014788,1.5,98.5
E00014789,2.3,97.7
E00014790,1,99
E00014791,0.7,99.3
E00014792,0.7,99.3
E00014794,0,100
E00014795,2.4,97.6
E00014796,0.8,99.2
E00014797,3.7,96.3
E00014798,0.6,99.4
E00014799,3.1,96.9
E00014859,0.8,99.2
E00014860,0.6,99.4
E00014865,5,95
E00014867,2.6,97.4
E00014868,3.1,96.9
E00014873,3.6,96.4
E00014874,0,100
E00014875,3.6,96.4
E00014876,1,99
E00014877,2.5,97.5
E00014878,2.5,97.5
E00014879,1.7,98.3
E00014880,0.9,99.1
E00014882,2.7,97.3
E00014883,0.8,99.2
E00014884,1.8,98.2
E00014885,5.4,94.6
E00014886,1.6,98.4
E00014887,0,100
E00014888,0,100
E00014889,0.8,99.2
E00014891,2.4,97.6
E00014892,0.8,99.2
E00014893,0,100
E00014896,0,100
E00014899,0.7,99.3
E00014900,0.8,99.2
E00014902,0,100
E00014903,0,100
E00014904,1.6,98.4
E00014906,7.4,92.6
E00014907,0.8,99.2
E00014908,1.7,98.3
E00014909,0.8,99.2
E00014911,1.7,98.3
E00014913,1.7,98.3
E00014914,0.8,99.2
E00014916,2.8,97.2
E00014917,0.7,99.3
E00014918,1.2,98.8
E00014919,2.3,97.7
E00014920,4.6,95.4
E00014921,1.3,98.7
E00014922,3.5,96.5
E00014923,1.6,98.4
E00014924,5.9,94.1
E00014926,2.1,97.9
E00014927,2.6,97.4
E00014928,3.2,96.8
E00014929,0,100
E00014930,3.9,96.1
E00014931,0.8,99.2
E00014932,0,100
E00014933,1.5,98.5
E00014934,1.7,98.3
E00014935,2.7,97.3
E00014936,1.5,98.5
E00014937,1.3,98.7
E00014939,0,100
E00014940,0.8,99.2
E00014942,1.2,98.8
E00014948,1.7,98.3
E00014950,0.9,99.1
E00014951,4.1,95.9
E00014952,0.9,99.1
E00014953,0.9,99.1
E00014955,8.8,91.2
E00014956,0.9,99.1
E00014957,1.3,98.7
E00014958,4.4,95.6
E00014959,2.2,97.8
E00014960,2,98
E00014961,0.8,99.2
E00014962,5.9,94.1
E00014963,1.7,98.3
E00014964,1.7,98.3
E00014965,0,100
E00014966,6,94
E00014967,1.5,98.5
E00014968,1.9,98.1
E00014969,4.2,95.8
E00014970,3.8,96.2
E00014971,0.6,99.4
E00014972,0,100
E00014973,0,100
E00014974,0,100
E00014975,2.9,97.1
E00014976,0.7,99.3
E00014977,2,98
E00014978,2.1,97.9
E00014979,3.5,96.5
E00015037,3.3,96.7
E00015038,0,100
E00015043,1.3,98.7
E00015046,0,100
E00015069,0,100
E00015138,0.9,99.1
E00015139,3.9,96.1
E00015140,0.7,99.3
E00015141,0,100
E00015142,0.8,99.2
E00015143,2.5,97.5
E00015144,0,100
