areacd,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00014738,23.6,10.6,3.9,56.2,5.7
E00014741,26,4,6.8,53.6,9.6
E00014742,26,2.4,7,54.6,9.9
E00014747,34.4,0.9,1.2,57.4,6.1
E00014748,10.9,3.3,8.5,68,9.3
E00014759,29.6,5.9,5.9,48.8,9.9
E00014764,19.2,3.1,4.5,64.3,8.9
E00014765,23.7,0.8,3.5,66.8,5.1
E00014767,21.8,4.6,8.6,53.2,11.7
E00014768,20.4,0.3,4.3,69.4,5.6
E00014769,6.7,1.2,7,84.1,0.9
E00014770,20.9,4.1,4.4,66.6,4.1
E00014771,11.8,2,8.7,71.5,5.9
E00014772,24.1,7,5.1,61,2.9
E00014773,4.4,1.2,8.1,84.9,1.5
E00014774,6.5,0,5,85,3.4
E00014775,13.4,3.6,4.1,74.9,4.1
E00014776,12.5,0,7.1,77,3.3
E00014777,23.8,3.7,2,66.7,3.7
E00014778,7.6,0,4.8,86.3,1.3
E00014779,6.4,1.1,7,83,2.5
E00014780,15.8,1.5,10.1,68.1,4.5
E00014781,7.7,8.7,2.3,77.9,3.3
E00014782,18.9,1.5,7,71.5,1.1
E00014783,7.7,0,5,86.5,0.8
E00014784,13.4,0.3,7.8,70.9,7.5
E00014785,6.4,1,6.4,84.8,1.4
E00014786,17.3,0,2.7,78.1,1.9
E00014787,10.5,2.6,5.4,76.1,5.4
E00014788,13,2.4,5.7,75.9,3
E00014789,8.4,3.8,5.2,79.5,3.2
E00014790,23.4,6.2,9.2,54.9,6.2
E00014791,4.2,0.8,7,86.2,1.8
E00014792,13.9,0.8,7.1,76.1,2.1
E00014794,7,0,4.6,87.2,1.2
E00014795,15.8,2.1,6.7,72.5,2.8
E00014796,10.2,0,7.6,80.1,2.1
E00014797,19.5,3.7,4.6,70.4,1.8
E00014798,18.7,3.2,7.1,66,4.9
E00014799,8.7,2.9,4.4,82.2,1.7
E00014859,14.9,2.3,5.1,59.1,18.6
E00014860,30.6,5.2,3.1,46.2,14.9
E00014865,23.7,2.1,12.5,51.6,10.1
E00014867,31,7.3,2.7,46,13
E00014868,24.8,4.1,6.4,57.9,6.8
E00014873,21.1,6.9,8.3,53.8,9.9
E00014874,13,2.1,3.3,72.1,9.4
E00014875,31.5,1.4,4.5,54.2,8.4
E00014876,20.7,0,5.2,65.3,8.9
E00014877,30.4,1.9,2.2,55,10.5
E00014878,22.7,4,6.5,58.1,8.7
E00014879,9.1,0,5.2,80.5,5.2
E00014880,18.6,15.4,7.2,39.6,19.2
E00014882,13.8,1.1,3.7,75.7,5.6
E00014883,27.3,14.1,6.5,46.8,5.4
E00014884,9.4,0,5.2,73.5,11.9
E00014885,25,2.4,6,50.9,15.7
E00014886,26.8,2.9,9.4,54.3,6.5
E00014887,26.2,3.1,4.4,59.2,7.1
E00014888,27.2,0.8,7.1,57.8,7.1
E00014889,28.6,3.4,5.5,55.1,7.3
E00014891,30.3,1.5,2.6,54.4,11.3
E00014892,14.2,0,7.7,74.3,3.8
E00014893,34,3.7,4.5,50.4,7.4
E00014896,9,0,7.1,80,3.9
E00014899,17.1,3.1,3.8,74.2,1.8
E00014900,33.9,0.9,7.4,51.6,6.2
E00014902,25.2,0,2.8,62.9,9.1
E00014903,22.6,1.6,6.9,61.1,7.8
E00014904,38.6,1.6,1.3,49.5,9
E00014906,28.4,10.1,6,49.5,6
E00014907,21.4,0.5,7.9,63.2,6.9
E00014908,25.6,0.9,8.6,59.1,5.8
E00014909,34.3,3.2,6.1,51.5,4.9
