areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00092585,17,35.7,29.5,17.9
E00092586,1.7,35.3,43.7,19.3
E00092587,1.4,22.5,46.5,29.6
E00092588,8,27.6,40.2,24.1
E00092589,4.7,34.9,29.5,31
E00092590,6.3,32.1,35.8,25.8
E00092591,0,36.2,40.6,23.2
E00092592,3.1,33.3,53.1,10.4
E00092593,12.1,40.9,32.6,14.4
E00092594,22.4,52.8,20,4.8
E00092596,13.2,52.8,29.2,4.7
E00092597,12.6,45.7,31.8,9.9
E00092598,12.1,49.2,29.8,8.9
E00092600,2.9,29,29,39.1
E00092601,1.2,31,40.5,27.4
E00092673,9,23.1,29.5,38.5
E00092682,9.2,47.9,30.3,12.6
E00092690,0.9,28.7,45.4,25
E00092691,7.6,30.4,40.2,21.7
E00092693,4.2,37.1,36.5,22.2
E00092694,7.2,42.4,32.4,18
E00092695,5.9,36.1,43.2,14.8
E00093064,0,25.3,52,22.7
E00093066,7.7,23.1,42.3,26.9
E00093067,7.1,28.3,40.7,23.9
E00093068,1.6,30.7,34.6,33.1
E00093069,4.8,32.7,36.5,26
E00093070,2.8,38,35.9,23.2
E00093090,6.9,36.6,42.1,14.5
E00093091,9.5,48.1,32.3,10.1
E00093092,11,47.4,32.4,9.2
E00093093,3.9,48,30.7,17.3
E00093094,5.1,28.7,39.7,26.5
E00093095,8.2,41.4,40.6,9.8
E00093096,11.1,31.7,36.5,20.6
E00093097,2.4,31.9,41.6,24.1
E00093098,5.7,33,37.1,24.2
E00093099,4.6,30.1,45.8,19.6
E00093100,3.4,38,34.6,23.9
E00093101,4,27.3,46,22.7
E00093102,26.7,49.1,18.6,5.6
E00093103,29.5,45.7,18.6,6.2
E00093104,22.7,56,17.7,3.5
E00093105,44.9,41.7,9.4,3.9
E00093106,36.2,49.3,13.2,1.3
E00093107,44.8,41,11.9,2.2
E00093108,18.1,47,31.5,3.4
E00093109,61.9,31,6.2,0.9
