areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00092585,42.9,22.3,33.9,0.9,0
E00092586,58.5,27.1,11.9,2.5,0
E00092587,60.6,33.8,5.6,0,0
E00092588,61.4,23.9,11.4,3.4,0
E00092589,58.1,26.4,14.7,0.8,0
E00092590,57.1,30.7,9.5,2.6,0
E00092591,52.2,34.8,13,0,0
E00092592,57.9,35.8,5.3,1.1,0
E00092593,51.5,33.8,13.1,0.8,0.8
E00092594,33.6,31.1,33.6,1.6,0
E00092596,26.4,48.1,18.9,6.6,0
E00092597,56.6,27.6,13.2,2.6,0
E00092598,56.8,30.4,11.2,1.6,0
E00092600,50,36.8,11.8,1.5,0
E00092601,59,28.9,8.4,3.6,0
E00092673,67.5,26,6.5,0,0
E00092682,64.2,27.5,7.5,0.8,0
E00092690,65.7,29.6,2.8,1.9,0
E00092691,58.7,34.8,6.5,0,0
E00092693,60,28.5,10.3,1.2,0
E00092694,47.6,37.1,13.3,2.1,0
E00092695,60.8,28.7,8.2,2.3,0
E00093064,62.2,32.4,4.1,1.4,0
E00093066,56.3,32.5,10,1.3,0
E00093067,61.9,29.2,6.2,2.7,0
E00093068,62.4,28,9.6,0,0
E00093069,51,34.6,12.5,1.9,0
E00093070,64.8,26.8,8.5,0,0
E00093090,43.5,42.2,13.6,0.7,0
E00093091,56.6,31.4,11.9,0,0
E00093092,55.5,37.6,6.9,0,0
E00093093,54.3,37.8,7.9,0,0
E00093094,56.9,29.2,13.9,0,0
E00093095,56.1,31.6,10.7,1.6,0
E00093096,47.5,37.7,9.8,4.9,0
E00093097,55.5,32.9,9.1,2.4,0
E00093098,54.2,31.6,13.7,0.5,0
E00093099,57.4,31.1,10.8,0.7,0
E00093100,62.6,28.2,8.3,1,0
E00093101,57.6,35,7.3,0,0
E00093102,44.2,33.1,16,6.7,0
E00093103,37.2,31.8,26.4,4.7,0
E00093104,56,27,11.3,5.7,0
E00093105,35.2,31.3,26.6,6.3,0.8
E00093106,33.1,29.8,19.9,13.9,3.3
E00093107,28.1,28.9,26.7,14.8,1.5
E00093108,57.7,34.2,7.4,0.7,0
E00093109,19.6,42.9,30.4,7.1,0
E00093110,54.9,33.6,11.5,0,0
E00093111,40.5,31.5,16.2,11.7,0
E00093113,45.8,32.1,18.3,3.8,0
E00093115,27,39.5,25.7,7.9,0
E00093116,44.9,34.8,18.8,1.4,0
E00093117,50.7,37.3,9.7,2.2,0
E00093118,38.1,32.2,22,7.6,0
E00093119,37.4,35,21.1,6.5,0
E00093120,35.5,37.1,23.4,4,0
E00093121,50.6,35.9,10.3,3.2,0
E00093122,52.5,30.8,11.7,5,0
E00093123,45.5,45.5,9.1,0,0
E00093124,50.7,30.9,13.2,5.1,0
E00093125,60.8,28.3,10.8,0,0
E00093126,48.8,35,15.4,0.8,0
E00093127,59.6,29.8,9.6,0.9,0
E00093128,59.7,31.9,7.6,0.8,0
E00093129,62.4,32.5,3.4,1.7,0
E00093130,56.3,39.3,4.5,0,0
E00093131,66.4,28.6,5,0,0
E00093132,57.6,33.5,7.1,1.8,0
E00093134,51.6,34.6,12.8,1.1,0
E00093135,62.1,31,6,0.9,0
E00093137,52.3,32,13.1,2.6,0
E00093138,63.2,35.3,1.5,0,0
E00093140,65,27.6,5.7,1.6,0
E00093141,65,22.8,9.8,2.4,0
E00093218,58.6,37,3.9,0.6,0
E00093225,62.8,28.7,8.5,0,0
E00093231,65.1,27.5,6.4,0.9,0
E00093232,60.7,29.5,9.8,0,0
E00093234,57,35.6,6.7,0.7,0
E00093254,65.2,28.4,6.4,0,0
E00093262,64.7,25.2,10.1,0,0
E00093263,47.6,30.2,20.6,1.6,0
E00093264,52.3,34.2,10.8,2.7,0
E00093265,71.2,20.5,8.2,0,0
E00093266,56,32,10,2,0
E00093267,71.2,22,6.8,0,0
E00093268,64.2,27.2,7.4,1.2,0
E00093269,65.1,23.3,9.3,2.3,0
E00093270,58.9,29.7,8.9,2.5,0
E00093271,40.7,38.2,18.7,2.4,0
E00093272,31.2,39.1,19.6,8.7,1.4
E00093274,49.3,33.6,13.6,3.6,0
E00093275,46.6,32.8,11.5,9.2,0
E00093276,31.3,33,24.1,9.8,1.8
E00093277,34.4,38.3,21.4,5.8,0
E00093278,45.2,40,13.3,1.5,0
E00093279,38,28.9,29.8,3.3,0
E00093280,31,50,16.4,2.6,0
E00093281,29.2,39.2,21.5,10,0
E00093282,33.1,38,20.7,8.3,0
E00093283,31.3,26.8,31.3,9.8,0.9
E00093284,35.7,38.9,17.5,7.9,0
E00093285,42.3,38.7,15.3,3.6,0
E00093286,42.1,37.7,16.7,3.5,0
E00093287,42.1,31.4,20.7,5.8,0
E00093288,26.4,36.4,30.6,5.8,0.8
E00093289,48.3,37.6,12.1,2,0
E00093290,53.3,34.8,11.1,0.7,0
E00093310,57.7,31,10.1,1.2,0
E00093312,44.1,42.5,12.6,0.8,0
E00093313,60.2,36.1,3.8,0,0
E00093314,60.4,32.1,7.5,0,0
E00093315,52.7,36.4,10.9,0,0
E00093316,59.2,30.8,10,0,0
E00093317,45.3,43.8,10.9,0,0
E00093318,58.3,33.3,8.3,0,0
E00093319,58.5,32.5,8.1,0.8,0
E00093320,55.6,34.4,9.9,0,0
E00093321,55.5,35.2,8.6,0.8,0
E00093322,64.8,28.8,6,0.4,0
E00093338,46.8,37.1,11.3,4.8,0
E00093340,44.4,34.7,13.9,6.3,0.7
E00093343,27.4,31.5,29.5,11,0.7
E00093348,54.8,38.4,4.8,2.1,0
E00093349,31.6,32.6,27.4,8.4,0
E00093369,53.3,37,9.6,0,0
E00093370,62,28.6,9.4,0,0
E00093371,54.4,33.2,11.4,1,0
E00093372,53.6,37.1,8.6,0.7,0
E00093373,40.5,34.1,19,6.3,0
