geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00095136,55.1,31.5,11.2,2.2,0
E00095154,43,47.9,8.5,0.6,0
E00095155,42.6,40.6,14.9,2,0
E00095157,57.1,31,10.7,1.2,0
E00095169,53.7,40.3,4.5,1.5,0
E00095171,58.8,30.1,11.1,0,0
E00096201,43.5,42,12.2,1.5,0.8
E00096202,46.2,42.1,8.8,2.3,0.6
E00096203,27,42.3,24.3,6.3,0
E00096204,51.1,38.2,10.7,0,0
E00096205,47.7,39.6,11.7,0.9,0
E00096206,41.9,43.5,10.2,4.3,0
E00096207,35.4,42.4,15.2,7.1,0
E00096208,45.7,40.7,12.3,1.2,0
E00096209,48.6,41.4,8.1,1.8,0
E00096210,53.4,35.9,9.2,1.5,0
E00096211,40.2,35.3,20.6,2.9,1
E00096212,50,40.4,9.6,0,0
E00096213,52.6,36.4,9.1,1.9,0
E00096352,61.3,31.5,5.6,1.6,0
