geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00095136,75.9,3.6,20.6
E00095154,79.8,2.3,17.9
E00095155,81.5,0.5,18
E00095157,82.4,4.8,12.9
E00095169,84.5,2.2,13.3
E00095171,84.2,1.2,14.6
E00096201,81.6,5.7,12.7
E00096202,79.8,0.5,19.7
E00096203,69.8,6,24.2
E00096204,86,1,12.9
E00096205,83.1,3.2,13.7
E00096206,81.1,1.6,17.3
E00096207,80.4,0.5,19
E00096208,84.6,0.7,14.7
E00096209,84,1.6,14.5
E00096210,82.4,1.1,16.5
E00096211,76,2.4,21.6
E00096212,79.6,1.2,19.2
E00096213,85.4,1.2,13.4
E00096352,86.8,0.3,12.8
