geography_code,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00012149,42.4,57.6
E00012150,45.3,54.7
E00012151,49.7,50.3
E00012152,46.2,53.8
E00012153,49.8,50.2
E00012154,37.1,62.9
E00012155,53.2,46.8
E00012156,38.9,61.1
E00012157,25.7,74.3
E00012158,43.5,56.5
E00012159,43.5,56.5
E00012160,44.1,55.9
E00012161,28.6,71.4
E00012162,40.5,59.5
E00012163,33.1,66.9
E00012164,45.9,54.1
E00012165,41,59
E00012166,59.9,40.1
E00012167,54.2,45.8
E00012168,34,66
E00012169,47.4,52.6
E00012170,35.1,64.9
E00012171,43.1,56.9
E00012172,41.2,58.8
E00012173,48.2,51.8
E00012245,57.6,42.4
E00012246,59.5,40.5
E00012247,67.9,32.1
E00012248,59.7,40.3
E00012249,59.4,40.6
E00012250,63.5,36.5
E00012251,62.9,37.1
E00012253,59.6,40.4
E00012254,27.4,72.6
E00012255,51.9,48.1
E00012257,61.1,38.9
E00012261,59.4,40.6
E00012311,52.7,47.3
E00012315,60.3,39.7
E00012329,70.2,29.8
E00012336,50.6,49.4
E00012337,47.1,52.9
E00012609,48.3,51.7
E00012610,41,59
E00012618,58.9,41.1
E00012622,49.5,50.5
E00012624,44.9,55.1
E00012627,24.1,75.9
E00012628,36.2,63.8
E00012630,55.7,44.3
E00089864,26.1,73.9
E00089865,41.9,58.1
E00089866,49.8,50.2
E00089867,47.9,52.1
E00089868,52.4,47.6
E00089869,24.8,75.2
E00089870,57.9,42.1
E00089871,39.2,60.8
E00089872,40.3,59.7
E00089875,39.9,60.1
E00089876,57.9,42.1
E00089877,60.5,39.5
E00089878,49.6,50.4
E00089879,41.7,58.3
E00089882,58.6,41.4
E00089883,57.4,42.6
E00089905,58.6,41.4
E00121041,39.5,60.5
E00178360,62.2,37.8
E00178429,45.3,54.7
E00178439,27.8,72.2
E00184487,46.9,53.1
