geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00012149,10.5,46.8,28.2,14.5
E00012150,22.7,35.9,32.8,8.6
E00012151,11.2,34.2,32.9,21.7
E00012152,13.7,34.3,34.3,17.7
E00012153,15.2,44,30.4,10.4
E00012154,16.2,48.5,26.9,8.5
E00012155,4.5,27.3,43.9,24.2
E00012156,20.3,41.3,28.3,10.1
E00012157,33,53.2,11,2.8
E00012158,17.5,45.2,31,6.3
E00012159,28.9,35.1,23.7,12.3
E00012160,12.8,43.2,28.8,15.2
E00012161,16.9,54.6,21.5,6.9
E00012162,12.5,49.2,32,6.3
E00012163,17.2,42.5,29.1,11.2
E00012164,13.4,27.6,39.4,19.7
E00012165,13.8,49.3,27.5,9.4
E00012166,6,30.2,44,19.8
E00012167,5.6,37.3,45.3,11.8
E00012168,33.1,36.4,22,8.5
E00012169,11.8,36.4,34.5,17.3
E00012170,22.5,37.5,25.8,14.2
E00012171,14.1,34.4,37.5,14.1
E00012172,20.9,36.5,39.1,3.5
E00012173,6.5,41.9,33.1,18.5
E00012245,5.9,33.1,44.1,16.9
E00012246,8.1,36.6,39.8,15.4
E00012247,3.1,40.8,35.4,20.8
E00012248,7.8,43.5,25.2,23.5
E00012249,10.1,44.2,34.9,10.9
E00012250,9.9,47.5,34,8.5
E00012251,6.2,39.5,38.8,15.5
E00012253,7.9,41.4,37.9,12.9
E00012254,36.1,51.6,8.2,4.1
E00012255,8.3,45.5,35.3,10.9
E00012257,9,38.8,35.1,17.2
E00012261,6.3,33.3,36.8,23.6
E00012311,22.8,34.6,34.6,7.9
E00012315,13.5,45.4,31.9,9.2
E00012329,9.9,20.6,45.8,23.7
E00012336,27.3,51.6,19.5,1.6
E00012337,28,50.5,17.8,3.7
E00012609,18.8,45.3,28.2,7.7
E00012610,20.7,52.1,23.1,4.1
E00012618,17.1,38.8,32.2,11.8
E00012622,7.1,57.1,26.8,8.9
E00012624,14.5,38.7,31.5,15.3
E00012627,21.9,45.7,21.9,10.5
E00012628,8.2,58.2,29.1,4.5
E00012630,7.2,36.8,41.6,14.4
E00089864,30.8,53.8,12.2,3.2
E00089865,17.1,38,31,14
E00089866,15.7,47.9,26.4,10
E00089867,10.9,41.2,32.8,15.1
E00089868,7.5,32.5,37.5,22.5
E00089869,26.4,48.6,19.6,5.4
E00089870,8.8,30.4,37.6,23.2
E00089871,6.6,51.6,26.2,15.6
E00089872,24.6,50.3,18.1,7
E00089875,13.6,46.2,29.5,10.6
E00089876,6.3,30.2,41.3,22.2
E00089877,2.6,35.9,36.8,24.8
E00089878,7.9,29.8,43.9,18.4
E00089879,13.8,37.6,31.2,17.4
E00089882,5,24.2,43.3,27.5
E00089883,5.3,33.6,35.4,25.7
E00089905,3.9,18.1,47.2,30.7
E00121041,5,45,33.3,16.7
E00178360,3.1,40,50.8,6.2
E00178429,43.2,50,6.4,0.5
E00178439,19.4,57.6,21.5,1.4
E00184487,44.4,39.8,13,2.8
