geography_code,in_full_time_education-001,in_full_time_education-002
E00012149,25.2,74.8
E00012150,15.7,84.3
E00012151,17.6,82.4
E00012152,14.9,85.1
E00012153,21.8,78.2
E00012154,16.7,83.3
E00012155,15.8,84.2
E00012156,17.5,82.5
E00012157,17.5,82.5
E00012158,16,84
E00012159,11.9,88.1
E00012160,19.1,80.9
E00012161,16.9,83.1
E00012162,21.3,78.7
E00012163,16.7,83.3
E00012164,20.4,79.6
E00012165,17.9,82.1
E00012166,13.3,86.7
E00012167,16.6,83.4
E00012168,10.6,89.4
E00012169,25.9,74.1
E00012170,15,85
E00012171,22.7,77.3
E00012172,21.3,78.7
E00012173,14.8,85.2
E00012245,23.2,76.8
E00012246,17.4,82.6
E00012247,19.3,80.7
E00012248,22.6,77.4
E00012249,16.6,83.4
E00012250,19.3,80.7
E00012251,23.4,76.6
E00012253,15.5,84.5
E00012254,10.1,89.9
E00012255,17.3,82.7
E00012257,17.7,82.3
E00012261,16.7,83.3
E00012311,13.7,86.3
E00012315,16,84
E00012329,18.3,81.7
E00012336,12.1,87.9
E00012337,19,81
E00012609,12.3,87.7
E00012610,18.9,81.1
E00012618,16.6,83.4
E00012622,17.1,82.9
E00012624,16.2,83.8
E00012627,22.2,77.8
E00012628,15.4,84.6
E00012630,23.7,76.3
E00089864,11,89
E00089865,17.9,82.1
E00089866,13.1,86.9
E00089867,17.1,82.9
E00089868,13.9,86.1
E00089869,21.6,78.4
E00089870,12.2,87.8
E00089871,7.8,92.2
E00089872,14.2,85.8
E00089875,14.2,85.8
E00089876,18,82
E00089877,11.7,88.3
E00089878,18,82
E00089879,20.5,79.5
E00089882,14.1,85.9
E00089883,12.8,87.2
E00089905,22.6,77.4
E00121041,19.4,80.6
E00178360,18.4,81.6
E00178429,0,100
E00178439,18.9,81.1
E00184487,10.6,89.4
