areacd,in_full_time_education-001,in_full_time_education-002
E00088773,15.6,84.4
E00088775,11.4,88.6
E00118604,15.6,84.4
E00118605,18.2,81.8
E00118607,10.2,89.8
E00118610,16.4,83.6
E00118611,19.3,80.7
E00118612,21.1,78.9
E00118613,15.3,84.7
E00118614,18,82
E00118615,25,75
E00118616,16.8,83.2
E00118618,18.7,81.3
E00118619,21.7,78.3
E00118620,21.9,78.1
E00118621,20.9,79.1
E00118622,17.3,82.7
E00118623,12.7,87.3
E00118624,18.1,81.9
E00118625,27.7,72.3
E00118626,22.6,77.4
E00118627,18.7,81.3
E00118628,23.6,76.4
E00118629,22.4,77.6
E00118630,22.9,77.1
E00118631,23.4,76.6
E00118632,23.6,76.4
E00118633,25.2,74.8
E00118634,19.3,80.7
E00118635,17.6,82.4
E00118636,23.2,76.8
E00118637,16.4,83.6
E00118646,16.5,83.5
E00118647,14.2,85.8
E00118650,18.6,81.4
E00118651,9,91
E00118653,17.9,82.1
E00118654,14.8,85.2
E00118655,15.8,84.2
E00118661,17.6,82.4
E00118663,17.2,82.8
E00118665,21,79
E00118666,18.7,81.3
E00118667,25.7,74.3
E00118668,25,75
E00118669,28.1,71.9
E00118670,17.6,82.4
E00118671,27.5,72.5
E00118672,23,77
E00118673,25,75
E00118674,24.1,75.9
E00118675,26.1,73.9
E00118676,28.3,71.7
E00118677,23.6,76.4
E00118678,22.8,77.2
E00118679,20.3,79.7
E00118680,27.3,72.8
E00118681,21.4,78.6
E00118682,18.1,81.9
E00118683,23.5,76.5
E00118684,22.3,77.7
E00118739,19.6,80.4
E00118740,14.3,85.7
E00118741,18.1,81.9
E00118742,19.4,80.6
E00118743,20.9,79.1
E00118766,19.6,80.4
E00118767,21.5,78.5
E00118768,15.5,84.5
E00118769,9.9,90.1
E00118770,15.5,84.5
E00118771,25.1,74.9
E00118772,16,84
E00118773,14,86
E00118774,16,84
E00118775,17.3,82.7
E00118776,25.1,74.9
E00118777,22.1,77.9
E00118778,24.9,75.1
E00118779,18.8,81.2
E00118780,17.1,82.9
E00118781,14.1,85.9
E00118782,14.6,85.4
E00118783,16.3,83.7
E00118784,19.6,80.4
E00118785,16.6,83.4
E00118786,17.1,82.9
E00118787,13,87
E00118788,18.2,81.8
E00118789,25.9,74.1
E00118790,17.9,82.1
E00118791,17.3,82.7
E00118792,22.5,77.5
E00118793,20.8,79.2
E00118794,21.6,78.4
E00118795,16.4,83.6
E00118796,21.1,78.9
E00118797,17.8,82.2
E00118798,13.5,86.5
E00118799,22,78
E00118800,21.9,78.1
E00118801,15.6,84.4
E00118802,18.9,81.1
E00118803,21.2,78.8
E00118804,23.1,76.9
E00118805,20.6,79.4
E00118806,19.8,80.2
E00118807,17.3,82.7
E00118808,20.7,79.3
E00118809,16.8,83.2
E00118810,15.3,84.7
E00118811,15.2,84.8
E00118812,17.3,82.7
E00118813,13.4,86.6
E00118814,15.2,84.8
E00118815,20.2,79.8
E00118816,17.7,82.3
E00118817,25.2,74.8
E00118818,9.7,90.3
E00118819,19.1,80.9
E00118820,22.9,77.1
E00118821,23.4,76.6
E00118822,21.8,78.2
E00118823,19.3,80.7
E00118824,20.2,79.8
E00118825,21.7,78.3
E00118826,21.5,78.5
E00118827,25.6,74.4
E00118828,19.3,80.7
