areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00088773,5.4,15.4,50,29.2
E00088775,4.3,16.4,23.3,56
E00118604,9.5,8,49.6,32.8
E00118605,24.1,28.5,29.9,17.5
E00118607,36,49.1,14,0.9
E00118610,1.6,23.4,44.5,30.5
E00118611,7.5,3.3,61.7,27.5
E00118612,18.9,42.5,18.9,19.7
E00118613,0.8,2.5,43.4,53.3
E00118614,5.5,15.6,37.5,41.4
E00118615,12.3,56.9,10,20.8
E00118616,36.8,25.7,30.6,6.9
E00118618,3.6,30.4,35.7,30.4
E00118619,25.7,11.8,55.6,6.9
E00118620,10.8,55.4,31.2,2.5
E00118621,0,8.8,78.1,13.1
E00118622,0,33.3,52.4,14.3
E00118623,28.2,19.1,39.7,13
E00118624,39.7,14,37.5,8.8
E00118625,0.7,28.4,52.5,18.4
E00118626,1.4,21,57.3,20.3
E00118627,2,26.5,58.3,13.2
E00118628,2.8,25.7,59.7,11.8
E00118629,6.5,43.8,43.1,6.5
E00118630,5,26.4,58.7,9.9
E00118631,3.3,18.7,57.7,20.3
E00118632,26.4,47.1,15.7,10.7
E00118633,3.1,18.9,62.2,15.7
E00118634,2.1,14.6,47.2,36.1
E00118635,12.4,11.8,55.3,20.5
E00118636,10.3,32.8,48.3,8.6
E00118637,43,35.2,17.2,4.7
E00118646,3.5,18.6,42.2,35.7
E00118647,28.5,38.4,25.6,7.6
E00118650,2.2,22.2,42.2,33.3
E00118651,18.8,40,25.3,15.9
E00118653,2.9,20.1,43.9,33.1
E00118654,28.6,27.8,35.1,8.5
E00118655,31.8,43.5,20.8,3.9
E00118661,5.8,13.5,19.2,61.5
E00118663,10.8,23.4,43.7,22.2
E00118665,6.2,7.7,30.8,55.4
E00118666,0,3,15.9,81.1
E00118667,1.6,6.5,71.5,20.3
E00118668,11.2,20.9,43.3,24.6
E00118669,3,23.7,48.1,25.2
E00118670,42.1,27.8,21.8,8.3
E00118671,8.8,21.9,58.4,10.9
E00118672,0,18.5,47.9,33.6
E00118673,5.2,13.8,68.1,12.9
E00118674,15.4,14.6,48.8,21.1
E00118675,3.7,22.1,50,24.3
E00118676,3.1,3.1,57,36.7
E00118677,12.8,32.6,46.8,7.8
E00118678,3.9,34.6,52,9.4
E00118679,4,14.7,60.7,20.7
E00118680,0,17.1,72.1,10.7
E00118681,10.9,24.5,40.8,23.8
E00118682,13.5,18.3,50.8,17.5
E00118683,9,33.6,45.5,11.9
E00118684,25.2,22.3,40.3,12.2
E00118739,3.1,3.9,7,86
E00118740,4.7,26.4,31.8,37.2
E00118741,0,12,8.3,79.7
E00118742,0,4,6.5,89.5
E00118743,2.9,6.6,11.8,78.7
E00118766,2.6,30.8,34.2,32.5
E00118767,0.7,22.7,35.5,41.1
E00118768,2.2,26.8,60.1,10.9
E00118769,8.5,71.3,12.4,7.8
E00118770,3.8,29.2,56.2,10.8
E00118771,0.8,2.5,62.7,33.9
E00118772,1.4,8.3,9.7,80.6
E00118773,0.7,4.4,18.2,76.6
E00118774,10.1,34.5,32.4,23
E00118775,31.2,31.2,24,13.6
E00118776,8.6,10.8,43.2,37.4
E00118777,4.6,29.8,29.8,35.8
E00118778,0,3,17,80
E00118779,11.4,39.8,30.1,18.7
E00118780,29.5,30.8,35.6,4.1
E00118781,2.8,25.4,51.4,20.4
E00118782,30.1,21.6,28.8,19.6
E00118783,2.3,10.2,31.3,56.3
E00118784,8.7,15.1,62.7,13.5
E00118785,0.9,1.9,21.3,75.9
E00118786,11.3,15,60.2,13.5
E00118787,41.8,11.9,29.9,16.4
E00118788,7.6,22.9,61.8,7.6
E00118789,1.6,25.2,60.2,13
E00118790,9,12,44.4,34.6
E00118791,0,2.2,43.4,54.4
E00118792,1.5,45.9,46.7,5.9
E00118793,8.6,16.4,58.6,16.4
E00118794,0,6.9,74,19.1
E00118795,0.8,15.1,61.1,23
E00118796,0,9.2,71.8,19
E00118797,15.2,39.2,36,9.6
E00118798,38,32.2,18.2,11.6
E00118799,4.2,53.4,33.9,8.5
E00118800,6.2,33.1,44.6,16.2
E00118801,7.4,43.7,45.9,3
E00118802,3.8,38.2,47.3,10.7
E00118803,2.2,13.3,60.7,23.7
E00118804,21,33.6,41.2,4.2
E00118805,5,2.5,73.6,19
E00118806,6.5,10.1,75.1,8.3
E00118807,9.2,36.9,38.3,15.6
E00118808,7,31.8,54.3,7
E00118809,0,8.6,41,50.4
E00118810,24.8,26.8,32.5,15.9
E00118811,5.6,18.3,37.3,38.9
E00118812,2.3,7,50,40.6
E00118813,39.3,41,14.5,5.1
E00118814,0,28.9,44.4,26.7
E00118815,8.5,44.1,37.3,10.2
E00118816,20.9,35.1,37.2,6.8
E00118817,0.8,5.8,77.5,15.8
E00118818,0.8,15.2,46.2,37.9
E00118819,7.5,32.3,51.9,8.3
E00118820,14.5,27.7,10.8,47
E00118821,3.9,41.4,48.4,6.3
E00118822,25.4,21.9,45.6,7
E00118823,2.4,36.8,51.2,9.6
E00118824,17.2,19.7,61.5,1.6
E00118825,1.6,15.6,64.8,18
E00118826,15,18,59.4,7.5
E00118827,8.9,25.8,50,15.3
E00118828,15,25.2,54.3,5.5
E00118829,3.1,22.7,70.3,3.9
E00118830,15.1,27.8,40.5,16.7
E00118831,6.3,30.5,24.2,39.1
E00118832,3.8,39.7,44.3,12.2
E00118833,0.7,20,68.9,10.4
E00118834,17.6,10.8,58.8,12.7
E00118835,36.8,27.2,34.4,1.6
E00118836,2.8,31.9,53.2,12.1
E00118837,31.6,9,41.4,18
E00118838,10,2.1,69.3,18.6
E00118839,5,9.9,71.1,14
E00118840,4.9,22.5,67.6,4.9
E00118841,67.9,29.3,1.4,1.4
E00118842,73,20.4,6.6,0
E00118843,10.2,15.7,50.9,23.1
E00118844,34,25.2,29.1,11.7
E00118845,0.7,8.6,85.6,5
E00118846,1,2,48,49
E00118847,4.1,8.8,68,19
E00118848,0.8,25.2,61.8,12.2
E00118849,55.4,15.1,28.8,0.7
E00118850,22.8,11.7,49,16.6
E00118851,28.5,4.4,55.5,11.7
E00118852,0,20.4,75.2,4.4
E00118853,2.3,2.3,30.3,65.2
E00118854,3.2,9.6,84.8,2.4
E00118855,7.6,9,65.3,18.1
E00118856,1.7,18.6,77.1,2.5
E00118857,4.1,3.3,50,42.6
E00118858,6.3,11.1,66.7,15.9
E00118859,41.6,32.5,13.6,12.3
E00118860,18.7,11,26.9,43.4
E00118861,5.8,34.8,41.3,18.1
E00118862,1.6,17.2,43,38.3
E00118865,3.8,21.9,40,34.3
E00118866,21.3,46.1,28.4,4.3
E00118867,58.1,16.9,18.4,6.6
E00118868,20.4,21.7,37.5,20.4
E00118869,27.5,41.7,22.5,8.3
E00118870,41.4,30.3,24.1,4.1
E00118871,25.9,37.6,24.7,11.8
E00118872,80.9,16.8,2.3,0
E00118873,68.6,14.4,13.6,3.4
E00118875,15.5,31.7,21.7,31.1
E00118876,0.8,48,44.9,6.3
E00118877,25.5,14.5,53.6,6.4
E00118878,28.5,12.5,51.4,7.6
E00118879,11.4,12.9,64.4,11.4
E00118880,5.8,9.4,68.1,16.7
E00118881,12.9,16.7,63.6,6.8
E00118882,23,18.6,49.6,8.8
E00118883,17.4,29.9,40.3,12.5
E00118884,24.4,19.1,45.8,10.7
E00118885,23.1,18.5,55.4,3.1
E00118886,28.9,37.2,30.6,3.3
E00118887,35.2,23.8,37.7,3.3
E00118888,4.2,21.7,52.5,21.7
E00118889,0,11.3,81.7,7
E00118890,38.3,13.3,41.4,7
E00118891,31.7,36,28.6,3.7
E00118892,0.8,51.9,42.7,4.6
E00118893,27.5,18.3,50.4,3.8
E00118894,13.5,61.5,22.3,2.7
E00118895,7.7,50.6,34.6,7.1
E00118896,37.7,22.3,23.1,16.9
E00118897,9.1,32.6,50,8.3
E00118898,17.6,14.8,60.6,7
E00118899,14.3,27,51.6,7.1
E00118913,11.7,6.7,25,56.7
