areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00088773,60.8,0.4,38.8
E00088775,53.4,1.7,44.9
E00118604,57.8,1.9,40.3
E00118605,71.7,4.7,23.6
E00118607,43.3,3.5,53.2
E00118610,69.8,1.5,28.7
E00118611,55,2.5,42.5
E00118612,67.3,4,28.7
E00118613,53,2,45
E00118614,59.3,2.1,38.6
E00118615,67.8,4.3,27.8
E00118616,52.8,0,47.2
E00118618,62.7,3.2,34.1
E00118619,58.5,2.8,38.7
E00118620,61.8,3.7,34.6
E00118621,67.3,2.3,30.4
E00118622,66.7,2,31.3
E00118623,58.2,3.7,38.1
E00118624,53.5,4.9,41.6
E00118625,63.2,3.1,33.6
E00118626,59.2,1,39.9
E00118627,67.5,2.5,30
E00118628,68.4,3.4,28.2
E00118629,71.8,3.8,24.4
E00118630,59.9,3.2,36.9
E00118631,62.4,3.3,34.3
E00118632,63.1,3.9,33
E00118633,60.5,5.2,34.3
E00118634,64.2,2.7,33.1
E00118635,62.5,2.8,34.7
E00118636,62.7,3.7,33.6
E00118637,50.2,2.9,46.8
E00118646,74.9,2.8,22.4
E00118647,67.4,3.2,29.5
E00118650,72.5,1.9,25.6
E00118651,77.5,1.3,21.2
E00118653,72.3,4.1,23.6
E00118654,77,2.1,20.9
E00118655,61.3,3.6,35.1
E00118661,43.3,1.9,54.8
E00118663,63.5,1.6,34.9
E00118665,60.1,1.4,38.5
E00118666,55,1.1,43.9
E00118667,69.3,2.6,28.1
E00118668,63.4,3.6,33
E00118669,60.6,4.1,35.3
E00118670,45,4.5,50.5
E00118671,61.1,5.8,33.1
E00118672,68.6,3.1,28.3
E00118673,63,2.4,34.6
E00118674,64.2,3.4,32.5
E00118675,66.8,5,28.2
E00118676,70,4,26.1
E00118677,69.6,4.1,26.3
E00118678,68.2,5.4,26.4
E00118679,69.2,1.9,29
E00118680,66.3,2.5,31.1
E00118681,66,5.4,28.5
E00118682,71.2,1.5,27.3
E00118683,63.9,5.1,31
E00118684,51.2,4.3,44.5
E00118739,53.1,0.3,46.6
E00118740,72.8,3.3,23.9
E00118741,49.5,1.8,48.7
E00118742,55.8,1.4,42.8
E00118743,60.3,2.3,37.4
E00118766,64.3,0.5,35.2
E00118767,68.1,2.2,29.7
E00118768,66.3,2.6,31.1
E00118769,55,3.8,41.1
E00118770,69.8,1.6,28.6
E00118771,70,0.4,29.6
E00118772,61.7,1.3,37
E00118773,53.3,1.8,44.9
E00118774,72.6,2.5,24.9
E00118775,66.3,2.4,31.3
E00118776,67.4,1.8,30.9
E00118777,65,2.5,32.5
E00118778,58.6,2.8,38.6
E00118779,64.8,3.4,31.8
E00118780,57.6,3.1,39.3
E00118781,67.3,2.2,30.5
E00118782,53.3,1.9,44.7
E00118783,59.1,2.3,38.5
E00118784,68.3,6.6,25.1
E00118785,66.4,2.1,31.5
E00118786,66.6,3,30.4
E00118787,42.7,2.8,54.5
E00118788,68,2.8,29.1
E00118789,59.1,4.5,36.4
E00118790,62.8,3.1,34.1
E00118791,58,1.3,40.7
E00118792,67.6,6.3,26.1
E00118793,66.1,2.8,31
E00118794,59.5,1.5,38.9
E00118795,66.3,1.2,32.5
E00118796,64,3.7,32.3
E00118797,71.7,2.7,25.6
E00118798,69.6,3.3,27.2
E00118799,63.9,4.2,31.9
E00118800,60.1,3.9,36
E00118801,61.6,4.3,34.1
E00118802,64,2.8,33.2
E00118803,66.1,0.4,33.6
E00118804,57.3,6.7,36
E00118805,67.5,2,30.5
E00118806,65.3,4.4,30.3
E00118807,65.4,5.2,29.4
E00118808,66.8,4.2,29
E00118809,60.1,3.7,36.2
E00118810,66.6,2.4,31.1
E00118811,66.7,2.6,30.7
E00118812,67.6,2.4,30
E00118813,69.9,4,26.1
E00118814,64,3.5,32.5
E00118815,67.7,4.3,28
E00118816,66.7,4,29.3
E00118817,55.5,2.6,41.9
E00118818,65.8,2.6,31.6
E00118819,70.2,5.9,23.9
E00118820,68.1,0.3,31.6
E00118821,71.3,2.4,26.3
E00118822,61.3,2.6,36.1
E00118823,66.7,4.2,29.1
E00118824,64.1,3.6,32.3
E00118825,69.2,2.3,28.5
E00118826,61,2.8,36.2
E00118827,66.8,3,30.2
E00118828,60.5,5.9,33.6
E00118829,71.3,2,26.8
