areacd,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00088773,87.8,5.4,2,4.7
E00088775,86.3,8.6,2.7,2.3
E00118604,91.5,4.1,3.4,1.1
E00118605,93.2,2,2,2.7
E00118607,84.9,5.4,3.2,6.5
E00118610,91,3.7,1.9,3.4
E00118611,86.3,6.7,2.5,4.6
E00118612,89.8,5.8,1.4,3
E00118613,89.2,5.9,1,3.8
E00118614,89.9,6.7,0.9,2.4
E00118615,91.1,2.7,2.1,4.1
E00118616,91.1,4.1,1.1,3.7
E00118618,89.8,5.3,1.4,3.5
E00118619,90.3,2.6,2.4,4.7
E00118620,91.3,3.7,1.9,3.1
E00118621,91.1,3.3,2.8,2.8
E00118622,90.9,3.8,2.8,2.4
E00118623,86.5,9.7,1.5,2.2
E00118624,88.5,5.2,2.2,4.1
E00118625,90.9,4.8,2.5,1.8
E00118626,88.5,6.1,1.1,4.2
E00118627,89.7,4.7,2.6,2.9
E00118628,91.3,4.6,1.6,2.4
E00118629,93,3.4,1.3,2.3
E00118630,88.2,5.9,2.6,3.3
E00118631,90.2,4.2,1.6,3.9
E00118632,89.4,4.9,2.8,2.8
E00118633,93,4.2,1.2,1.5
E00118634,94.5,3.7,0.9,0.9
E00118635,88.1,6.2,1.1,4.6
E00118636,92.6,3,1.5,3
E00118637,92.9,0.4,3.6,3.1
E00118646,92.3,5.6,1.7,0.4
E00118647,92.9,4.6,0.9,1.5
E00118650,90.4,5.8,1.6,2.2
E00118651,94.3,3.6,0.6,1.5
E00118653,92.8,4.8,0.9,1.5
E00118654,95.2,2.9,0.6,1.3
E00118655,94,3.9,1.1,1.1
E00118661,87.6,6.6,0.8,5
E00118663,87.6,9.8,0.6,2
E00118665,90.4,4.8,3,1.8
E00118666,94.2,4.6,0.6,0.6
E00118667,92.2,3.5,1.7,2.6
E00118668,91.1,2.7,2.4,3.8
E00118669,91.4,2.5,3,3
E00118670,89.4,1.9,4.5,4.2
E00118671,92.7,2.2,1.4,3.8
E00118672,91.6,3.5,2,2.9
E00118673,89.1,4.3,2.3,4.3
E00118674,90.2,5.5,1.8,2.4
E00118675,90.8,6,0.8,2.4
E00118676,92.4,3.8,1.8,2
E00118677,93.3,4,1.5,1.2
E00118678,90.6,6.8,1,1.6
E00118679,91.5,5.4,1,2.1
E00118680,89,5.3,3,2.8
E00118681,90.1,4.8,2.7,2.4
E00118682,89,7,2.7,1.3
E00118683,90.9,4.9,2.6,1.6
E00118684,90.9,4.2,2,2.9
E00118739,93.1,4.3,1.3,1.3
E00118740,91.9,4.5,1.3,2.3
E00118741,89.7,7.8,1.6,0.9
E00118742,94.1,4.3,1.2,0.3
E00118743,89.5,4.4,1.7,4.4
E00118766,92.6,3.9,1.6,2
E00118767,92.4,4.5,1.5,1.5
E00118768,90.8,8.3,0.7,0.3
E00118769,89.3,6.7,2.7,1.3
E00118770,92.4,5.8,0.7,1.1
E00118771,94.8,2.6,0.3,2.3
E00118772,92.9,4.7,0.9,1.5
E00118773,91.6,6.5,0.6,1.2
E00118774,91.8,4.5,2.2,1.5
E00118775,93.5,2.8,2,1.6
