areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00096730,8.1,28.5,60.2,3.3
E00096731,13.5,23,58.1,5.4
E00096732,11.4,24.3,54.3,10
E00096733,8.2,21.3,60.7,9.8
E00096734,8.3,19.5,66.9,5.3
E00096735,7.1,17.9,69,6
E00096737,15.6,25,51.6,7.8
E00096738,12,24.1,50.6,13.3
E00096739,7.3,15.3,70.2,7.3
E00096740,11.4,20.5,62.9,5.3
E00096741,10.1,22.9,63.3,3.7
E00096742,7.8,26,62.3,3.9
E00096743,7.3,32.8,50.4,9.5
E00096744,7.9,27.1,57.9,7.1
E00096745,5.9,26.5,60.3,7.4
E00096746,11.9,27.4,59.5,1.2
E00096747,7.4,28.7,55.3,8.5
E00096748,11.2,22.4,57.9,8.4
E00096749,11.1,30.2,50.8,7.9
E00096750,10.5,22.6,61.3,5.6
E00096751,4.6,22.9,63.3,9.2
E00096752,8.7,21.4,66.7,3.2
E00096755,8.6,19.4,59.1,12.9
E00096756,6.7,20,64,9.3
E00096757,16.1,17.9,61.6,4.5
E00096758,12.6,32.6,52.6,2.1
E00096759,8.8,31.4,54.9,4.9
E00096771,8,19.9,64.8,7.4
E00096772,10.6,22.8,58.3,8.3
E00096773,12,23.3,56.4,8.3
E00096774,7,21,65,7
E00096775,10.5,21.6,61.1,6.8
E00096776,9.9,18.4,66,5.7
E00096777,12.9,24.3,55.7,7.1
E00096780,9.4,18.7,64.7,7.2
E00096781,5.5,23.4,64.8,6.3
E00096782,8.8,31.6,54.4,5.3
E00096783,10.8,16.9,61.5,10.8
E00096784,8.6,23.8,61,6.7
E00096785,7.3,17.3,71.8,3.6
E00096786,6.9,20.7,67.6,4.8
E00096787,12.1,21.2,62.6,4
E00096788,4.5,19.7,68.2,7.6
E00096789,7.1,22,63.1,7.8
E00096790,9.2,23.2,61.3,6.3
E00096791,9.3,26.2,58.9,5.6
E00096792,7.1,17.3,63.8,11.7
E00096793,7.6,21.5,61.8,9
E00096794,8.8,21.2,52.6,17.5
E00096795,8,16,69,7
E00096796,8.8,18.1,66.3,6.7
E00096797,5.2,20.1,67.9,6.7
E00096798,10.2,21.1,62,6.6
E00096799,8.9,23,60.7,7.4
E00096800,10.6,23.2,57,9.2
E00096801,6.7,14.3,69.5,9.5
E00096802,15.4,17.3,57.7,9.6
E00096803,9.8,21.8,63.9,4.5
E00096804,6,23.1,63.2,7.7
E00096805,8.1,26.7,57,8.1
E00096806,4.4,19.6,69,7
E00096807,12.6,9.9,73,4.5
E00096808,7.2,13.2,69.7,9.9
E00096809,8.5,16.5,67,8
E00096810,3.9,19.5,68.8,7.8
E00096811,3.1,15.3,67.9,13.7
E00096814,5.6,19.6,70.1,4.7
E00096815,4.9,23.5,64.2,7.4
E00096816,6.3,17.9,68.8,7.1
E00096817,12.1,15.2,66.7,6.1
E00096818,7.8,26.6,56.3,9.4
E00096819,17.9,23.1,59,0
E00096820,13.9,13.9,70.8,1.4
E00096821,7.6,26.1,62,4.3
E00096822,7.6,41.9,46.7,3.8
E00096823,18.2,22.7,54.5,4.5
E00096824,10.4,25.4,55.2,9
E00096825,6.3,22.5,66.3,5
E00096826,16.1,14.9,60.9,8
E00096827,11,31.7,50,7.3
E00096828,7.9,31.7,57.4,3
E00096829,13.1,25,57.1,4.8
E00096830,8.6,22.5,61.7,7.2
E00096831,8.8,24.8,62.8,3.6
E00096832,6.1,33.3,60.6,0
E00096833,9.4,21,63.8,5.8
E00096834,5.5,18,72.7,3.9
E00096835,8.8,18.7,67,5.5
E00096836,11.6,26.1,58.7,3.6
E00096837,11.2,19.6,61.7,7.5
E00096838,14.1,26.9,53.8,5.1
E00096839,7.4,23.1,63.6,5.8
E00096840,7.4,25,63,4.6
E00096841,5.3,22.1,69.5,3.2
E00096842,3.8,26,63.5,6.7
E00096843,10,22.5,55,12.5
E00096844,10.2,22.7,60.9,6.3
E00096845,8.3,26.5,58.3,6.8
E00096846,8.3,17.3,66.7,7.7
E00096847,8.9,25,60.5,5.6
E00096848,6.8,14.4,65.2,13.6
E00096849,10.3,20.5,65,4.3
E00096850,6.8,16.9,65.5,10.8
E00096851,6.8,24.4,57.4,11.4
E00096852,3.2,21.7,71,4.1
E00096853,4.8,21.7,70.5,3
E00096854,6,17.4,68.5,8.1
E00096855,8.7,15.3,69.9,6
E00096856,10.5,19.6,64.7,5.2
E00096857,12.7,16.7,66,4.7
E00096859,13,25.3,59.6,2.1
E00096860,4.5,23.2,66.1,6.3
E00096861,6.9,20.8,68.5,3.8
E00096862,8.2,17.2,68.7,6
E00096863,8.8,30.4,53.9,6.9
E00096864,11.1,32.2,44.4,12.2
E00096865,9.2,25.2,56.3,9.2
E00096866,9.1,20.5,68.2,2.3
E00096867,7.1,19.5,67.3,6.2
E00096868,3.6,16.7,69.6,10.1
E00096869,6.7,27.4,61.5,4.4
E00096870,10.2,23.4,59.4,7
E00096871,6.7,29.2,53.9,10.1
E00096872,15,20.7,52.1,12.1
E00096873,16.1,23.7,51.6,8.6
E00096874,6.8,30.3,56.8,6.1
E00096875,6.9,35.6,52.9,4.6
E00096876,7.2,26.4,63.2,3.2
E00096877,10.5,21.8,61.3,6.5
E00096878,11.5,23,62.6,2.9
E00096879,8.3,23.5,65.9,2.3
E00096880,12.6,21,59.9,6.6
E00096881,8.9,29.8,58.9,2.4
E00096882,7.2,21,63.1,8.7
E00096883,8.8,18.6,64.4,8.2
E00096884,6.4,17.2,70,6.4
E00096885,6.8,20.3,70.3,2.7
E00096886,7.5,19.3,63.2,9.9
E00096887,7.7,22.5,58.5,11.3
E00096888,9.4,14.1,69.4,7.1
E00096889,14.3,16.3,63.3,6.1
E00096890,6.4,13.6,75.2,4.8
E00096891,8.2,19.7,64.6,7.5
E00096892,6.7,24.2,65.8,3.3
E00096893,9,15.9,70.3,4.8
E00096894,6.2,19.5,71.7,2.7
E00096895,9.3,22.7,64,4
E00096896,7.9,16.5,72.7,2.9
E00096897,3,24.8,67.7,4.5
E00096898,6.3,32.1,51.8,9.8
E00096899,9.3,15.7,68.6,6.4
E00096900,8.6,18.1,65.5,7.8
E00096901,8.4,25.3,60.8,5.4
E00096902,9.6,13,70.4,7
E00096903,13.5,28.8,54.8,2.9
E00096904,14.1,23.2,55.6,7.1
E00096905,8.7,26.2,61.2,3.9
E00096906,6.5,25.9,59.3,8.3
E00096907,2.7,18.8,68.8,9.8
E00096908,11.7,31.9,47.9,8.5
E00096909,3.5,21.9,71.9,2.6
E00096910,2.7,26.4,63.6,7.3
E00096911,10.5,16.3,67.3,5.9
E00096912,8.4,24.5,60.6,6.5
E00096913,8,27.4,60,4.6
E00096914,6.8,19.9,71.4,1.9
E00096915,14.8,22.7,59.1,3.4
E00096916,13.4,18.5,58,10.2
E00096917,6.7,23.3,63.8,6.1
E00096919,7.6,19.4,63.5,9.5
E00096920,7.9,20,64.2,7.9
E00096921,7.1,18.1,66.1,8.7
E00096922,13.1,17.8,64.5,4.7
E00096923,11.8,32.4,52.9,2.9
E00096924,10.4,24.4,60,5.2
E00096925,6.9,19.6,62.7,10.8
E00096926,10.7,20,62,7.3
E00096927,7.1,20.5,67.9,4.5
E00096928,8,17.9,69.6,4.5
E00096929,0,21.5,74.8,3.7
E00096930,7.2,15.5,67.5,9.8
E00096931,5.7,21.7,71.7,0.9
E00096932,9.2,17.3,69.4,4.1
E00096933,11.5,18.7,66.9,2.9
E00096934,15.5,17.5,62.9,4.1
E00096935,10.7,19.7,65.6,4.1
E00096936,11.2,28.1,53.9,6.7
E00096937,6.1,19.7,69.4,4.8
E00096938,10.2,14.8,68.8,6.3
E00096939,7.2,22.2,65.3,5.4
E00096940,13.3,16.3,63,7.4
E00096941,2.3,16.2,69.2,12.3
E00096942,7,25.2,65.2,2.6
E00096943,7.7,16.1,72,4.2
E00096946,8,12,74.7,5.3
E00096947,9.9,19.8,64.1,6.1
E00096950,8.9,21.4,64.3,5.4
E00096951,9.7,26.9,60.2,3.2
E00096952,6.4,22,67.4,4.3
E00096953,8.2,27.1,58.8,5.9
E00096954,12,24,62.7,1.3
E00096955,6.6,16.5,70.2,6.6
E00096956,9.9,26.7,54.7,8.7
E00096957,9.8,24.4,64,1.8
E00096958,9.2,23,59.8,8
E00096959,5.5,14.7,73,6.7
E00096960,5,25.6,62.8,6.6
E00096961,10.2,16.8,69.3,3.6
E00096962,7.7,17.6,70.4,4.2
E00096963,8.3,16.5,67.7,7.5
E00096964,19,13.9,67.1,0
E00096965,6.1,22.1,67.9,3.8
E00096966,8.5,16.2,64.8,10.6
E00096967,10.6,17.4,65.2,6.8
E00096968,10,18.5,70.8,0.8
E00096969,11.3,19.5,64.7,4.5
E00096970,7.2,20.3,68.8,3.6
E00096971,7.4,25.4,59.8,7.4
E00096972,7,19,65,9
E00096973,6.4,27.5,66.1,0
E00096974,6.7,21,63,9.2
E00171120,13.6,36.4,50,0
E00171121,4.5,23.9,70.1,1.5
E00171122,8.8,20.1,59.1,11.9
E00171123,13.3,20,64,2.7
E00179284,0,21.3,67.7,11
E00179288,15,10,67.5,7.5
E00179296,8.2,25.5,62.7,3.6
E00179298,3.9,16.9,71.7,7.5
E00179318,9.3,21.6,61.9,7.2
E00179323,7.6,16.9,69.2,6.4
E00179329,6.3,18.8,68.4,6.6
E00179340,5.3,15.9,71.5,7.3
