areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00096730,36.6,63.4
E00096731,36.5,63.5
E00096732,35.7,64.3
E00096733,29.5,70.5
E00096734,27.8,72.2
E00096735,25,75
E00096737,40.6,59.4
E00096738,36.1,63.9
E00096739,22.6,77.4
E00096740,31.8,68.2
E00096741,33,67
E00096742,33.8,66.2
E00096743,40.1,59.9
E00096744,35,65
E00096745,32.4,67.6
E00096746,39.3,60.7
E00096747,36.2,63.8
E00096748,33.6,66.4
E00096749,41.3,58.7
E00096750,33.1,66.9
E00096751,27.5,72.5
E00096752,30.2,69.8
E00096755,28,72
E00096756,26.7,73.3
E00096757,33.9,66.1
E00096758,45.3,54.7
E00096759,40.2,59.8
E00096771,27.8,72.2
E00096772,33.3,66.7
E00096773,35.3,64.7
E00096774,28,72
E00096775,32.1,67.9
E00096776,28.4,71.6
E00096777,37.1,62.9
E00096780,28.1,71.9
E00096781,28.9,71.1
E00096782,40.4,59.6
E00096783,27.7,72.3
E00096784,32.4,67.6
E00096785,24.5,75.5
E00096786,27.6,72.4
E00096787,33.3,66.7
E00096788,24.2,75.8
E00096789,29.1,70.9
E00096790,32.4,67.6
E00096791,35.5,64.5
E00096792,24.5,75.5
E00096793,29.2,70.8
E00096794,29.9,70.1
E00096795,24,76
E00096796,26.9,73.1
E00096797,25.4,74.6
E00096798,31.3,68.7
E00096799,31.9,68.1
E00096800,33.8,66.2
E00096801,21,79
E00096802,32.7,67.3
E00096803,31.6,68.4
E00096804,29.1,70.9
E00096805,34.9,65.1
E00096806,24.1,75.9
E00096807,22.5,77.5
E00096808,20.4,79.6
E00096809,25,75
E00096810,23.4,76.6
E00096811,18.3,81.7
E00096814,25.2,74.8
E00096815,28.4,71.6
E00096816,24.1,75.9
E00096817,27.3,72.7
E00096818,34.4,65.6
E00096819,41,59
E00096820,27.8,72.2
E00096821,33.7,66.3
E00096822,49.5,50.5
E00096823,40.9,59.1
E00096824,35.8,64.2
E00096825,28.8,71.3
E00096826,31,69
E00096827,42.7,57.3
E00096828,39.6,60.4
E00096829,38.1,61.9
E00096830,31.1,68.9
E00096831,33.6,66.4
E00096832,39.4,60.6
E00096833,30.4,69.6
E00096834,23.4,76.6
E00096835,27.5,72.5
E00096836,37.7,62.3
E00096837,30.8,69.2
E00096838,41,59
E00096839,30.6,69.4
E00096840,32.4,67.6
E00096841,27.4,72.6
E00096842,29.8,70.2
E00096843,32.5,67.5
E00096844,32.8,67.2
E00096845,34.8,65.2
E00096846,25.6,74.4
E00096847,33.9,66.1
E00096848,21.2,78.8
E00096849,30.8,69.2
E00096850,23.6,76.4
E00096851,31.3,68.8
E00096852,24.9,75.1
E00096853,26.5,73.5
E00096854,23.5,76.5
E00096855,24,76
E00096856,30.1,69.9
E00096857,29.3,70.7
E00096859,38.4,61.6
E00096860,27.7,72.3
E00096861,27.7,72.3
E00096862,25.4,74.6
E00096863,39.2,60.8
E00096864,43.3,56.7
E00096865,34.5,65.5
E00096866,29.5,70.5
E00096867,26.5,73.5
E00096868,20.3,79.7
E00096869,34.1,65.9
E00096870,33.6,66.4
E00096871,36,64
E00096872,35.7,64.3
E00096873,39.8,60.2
E00096874,37.1,62.9
E00096875,42.5,57.5
E00096876,33.6,66.4
E00096877,32.3,67.7
E00096878,34.5,65.5
E00096879,31.8,68.2
E00096880,33.5,66.5
E00096881,38.7,61.3
E00096882,28.2,71.8
E00096883,27.3,72.7
E00096884,23.6,76.4
E00096885,27,73
E00096886,26.9,73.1
E00096887,30.3,69.7
E00096888,23.5,76.5
E00096889,30.6,69.4
E00096890,20,80
E00096891,27.9,72.1
E00096892,30.8,69.2
E00096893,24.8,75.2
E00096894,25.7,74.3
E00096895,32,68
E00096896,24.5,75.5
E00096897,27.8,72.2
E00096898,38.4,61.6
E00096899,25,75
E00096900,26.7,73.3
E00096901,33.7,66.3
E00096902,22.6,77.4
E00096903,42.3,57.7
E00096904,37.4,62.6
E00096905,35,65
E00096906,32.4,67.6
E00096907,21.4,78.6
E00096908,43.6,56.4
E00096909,25.4,74.6
E00096910,29.1,70.9
E00096911,26.8,73.2
E00096912,32.9,67.1
E00096913,35.4,64.6
E00096914,26.7,73.3
E00096915,37.5,62.5
E00096916,31.8,68.2
E00096917,30.1,69.9
E00096919,27,73
E00096920,27.9,72.1
E00096921,25.2,74.8
E00096922,30.8,69.2
E00096923,44.1,55.9
E00096924,34.8,65.2
E00096925,26.5,73.5
E00096926,30.7,69.3
E00096927,27.7,72.3
E00096928,25.9,74.1
E00096929,21.5,78.5
E00096930,22.7,77.3
E00096931,27.4,72.6
E00096932,26.5,73.5
E00096933,30.2,69.8
E00096934,33,67
E00096935,30.3,69.7
E00096936,39.3,60.7
E00096937,25.9,74.1
E00096938,25,75
E00096939,29.3,70.7
E00096940,29.6,70.4
E00096941,18.5,81.5
E00096942,32.2,67.8
E00096943,23.8,76.2
E00096946,20,80
E00096947,29.8,70.2
E00096950,30.4,69.6
E00096951,36.6,63.4
E00096952,28.4,71.6
E00096953,35.3,64.7
E00096954,36,64
E00096955,23.1,76.9
E00096956,36.6,63.4
E00096957,34.1,65.9
E00096958,32.2,67.8
E00096959,20.2,79.8
E00096960,30.6,69.4
E00096961,27,73
E00096962,25.4,74.6
E00096963,24.8,75.2
E00096964,32.9,67.1
E00096965,28.2,71.8
E00096966,24.6,75.4
E00096967,28,72
E00096968,28.5,71.5
E00096969,30.8,69.2
E00096970,27.5,72.5
E00096971,32.8,67.2
E00096972,26,74
E00096973,33.9,66.1
E00096974,27.7,72.3
E00171120,50,50
E00171121,28.4,71.6
E00171122,28.9,71.1
E00171123,33.3,66.7
E00179284,21.3,78.7
E00179288,25,75
E00179296,33.6,66.4
E00179298,20.8,79.2
E00179318,30.9,69.1
E00179323,24.4,75.6
E00179329,25,75
E00179340,21.2,78.8
