geography_code,in_full_time_education-001,in_full_time_education-002
E00053356,16,84
E00053358,16.6,83.4
E00053367,13.4,86.6
E00053368,17.7,82.3
E00053402,15.1,84.9
E00053504,9.4,90.6
E00053505,15.7,84.3
E00053506,20.5,79.5
E00053507,25.7,74.3
E00053508,27.4,72.6
E00053509,20.5,79.5
E00053510,21.1,78.9
E00053511,15,85
E00053512,16.6,83.4
E00053513,26.5,73.5
E00053514,27.8,72.2
E00053515,21.5,78.5
E00053516,26.5,73.5
E00053517,17.9,82.1
E00053518,19.1,80.9
E00053519,23.6,76.4
E00053520,24.6,75.4
E00053521,22.1,77.9
E00053522,14.4,85.6
E00053523,20.7,79.3
E00053524,27.9,72.1
E00053525,25.9,74.1
E00053526,25.4,74.6
E00053527,20.1,79.9
E00053528,22.3,77.7
E00053529,23.8,76.2
E00053530,20.3,79.7
E00053531,20.4,79.6
E00053532,33.6,66.4
E00053533,23.5,76.5
E00053534,15.7,84.3
E00053535,26.4,73.6
E00053536,24.2,75.8
E00053537,26.9,73.1
E00053538,21.6,78.4
E00053539,30.8,69.2
E00053540,28.3,71.7
E00053541,25.6,74.4
E00053542,20.1,79.9
E00053543,8.5,91.5
E00053544,20,80
E00053545,18.5,81.5
E00053546,19.8,80.2
E00053603,35.5,64.5
E00053606,32.3,67.7
E00053607,36.8,63.2
E00053608,41.6,58.4
E00053609,28.7,71.3
E00053610,33.8,66.2
E00053611,24.1,75.9
E00053612,36,64
E00053613,36.5,63.5
E00053614,28.5,71.5
E00053742,19.1,80.9
E00053743,26.7,73.3
E00053744,22.4,77.6
E00053745,18.8,81.2
E00053746,24.2,75.8
E00053747,16.4,83.6
E00053748,22.6,77.4
E00053749,18.9,81.1
E00053750,18.7,81.3
E00053751,20.2,79.8
E00053752,14.8,85.2
E00053753,17.9,82.1
E00053754,15.6,84.4
E00053756,13.7,86.3
E00053757,34.9,65.1
E00053759,32.5,67.5
E00053760,19.3,80.7
E00053761,2.7,97.3
E00053762,24,76
E00053763,16.1,83.9
E00053764,19.5,80.5
E00053765,22.3,77.7
E00053766,23.2,76.8
E00053767,37.3,62.7
E00053768,32.3,67.7
E00053769,12.9,87.1
E00053770,23.5,76.5
E00053771,21.6,78.4
E00053772,12.7,87.3
E00053773,26.9,73.1
E00053774,22.2,77.8
E00053775,21.4,78.6
E00053776,25.8,74.2
E00053777,33.3,66.7
E00053778,23.3,76.7
E00053779,26.2,73.8
E00053780,19.5,80.5
E00053781,32.8,67.2
E00053783,31,69
E00053785,18.1,81.9
E00053880,13,87
E00053881,18.1,81.9
E00053882,15.8,84.2
E00053883,21.1,78.9
E00053884,15.2,84.8
E00053885,12.6,87.4
E00053886,13.4,86.6
E00053887,26,74
E00053888,17.8,82.2
E00053890,12.1,87.9
E00053891,11.2,88.8
E00053892,18,82
E00053893,15.8,84.2
E00053894,15.3,84.7
E00053895,17.2,82.8
E00053896,14.8,85.2
E00053897,14.8,85.2
E00053898,21.1,78.9
E00053899,25.4,74.6
E00053900,13.6,86.4
E00053902,14.6,85.4
E00053903,20,80
E00053904,18.6,81.4
E00053907,16,84
E00053908,11,89
E00053910,14.9,85.1
E00053911,12,88
E00053912,12.7,87.3
E00053913,16.6,83.4
E00053914,23.9,76.1
E00053915,15.6,84.4
E00053916,20.5,79.5
E00053917,24.4,75.6
E00053918,19.6,80.4
E00053919,13.1,86.9
E00053920,17,83
E00053921,17.8,82.2
E00053922,22.7,77.3
E00053923,17.1,82.9
E00053925,24.4,75.6
E00053926,16.3,83.7
E00053927,13.2,86.8
E00053928,14.7,85.3
E00053929,19.7,80.3
E00053930,9.1,90.9
E00053931,17.7,82.3
E00053932,13.8,86.2
E00053933,26.5,73.5
E00053934,2.8,97.2
E00054348,26.1,73.9
E00054354,16.3,83.7
E00054359,17.1,82.9
E00054360,17,83
E00054361,13.2,86.8
E00054367,22.9,77.1
E00054370,20.8,79.2
E00054371,14.6,85.4
E00054378,22.9,77.1
E00054382,13.1,86.9
E00054383,15.3,84.7
E00054384,16.9,83.1
E00054385,26.3,73.7
E00054386,24.7,75.3
E00054569,30.3,69.7
E00054570,28.8,71.2
E00054575,25.2,74.8
E00054576,35.8,64.2
E00054577,27.3,72.7
E00054578,32.3,67.7
E00054579,16.5,83.5
E00054580,29.2,70.8
E00054581,25.6,74.4
E00054583,34.7,65.3
E00054585,29,71
E00054587,30.5,69.5
E00054588,41.3,58.7
E00054589,33.9,66.1
E00054590,41.7,58.3
E00054592,35,65
E00054594,29.8,70.2
E00054595,40.9,59.1
E00054598,23.9,76.1
E00054599,30.1,69.9
E00054600,39.9,60.1
E00054602,21.9,78.1
E00054603,21.6,78.4
E00054604,10.2,89.8
E00054605,27.9,72.1
E00054606,15.9,84.1
E00054607,26.7,73.3
E00054608,25.6,74.4
E00054609,25.7,74.3
E00054610,37.6,62.4
E00054612,24.8,75.2
E00054613,36.6,63.4
E00056838,21.2,78.8
E00057705,13.8,86.2
E00057706,33.7,66.3
E00057707,19.8,80.2
E00057708,25,75
E00057709,21.3,78.7
E00058308,20.4,79.6
E00058315,20.3,79.7
E00058389,7.6,92.4
E00058391,21.6,78.4
E00058392,26.6,73.4
E00058393,15.1,84.9
E00058394,14.5,85.5
E00058396,23.9,76.1
E00058397,24.3,75.7
E00058398,25.5,74.5
E00058402,18.3,81.7
E00058403,21.7,78.3
E00058404,25.7,74.3
E00058405,16.7,83.3
