geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00053356,94,6
E00053358,93,7
E00053367,96.2,3.8
E00053368,95.3,4.7
E00053402,93,7
E00053504,94.5,5.5
E00053505,92.6,7.4
E00053506,93.5,6.5
E00053507,84.9,15.1
E00053508,78.9,21.1
E00053509,90.2,9.8
E00053510,90.3,9.7
E00053511,94.8,5.2
E00053512,90.4,9.6
E00053513,94.4,5.6
E00053514,95.9,4.1
E00053515,91,9
E00053516,90.9,9.1
E00053517,89.3,10.7
E00053518,77,23
E00053519,68.1,31.9
E00053520,89.9,10.1
E00053521,83.3,16.7
E00053522,85.1,14.9
E00053523,91,9
E00053524,79.6,20.4
E00053525,80.2,19.8
E00053526,70.6,29.4
E00053527,87.3,12.7
E00053528,80.7,19.3
E00053529,85.2,14.8
E00053530,80.6,19.4
E00053531,86.4,13.6
E00053532,78.3,21.7
E00053533,75.7,24.3
E00053534,79.3,20.7
E00053535,88.5,11.5
E00053536,90.3,9.7
E00053537,92.7,7.3
E00053538,79.3,20.7
E00053539,73.3,26.7
E00053540,68.9,31.1
E00053541,76.8,23.2
E00053542,90.1,9.9
E00053543,93.6,6.4
E00053544,88.4,11.6
E00053545,92.9,7.1
E00053546,92.7,7.3
E00053603,71.4,28.6
E00053606,67.8,32.2
E00053607,69.2,30.8
E00053608,63.2,36.8
E00053609,71.2,28.8
E00053610,67.5,32.5
E00053611,79.8,20.2
E00053612,61.2,38.8
E00053613,64.4,35.6
E00053614,64.9,35.1
E00053742,93.4,6.6
E00053743,89.9,10.1
E00053744,93.3,6.7
E00053745,88.5,11.5
E00053746,88.6,11.4
E00053747,92.8,7.2
E00053748,91.9,8.1
E00053749,99,1
E00053750,91.4,8.6
E00053751,93.5,6.5
E00053752,98.6,1.4
E00053753,97.9,2.1
E00053754,96.5,3.5
E00053756,95.2,4.8
E00053757,90.5,9.5
E00053759,87.5,12.5
E00053760,89.7,10.3
E00053761,96.8,3.2
E00053762,84.3,15.7
E00053763,94.7,5.3
E00053764,93.9,6.1
E00053765,93,7
E00053766,87.9,12.1
E00053767,75.8,24.2
E00053768,73.6,26.4
E00053769,90.6,9.4
E00053770,89,11
E00053771,90.4,9.6
E00053772,93.5,6.5
E00053773,83.9,16.1
E00053774,88.5,11.5
E00053775,96.6,3.4
E00053776,87.2,12.8
E00053777,89,11
E00053778,92.3,7.7
E00053779,92.5,7.5
E00053780,92.2,7.8
E00053781,92.9,7.1
E00053783,94.3,5.7
E00053785,92.3,7.7
E00053880,97.3,2.7
E00053881,94.9,5.1
E00053882,95.4,4.6
E00053883,95.6,4.4
E00053884,94.7,5.3
E00053885,94.2,5.8
E00053886,91,9
E00053887,89.4,10.6
E00053888,93.2,6.8
E00053890,97.2,2.8
E00053891,98.4,1.6
E00053892,95.8,4.3
E00053893,98.3,1.7
E00053894,95,5
E00053895,93.6,6.4
E00053896,95,5
E00053897,92.2,7.8
E00053898,88.2,11.8
E00053899,94.9,5.1
E00053900,91.5,8.5
E00053902,85.7,14.3
E00053903,88.6,11.4
E00053904,95.6,4.4
E00053907,97.4,2.6
E00053908,95.7,4.3
E00053910,98.9,1.1
E00053911,98.6,1.4
E00053912,97.8,2.2
E00053913,95.7,4.3
E00053914,95.2,4.8
E00053915,95.4,4.6
E00053916,97.1,2.9
E00053917,95.5,4.5
E00053918,96.9,3.1
E00053919,96.7,3.3
E00053920,98.2,1.8
E00053921,98.5,1.5
E00053922,97.6,2.4
E00053923,98.1,1.9
E00053925,96.2,3.8
E00053926,91.9,8.1
E00053927,97,3
E00053928,94,6
E00053929,94.6,5.4
E00053930,91,9
E00053931,96.7,3.3
E00053932,96.7,3.3
E00053933,94.2,5.8
E00053934,94.4,5.6
E00054348,94.3,5.7
E00054354,96,4
E00054359,83.5,16.5
E00054360,96.8,3.2
E00054361,94.3,5.7
E00054367,91.6,8.4
E00054370,94.2,5.8
E00054371,98.9,1.1
E00054378,81.5,18.5
E00054382,97.5,2.5
E00054383,91.1,8.9
E00054384,91,9
E00054385,91.1,8.9
E00054386,93.6,6.4
E00054569,82.4,17.6
E00054570,81.8,18.2
E00054575,75.6,24.4
E00054576,78.4,21.6
E00054577,83.4,16.6
E00054578,71.2,28.8
E00054579,82,18
E00054580,73.2,26.8
E00054581,69.7,30.3
E00054583,70.1,29.9
E00054585,69,31
E00054587,60.2,39.8
E00054588,74.5,25.5
E00054589,69,31
E00054590,55.3,44.7
E00054592,65.5,34.5
E00054594,66.3,33.7
E00054595,54.6,45.4
E00054598,90.2,9.8
E00054599,77.9,22.1
E00054600,79,21
E00054602,85.9,14.1
E00054603,87.8,12.2
E00054604,90.6,9.4
E00054605,75.2,24.8
E00054606,91.2,8.8
E00054607,85.3,14.7
E00054608,86.7,13.3
E00054609,82.6,17.4
E00054610,73.5,26.5
E00054612,83.9,16.1
E00054613,71.5,28.5
E00056838,91.6,8.4
E00057705,98.1,1.9
E00057706,84.2,15.8
E00057707,96.4,3.6
E00057708,93,7
E00057709,93.9,6.1
E00058308,92.7,7.3
E00058315,93.6,6.4
E00058389,95.9,4.1
E00058391,78.4,21.6
E00058392,98,2
E00058393,92.2,7.8
E00058394,94.4,5.6
E00058396,77,23
E00058397,76.4,23.6
E00058398,78.5,21.5
E00058402,97.5,2.5
E00058403,93.6,6.4
E00058404,95.4,4.6
E00058405,96.1,3.9
E00058408,95.4,4.6
E00058409,78.8,21.2
E00058410,98.4,1.6
E00058411,95.8,4.2
E00058412,95.6,4.4
E00058414,90.4,9.6
E00058415,78.1,21.9
E00058417,96.7,3.3
E00058419,95.1,4.9
E00058420,96.9,3.1
E00058421,95.7,4.3
E00058422,93.4,6.6
E00058424,96.5,3.5
E00058425,70.7,29.3
E00058426,90.2,9.8
E00058427,74.4,25.6
E00058428,73.5,26.5
E00058429,70.5,29.5
E00058430,75.7,24.3
E00058441,93.6,6.4
E00058442,93.2,6.8
E00058443,94.7,5.3
E00058444,97.4,2.6
E00058445,97.6,2.4
E00058446,97,3
E00058447,95.8,4.2
E00058448,94.8,5.2
E00058449,95.3,4.7
E00058450,97.7,2.3
E00058455,97.4,2.6
E00058456,97,3
E00058459,94.8,5.2
E00058462,94.4,5.6
E00058463,87.4,12.6
E00176097,76.1,23.9
E00176135,93.9,6.1
E00176164,81.6,18.4
E00176176,92.8,7.2
E00176199,78.4,21.6
E00176214,87.2,12.8
E00177760,76.9,23.1
E00177761,65,35
E00177780,83.1,16.9
E00177782,90,10
E00177786,81.9,18.1
E00177788,97.3,2.7
E00177789,91.4,8.6
E00177792,89.1,10.9
E00177798,67,33
E00177802,86,14
E00177807,96.3,3.7
E00177819,73.8,26.2
E00177825,66.5,33.5
E00177826,95.6,4.4
E00177827,63.9,36.1
E00177829,71.3,28.7
E00177831,92.7,7.3
E00177832,68.4,31.6
E00177838,64.5,35.5
E00177845,71.5,28.5
E00177848,90.3,9.7
E00177859,98.8,1.2
E00177860,69.2,30.8
E00187063,70.3,29.7
E00187089,69.5,30.5
