geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00053356,94,4.1,0.9,0.9,0
E00053358,93,5.6,1.1,0,0.3
E00053367,96.2,2.7,1.1,0,0
E00053368,94.9,4.4,0,0.4,0.4
E00053402,92.3,5.6,1.4,0,0.7
E00053504,94.8,4.1,1.2,0,0
E00053505,92.4,6.3,0.6,0.6,0
E00053506,93.5,4.8,0.3,1.3,0
E00053507,85.1,11.4,2.9,0.5,0
E00053508,78.9,17,0.5,0.5,3
E00053509,89.6,9.7,0.3,0.3,0
E00053510,90.3,6.8,1,0,1.8
E00053511,94.8,4.7,0,0.5,0
E00053512,90.1,7.2,1,1.7,0
E00053513,94.1,4.2,0.8,0.8,0
E00053514,95.9,2.9,0,0.3,0.9
E00053515,91.8,6.1,0.3,1.5,0.3
E00053516,90.7,6.7,0.9,1.2,0.6
E00053517,89.7,6.7,3.6,0,0
E00053518,76.7,14.9,5.5,0.7,2.2
E00053519,68.1,26.9,2.5,1.4,1.1
E00053520,89.9,7.9,0.6,0.3,1.3
E00053521,83.1,15.8,1.1,0,0
E00053522,85.1,13,1.1,0.8,0
E00053523,91,5.2,1.6,1.4,0.8
E00053524,79.4,16.8,1.6,0.5,1.6
E00053525,80.4,15.4,1.2,2.1,0.9
E00053526,70.8,24.8,2.5,0.6,1.4
E00053527,87.9,9.3,2.4,0.3,0
E00053528,80.7,15.7,2.3,1,0.3
E00053529,84.5,9.4,3.2,1.8,1.2
E00053530,80.8,16.3,1.9,0.3,0.6
E00053531,85.9,9.8,3.2,0.9,0.3
E00053532,78.1,16.3,4.4,0.9,0.3
E00053533,76.5,21.6,0.6,0.3,1
E00053534,79.3,13.4,3.8,3.1,0.3
E00053535,88.3,9.3,1.9,0.3,0.3
E00053536,90.3,8,1.7,0,0
E00053537,92.5,5.5,1.4,0.2,0.5
E00053538,79.5,15.2,3.4,1,1
E00053539,73.3,22.3,1.7,1.2,1.5
E00053540,69.3,27.8,1.9,0.8,0.3
E00053541,77,15.1,4.5,0.9,2.6
E00053542,90.4,6.6,2.1,0.6,0.3
E00053543,93.6,6.4,0,0,0
E00053544,88.7,9.6,1.1,0.6,0
E00053545,92.9,6.2,0,0.3,0.6
E00053546,92.4,5.1,1.2,1.2,0
E00053603,71.2,24.1,1.3,1.1,2.4
E00053606,68.2,18.5,5.9,2.2,5.3
E00053607,69.2,19.1,6.1,3.8,1.8
E00053608,62.8,26.8,5.3,3.6,1.5
E00053609,71.2,16.5,4.4,5.3,2.6
E00053610,67.6,28,2.1,1.5,0.8
E00053611,79.8,13.1,2.7,3.3,1.2
E00053612,61.2,28.7,4.2,3.2,2.6
E00053613,64.7,25.1,6,2.2,2
E00053614,64.4,26.5,5.3,2,1.8
E00053742,93.7,5.4,0,1,0
E00053743,89.9,8,0.8,1.3,0
E00053744,92.7,6,0.7,0.7,0
E00053745,88.5,9,1.2,1.2,0
E00053746,88.8,8,1.8,0.9,0.5
E00053747,93.1,4.6,1.6,0.3,0.3
E00053748,91.6,6.6,1.8,0,0
E00053749,99,0.7,0,0.3,0
E00053750,91.4,5.3,2.3,0.7,0.3
E00053751,93.9,4.1,1.7,0.3,0
E00053752,98.6,1.4,0,0,0
E00053753,97.9,2.1,0,0,0
E00053754,96.5,3.5,0,0,0
E00053756,95,3.7,0.2,1.1,0
E00053757,90.2,4.9,4.2,0.7,0
E00053759,87.5,6,4.6,0.8,1.1
E00053760,90,9.4,0,0.3,0.3
E00053761,96.8,3.2,0,0,0
E00053762,84.3,6.5,9,0.3,0
E00053763,94.5,4.3,0.8,0,0.5
E00053764,93.6,4.5,1,0.3,0.6
E00053765,93,4.3,2.3,0,0.3
E00053766,87.6,8.5,2.1,1.4,0.4
E00053767,76,14.6,7.3,1.9,0.2
E00053768,73.9,16,5.7,4.1,0.2
E00053769,91.3,6.2,1.1,0.7,0.7
E00053770,89,8.2,0.3,1.7,0.7
E00053771,90.4,7,1.1,1.4,0
E00053772,94.2,4.9,0.4,0,0.4
E00053773,84.6,11.7,2.4,0.8,0.4
E00053774,88.7,9.8,1.2,0,0.3
E00053775,96.6,3.4,0,0,0
E00053776,86.5,7.2,5,0.3,1.1
E00053777,89.2,4.5,4.3,0.9,1.1
E00053778,92,4.6,1.8,0.6,0.9
E00053779,91.9,4.4,1.3,1.6,0.9
E00053780,92.2,5.1,0.3,2.4,0
E00053781,92.5,4,1.9,1.6,0
E00053783,94.5,5,0,0.5,0
E00053785,91.5,6.9,0.8,0.8,0
E00053880,97.3,2.4,0.3,0,0
E00053881,94.9,4.7,0,0,0.3
E00053882,95.1,4.9,0,0,0
E00053883,96.3,2.7,1,0,0
E00053884,94.7,4.9,0.4,0,0
E00053885,94.2,4,0.6,0.3,0.9
E00053886,90.2,6.7,2.2,0,0.9
E00053887,89.4,8.2,1.4,0.7,0.3
E00053888,93.2,5.6,1.1,0.2,0
E00053890,97.2,2.8,0,0,0
E00053891,98.4,1.3,0.3,0,0
E00053892,95.8,4.3,0,0,0
E00053893,98.3,1.7,0,0,0
E00053894,94.1,4.9,0.3,0.3,0.3
