geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00106917,0.8,7.5,45.1,46.6
E00106918,0.9,11.1,53.8,34.2
E00106919,6,28,37.3,28.7
E00106920,5.1,16.2,25.7,52.9
E00106921,0,13.9,27.8,58.3
E00106922,7.8,38.9,35.9,17.4
E00106923,4.8,13.7,34.9,46.6
E00106924,0.8,8.3,60.3,30.6
E00107168,3.4,12.2,31.3,53.1
E00107174,7.8,11.8,39.2,41.2
E00107406,5.5,22.1,20.6,51.8
E00107407,0.8,3.8,19.2,76.2
E00107408,11.4,17.9,39.3,31.4
E00107409,0.8,7.4,36.1,55.7
E00107410,3.3,11.9,29.8,55
E00107412,2.3,9.8,35.6,52.3
E00107413,48.1,16.7,22.2,13
E00107414,3.9,13.7,26.8,55.6
E00107415,6.5,17.6,29.4,46.4
E00107416,1.2,13.6,26.6,58.6
E00107417,6.7,20.7,30,42.7
E00107418,2.1,20.3,28.3,49.4
E00107419,0,3.6,25,71.4
E00107420,0.6,14.7,21.8,62.8
E00107421,10.1,41.7,35.2,13.1
E00107431,8.3,26.1,32.5,33.1
E00107432,36.1,26.5,13.3,24.1
E00107433,0.8,10.5,36.3,52.4
E00107434,3.1,11.1,25.9,59.9
E00107435,9,21.8,29.3,39.9
E00107439,9.7,39.8,33.3,17.2
E00107440,1.7,12.8,41,44.4
E00107441,1.9,14.4,28.8,55
E00107442,0,16.8,57.3,26
E00107443,8.1,30.9,39,22
E00107444,0,4.6,45.4,50
E00107445,4.5,13.6,34.4,47.4
E00107446,5.4,28.9,44.3,21.5
E00107447,10.4,38.4,46.4,4.8
E00107449,49.2,24.6,11.5,14.8
E00107450,33.9,24.8,19.3,22
E00107451,0,15.7,33.1,51.2
E00107452,23.2,39.3,34.8,2.7
E00107453,2.1,23.4,46.2,28.3
E00107454,5.4,28.4,45.9,20.3
E00107455,6.5,15.8,49.6,28.1
E00107456,8.2,20.8,48.4,22.6
E00107457,26.9,42.3,27.7,3.1
E00107458,0,19.7,41.9,38.5
E00107459,18.9,25.9,46.2,9.1
E00107460,4.5,44.8,48.7,1.9
E00107461,1.6,33.1,53.5,11.8
E00107462,8.9,30.1,44.7,16.3
E00107463,0,4.2,61,34.7
E00107464,0.9,17.4,64.2,17.4
E00107465,19.1,27.3,34.5,19.1
E00107466,0,11.1,34.6,54.2
E00107467,1.6,20.5,37,40.9
E00107468,5.9,18.8,33.5,41.8
E00107469,0,2.7,22.3,75
E00107470,8.9,23.7,40.2,27.2
E00107471,18.1,42.1,26.9,12.9
E00107472,20.5,35.4,26.2,17.9
E00107473,0.6,11.6,44.8,43
E00107474,0,27.2,42.9,29.9
E00107475,5.6,13.5,39.7,41.3
E00107476,34.6,24.4,18.6,22.4
E00107477,8.3,13.9,29.2,48.6
E00107478,0,17.3,52.5,30.2
E00107479,0.6,6,26.2,67.3
E00107480,0,10,25.8,64.2
E00107481,2.9,34.3,32.1,30.7
E00107482,0.8,6.2,19.4,73.6
E00107483,0,30.3,29.6,40.1
E00107484,5.3,22.6,31.6,40.6
E00107485,2.1,4.8,16.6,76.6
E00107486,0.7,7.6,13.2,78.5
E00107487,23.4,18.6,14.5,43.4
E00107488,2.1,16,26.4,55.6
E00107489,6.4,16.5,22.9,54.1
E00107490,18.5,21.6,38.3,21.6
E00107491,3.8,23.5,14.4,58.3
E00107492,19.5,19.5,19.5,41.6
E00107493,10,8.6,19.3,62.1
E00107494,3.1,14.7,26.4,55.8
E00107495,11.2,28,16.8,44
