geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00106917,90,1,9.1
E00106918,91.2,1.2,7.6
E00106919,84,4.3,11.7
E00106920,94.8,1.5,3.7
E00106921,93.5,1.6,4.8
E00106922,82.2,0.8,17
E00106923,93.2,2.2,4.6
E00106924,90.1,1,8.9
E00107168,86.6,3.2,10.2
E00107174,90.7,1.3,7.9
E00107406,87.2,3.9,8.9
E00107407,92.8,4.1,3.1
E00107408,87.2,4.3,8.5
E00107409,93.4,3.6,3
E00107410,90,3.7,6.3
E00107412,88.5,3.5,8
E00107413,79.4,0.5,20.1
E00107414,78.2,6.9,14.9
E00107415,86.9,3.5,9.7
E00107416,92.5,2.8,4.7
E00107417,83.7,3.2,13.1
E00107418,87.8,1.9,10.3
E00107419,95,2.2,2.9
E00107420,93.7,2.4,3.9
E00107421,78.3,1.9,19.8
E00107431,82.2,3,14.9
E00107432,65.9,6.6,27.5
E00107433,92,1.1,6.9
E00107434,85.6,5.6,8.8
E00107435,81.1,6,12.9
E00107439,78.7,0.9,20.4
E00107440,88.7,5,6.4
E00107441,89.1,3.4,7.5
E00107442,86.4,1.5,12
E00107443,78.7,3.5,17.8
E00107444,87.1,3.9,9
E00107445,93.4,2,4.6
E00107446,81.4,2.4,16.2
E00107447,67.5,4.1,28.3
E00107449,74.1,4.7,21.2
E00107450,89.4,3.7,6.9
E00107451,88.4,3.4,8.3
E00107452,78.5,10.3,11.2
E00107453,83.1,5.1,11.9
E00107454,77.3,4.4,18.3
E00107455,85.2,3.7,11.1
E00107456,81.5,2.7,15.9
E00107457,69.6,4.8,25.6
E00107458,90.5,3.2,6.3
E00107459,77.2,6,16.8
E00107460,78.9,2.3,18.8
E00107461,81.5,6.5,12
E00107462,89.6,1.8,8.6
E00107463,86.7,3.5,9.8
E00107464,83.3,0.8,15.9
E00107465,80.5,3.7,15.7
E00107466,91,1.6,7.4
E00107467,87.3,1.6,11.1
E00107468,81.8,5,13.2
E00107469,93.2,1.3,5.5
E00107470,82.2,4.3,13.5
E00107471,73.9,17.1,9
E00107472,86.8,3.5,9.7
E00107473,86.9,3.6,9.5
E00107474,86.8,3.3,9.9
E00107475,88.2,4.7,7.1
E00107476,85.1,4.3,10.6
E00107477,92.7,0.9,6.5
E00107478,89.3,0.8,9.8
E00107479,87,2.4,10.6
E00107480,89.3,1,9.7
E00107481,82.8,4.3,12.9
E00107482,91.2,3.4,5.3
E00107483,87.1,6.1,6.7
E00107484,86.8,3.9,9.3
E00107485,92.9,2,5.1
E00107486,95.3,3.9,0.8
E00107487,79.8,1.9,18.3
E00107488,86.3,3.2,10.5
E00107489,91.8,3.5,4.7
E00107490,87.9,4,8.2
E00107491,94,2.8,3.2
E00107492,77.8,6,16.2
E00107493,90.7,3.3,6
E00107494,87.2,4.7,8.1
E00107495,83.5,3.2,13.3
E00107496,88.2,1.1,10.6
E00107497,86.1,2.9,11.1
E00107498,90.9,0.6,8.6
E00107499,89.9,1.9,8.2
E00107500,91.6,4.2,4.2
E00107501,77.5,8.9,13.5
E00107502,91.6,3.4,5.1
E00107503,74.3,10.3,15.4
E00107504,75.3,5.2,19.4
E00107506,91.2,2.9,5.8
E00107507,93.6,1.6,4.8
E00107508,90.3,4,5.6
E00107509,91.4,1.3,7.2
E00107510,78.9,3.1,18
E00107511,93.6,3.3,3.1
E00107512,78.5,3.1,18.4
E00107513,90.6,3.2,6.2
E00107517,91.9,2.9,5.2
E00107518,63.6,9.7,26.7
E00107519,78.6,12.1,9.2
E00107520,90.3,4.9,4.9
E00107521,91.7,2.2,6.1
E00107530,86.8,9.1,4.1
E00107531,86.9,6.5,6.5
E00107532,86.2,5.5,8.4
E00107533,91.5,4.8,3.6
E00107534,84.1,8,7.8
E00107535,84.5,13.2,2.3
E00107536,87.9,9.1,2.9
E00107537,76.3,6.6,17.1
E00107538,83.6,8.3,8
E00107539,85.3,6.1,8.5
E00107540,86.5,11.9,1.6
E00107542,82.7,11.1,6.3
E00107543,83.3,12,4.8
E00107544,70,18.6,11.4
E00107545,87.4,5.7,6.9
E00107546,94.6,1,4.4
E00107548,82.3,1.9,15.8
E00107550,88.9,3.3,7.8
E00107551,84.2,1.5,14.2
E00107553,93.4,1.9,4.7
E00107554,92,3.8,4.1
E00107555,89.6,2.9,7.5
E00107556,90.4,5.2,4.3
E00107557,83.9,5.9,10.2
E00107558,86.8,3.4,9.8
E00107559,86.9,3.9,9.2
E00107560,91.3,3.3,5.5
E00107561,87.5,2.1,10.4
E00107562,96.2,1.3,2.5
E00107563,91.3,2.4,6.3
E00107564,81.3,4.3,14.5
E00107565,87.7,3,9.3
