geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00106917,0,0.3,0,99,0.6
E00106918,0.4,0,2.4,96.8,0.4
E00106919,0,0,0.3,99.7,0
E00106920,0.9,0,1.2,97.3,0.6
E00106921,0,0,2.7,96.8,0.5
E00106922,0,0,2.2,97.6,0.3
E00106923,0,0.3,1.6,98.1,0
E00106924,0.3,1.4,2.1,95.9,0.3
E00107168,0.5,1.2,1.8,95.9,0.7
E00107174,0.5,0.3,1.3,97.9,0
E00107406,1,0,1,98,0
E00107407,1,0,5.8,93.2,0
E00107408,0.9,0,0.3,98.2,0.6
E00107409,0,0,2,98,0
E00107410,0,1.3,0.5,97.9,0.3
E00107412,0.6,0,1,98.4,0
E00107413,0.5,1,1.5,97,0
E00107414,0.5,0,0,99.3,0.2
E00107415,0.5,0,1.3,98,0.3
E00107416,0,0.2,2.6,96.9,0.2
E00107417,1.3,0.8,1.9,96,0
E00107418,2.1,0,2.8,94.4,0.7
E00107419,0.7,0,2.9,96.4,0
E00107420,1.2,0,0.9,97.9,0
E00107421,0.6,0.6,2.4,95.5,0.9
E00107431,1.1,0,2.4,94.3,2.2
E00107432,3.8,0.5,1.1,94.5,0
E00107433,2.5,0,0.7,96,0.7
E00107434,0.2,1.7,1.7,96.3,0
E00107435,3,0.2,3,93.8,0
E00107439,1.3,0,2.7,96,0
E00107440,0.7,0.7,0.4,98.2,0
E00107441,1,0.8,0.8,96.4,1
E00107442,0.3,0,2.4,97,0.3
E00107443,0,0,1,97.9,1
E00107444,1.5,0,0,98.5,0
E00107445,0,0,3.8,96.2,0
E00107446,1.3,0,2.9,95.8,0
E00107447,6.7,0,1.6,91.7,0
E00107449,5.7,1.5,4.6,86.6,1.5
E00107450,0,2.7,0.5,96.8,0
E00107451,1.5,0,0,98.5,0
E00107452,2.8,0,2.8,94.4,0
E00107453,1.7,0.6,1.4,96.3,0
E00107454,0,0,0.3,99.1,0.6
E00107455,0.9,1.7,2.6,94.6,0.3
E00107456,0.2,1.9,1,96.8,0
E00107457,1.8,1.1,0.4,95.6,1.1
E00107458,1.8,0.4,1.1,95.1,1.8
E00107459,5.3,1.8,2.4,89.7,0.9
E00107460,1,0.5,0,98.2,0.3
E00107461,0.3,0.3,3.1,96.3,0
E00107462,0.4,0.4,0.4,98.9,0
E00107463,0.3,0,2.1,97.2,0.3
E00107464,0,0,2,98,0
E00107465,3.4,0.4,1.9,94.4,0
