geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00106917,96.8,3.2
E00106918,97.2,2.8
E00106919,92,8
E00106920,93.3,6.7
E00106921,90.8,9.2
E00106922,95.9,4.1
E00106923,93.7,6.3
E00106924,95.9,4.1
E00107168,91,9
E00107174,94.5,5.5
E00107406,91.3,8.7
E00107407,93.9,6.1
E00107408,93,7
E00107409,94.7,5.3
E00107410,91.5,8.5
E00107412,93.7,6.3
E00107413,95,5
E00107414,84.5,15.5
E00107415,91.8,8.2
E00107416,91.9,8.1
E00107417,93,7
E00107418,93.4,6.6
E00107419,87.8,12.2
E00107420,93.1,6.9
E00107421,94.8,5.2
E00107431,93.2,6.8
E00107432,82.4,17.6
E00107433,94.9,5.1
E00107434,91.9,8.1
E00107435,88.6,11.4
E00107439,96.9,3.1
E00107440,88.3,11.7
E00107441,93.8,6.2
E00107442,97,3
E00107443,92.3,7.7
E00107444,91.9,8.1
E00107445,95.2,4.8
E00107446,92.9,7.1
E00107447,94.2,5.8
E00107449,87,13
E00107450,90.2,9.8
E00107451,92.6,7.4
E00107452,86,14
E00107453,92,8
E00107454,94.1,5.9
E00107455,92.4,7.6
E00107456,95.1,4.9
E00107457,90.8,9.2
E00107458,91.2,8.8
E00107459,89.5,10.5
E00107460,94.6,5.4
E00107461,92.6,7.4
E00107462,93.5,6.5
E00107463,94.8,5.2
E00107464,97.6,2.4
E00107465,92.2,7.8
E00107466,95.1,4.9
E00107467,95.3,4.7
E00107468,90.5,9.5
E00107469,94,6
E00107470,90.3,9.7
E00107471,81.6,18.4
E00107472,91.4,8.6
E00107473,94.1,5.9
E00107474,90.3,9.7
E00107475,91.8,8.2
E00107476,90.7,9.3
E00107477,90.3,9.7
E00107478,96.9,3.1
E00107479,94.7,5.3
E00107480,96,4
E00107481,92.1,7.9
E00107482,92.1,7.9
E00107483,89.8,10.2
E00107484,91.9,8.1
E00107485,93.7,6.3
E00107486,89.5,10.5
E00107487,93.1,6.9
E00107488,95,5
E00107489,91.8,8.2
E00107490,91.5,8.5
E00107491,91.9,8.1
E00107492,89.8,10.2
E00107493,91.3,8.7
E00107494,93.2,6.8
E00107495,92.8,7.2
E00107496,97.1,2.9
E00107497,92.4,7.6
E00107498,96.9,3.1
E00107499,94.7,5.3
E00107500,92.4,7.6
E00107501,86.4,13.6
E00107502,93.3,6.7
E00107503,73.8,26.2
E00107504,88.7,11.3
E00107506,90.2,9.8
E00107507,92.8,7.2
E00107508,90.6,9.4
E00107509,93,7
E00107510,92.1,7.9
E00107511,94.1,5.9
E00107512,93,7
E00107513,91.1,8.9
E00107517,92.3,7.7
E00107518,87,13
E00107519,82.8,17.2
E00107520,92.6,7.4
E00107521,93,7
E00107530,79,21
E00107531,86.9,13.1
E00107532,86.3,13.7
E00107533,89.3,10.7
E00107534,85.7,14.3
E00107535,79.5,20.5
E00107536,79.9,20.1
E00107537,88.6,11.4
E00107538,83.3,16.7
E00107539,86.9,13.1
E00107540,74.1,25.9
