geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00001605,81.2,13.2,2.6,1.8,1.2
E00001607,86.8,8.8,2.2,0.8,1.4
E00001799,71.2,18.3,7.6,1.7,1.2
E00001804,75.9,16.5,4,3.6,0
E00001805,80.4,13.7,4.2,0.7,1
E00001813,82.4,12,3.5,2.1,0
E00001814,81.6,13,3.7,1.3,0.3
E00001821,61.5,26.2,9.8,0.4,2
E00001822,70.6,19.6,3.7,4.2,1.9
E00001826,67.5,23.4,9.1,0,0
E00001827,64.3,28.1,4.7,2.9,0
E00001828,75,18.5,5.2,0.9,0.3
E00001831,82,11.7,3.5,2.3,0.4
E00001832,80.1,14.9,2.5,1.6,0.9
E00001833,88.9,10.1,0,0.3,0.7
E00001834,85,9.5,3.6,1.5,0.4
E00001835,85.5,10.9,2.5,1.1,0
E00001836,80.2,15,2.1,1.1,1.7
E00001837,83.1,11.9,2.5,1.1,1.4
E00001838,77.5,12.3,6,2.1,2.1
E00001839,84.8,8.2,3,2.6,1.3
E00001840,84.8,12.6,0.4,0.7,1.5
E00001841,87.5,10.1,1.6,0,0.8
E00001844,87.2,8.7,1.9,1.2,0.9
E00001847,82,10.1,3,4.1,0.8
E00001851,74.2,19,3.9,1.4,1.4
E00001852,84.7,10.1,4,0.6,0.6
E00001853,80.5,10.7,2.7,2.1,4
E00001854,80.9,13.1,2.3,2.3,1.3
E00001855,83.6,13.6,0.7,1,1
E00001856,82.9,12.5,1.8,1.8,0.9
E00001857,82.6,11.9,3.4,1.8,0.3
E00001858,98,2,0,0,0
E00001859,79.8,4.8,8.8,1.3,5.3
E00001860,89.4,8.2,1.2,0.8,0.4
E00001861,83.7,12.4,3.1,0.8,0
E00001862,82.8,14.4,2,0,0.8
E00001864,76.1,16.9,4.5,0.3,2.1
E00001865,80.7,16.4,2.6,0,0.3
E00001866,84.9,11.9,2.1,1.1,0
E00001980,80.2,13.8,3.4,0.9,1.7
E00002108,69,23.4,2.1,2.1,3.3
E00002109,68.6,24.3,5,0.8,1.3
E00002110,88.9,7.9,2.6,0.4,0.2
E00002111,60.8,26.8,5.8,3.6,3
E00002112,68.9,20.9,6.3,2.8,1.2
E00002114,64.2,24.5,4.5,4.9,1.9
E00002115,66,22.5,5.3,4.3,1.9
E00002117,65,23.5,7.3,2.3,2
E00002118,62.7,23.6,4,7.1,2.6
E00002120,71.2,21.4,4.1,2.1,1.1
E00002121,74.8,18.6,4.3,1.9,0.5
E00002123,83.3,12.4,2.6,0,1.7
E00002124,79.3,14.5,3.3,2.1,0.8
E00002125,76.7,14.5,5.7,2.2,0.9
E00002126,77.8,16.8,3.1,1.5,0.8
E00002127,74.2,17.3,5.9,2.1,0.5
E00002128,67.9,25.6,3,1.8,1.8
E00002129,74.7,20.7,2.9,0.8,0.8
E00002130,74,17,4.5,3.4,1.1
E00002131,73.2,17.7,4.7,3.2,1.2
E00002132,71.7,18.5,5.6,3.4,0.9
E00002133,79.1,17.3,1.4,1.9,0.3
E00002134,79.3,18,0.7,1,1
E00002135,70.8,22.1,3.6,0.8,2.7
E00002136,80.9,10.9,3.2,2.9,2.1
E00002137,70.7,20.5,4.5,3.7,0.5
E00002138,76.4,15.1,3.5,3.9,1.2
E00002139,67.2,23,7,1.6,1.2
E00002140,68.5,24.1,3.3,1.1,3
E00002141,77.2,18.2,2.9,1.7,0
E00002142,69.1,16.3,6.4,5.6,2.6
E00011695,82.4,10.9,3.9,2.8,0
E00080504,92.8,6.5,0.4,0,0.4
E00080505,74.6,17.6,5.2,1.9,0.7
E00080506,66.6,19.1,8.3,4.4,1.7
E00080507,71.4,17.1,5.7,4.2,1.5
E00080508,87.3,10.5,0.9,0,1.2
E00080509,65.7,21.6,8.6,1.2,2.9
E00080513,74.4,14.9,5,2.8,2.8
E00080514,80.7,13.3,2.8,3.3,0
E00080515,79.7,12.3,5,2.3,0.7
E00080516,81.1,9.1,7,2.5,0.4
E00080517,84.2,11,3.9,0.6,0.3
E00080519,78,15,5,1.2,0.8
E00080521,83.5,10.7,3,1.4,1.4
E00080522,81.6,13.7,3.1,1.2,0.3
E00080523,83.4,11.2,2.6,1.3,1.6
E00080524,86.6,10.4,1.7,0.8,0.6
E00080525,84.9,11.8,2.4,0.8,0
E00080526,73.1,13.5,6.2,2.9,4.4
E00080527,80.3,13.9,4.4,1.4,0
E00080528,86.6,8.3,3.1,0.3,1.7
E00080529,86.5,8,3.8,0.6,1
E00080530,84,9.9,3.9,1.1,1.1
