areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00094978,4.5,24.4,40.9,30.1
E00094979,13.7,41.2,36.6,8.4
E00094980,6.4,33.5,42,18.1
E00094981,10.1,43.9,40.4,5.7
E00094982,7.4,46.7,35.2,10.7
E00094983,5.8,30.5,42.9,20.8
E00095068,11.2,42.1,32.2,14.5
E00095069,3.4,37.6,39.3,19.7
E00095070,6,16.9,44.6,32.5
E00095071,8.5,33.3,41.8,16.4
E00095072,10.7,40.3,36.5,12.4
E00095073,3.8,33,42.6,20.6
E00095074,6.6,25,34.9,33.6
E00095075,9.1,32.9,41.5,16.5
E00095076,5.6,37.9,36.3,20.2
E00095077,17.8,42.6,26.4,13.2
E00095078,5.5,30.8,35.2,28.6
E00095079,7.2,46.2,35.9,10.8
E00095122,21.6,41.8,26.1,10.4
E00095123,40.4,36,20.2,3.5
E00095124,25,46.2,23.1,5.8
E00095125,14.3,48.4,25.4,11.9
E00095126,8.8,38.4,42.1,10.6
E00095127,6.5,42.8,37.7,13
E00095128,7.8,39.8,35.2,17.2
E00095129,5.9,37.3,37.9,19
E00095130,6.3,20.3,53.1,20.3
E00095131,8.2,22.4,38.8,30.6
E00095132,9.9,47.1,32.2,10.7
E00095133,16.1,55.9,22.9,5.1
E00095134,16,56.3,21,6.7
E00095135,9.4,42.2,37.8,10.6
E00095137,7.3,23.6,42.3,26.8
E00095138,7.3,26.3,38,28.5
E00095139,5.8,40.4,44.4,9.4
E00095140,3.5,48.6,38,9.9
E00095141,3.4,42.3,35.6,18.8
E00095142,8.9,46.7,28.9,15.6
E00095143,8.7,42,37.7,11.6
E00095144,9.8,43.1,27.6,19.5
E00095146,13.3,43.7,33.5,9.5
E00095147,12.6,49.7,24,13.8
E00095148,10.4,34.1,31.9,23.7
E00095172,18.7,39.6,22,19.8
E00095173,8.5,27.7,46.8,17
E00095174,6,36.1,43.6,14.3
E00095175,5.6,43.5,33.9,16.9
E00095176,12.3,29.2,34.4,24
E00095177,3.6,33.8,38.8,23.7
