geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00094642,24.4,46.7,13.3,15.6
E00094643,37.2,38.8,11.6,12.4
E00094644,44.1,27.9,11.7,16.2
E00094645,28.2,30.9,18.2,22.7
E00094646,19.7,50.4,13.1,16.8
E00094647,51.8,34.3,10.2,3.6
E00094648,34.5,37.8,16.8,10.9
E00094650,55.3,25.7,7.2,11.8
E00094651,21,51,11.9,16.1
E00094652,21.8,48.7,12.8,16.7
E00094653,31.7,34.2,16.7,17.5
E00094655,21.7,44.9,15,18.4
E00094656,31.5,36.5,17.7,14.3
E00094657,35.2,28.8,13.6,22.4
E00094658,32.4,44.4,11.3,12
E00094660,26.5,46.4,14.6,12.6
E00094661,23.4,46.1,13,17.5
E00094663,24.1,44,14.9,17
E00094665,33.7,51.8,7.2,7.2
E00094666,33.7,50.3,10.7,5.3
E00094667,29.3,46.5,12.1,12.1
E00094670,23.1,47,11.9,17.9
E00094674,29.9,48.8,11,10.2
E00094676,20.6,43.9,18.7,16.8
E00094677,33,42.1,11.2,13.7
E00094679,19.7,49.7,14.3,16.3
E00094680,27.5,48.3,12.8,11.4
E00094681,26,46.7,14,13.3
E00094682,41.6,36.3,8,14.2
E00094683,29.4,44.7,11.8,14.1
E00094684,17.7,49.4,13.9,19
E00094685,23.9,49.3,15.2,11.6
E00094686,35.6,40.1,14.1,10.2
E00094687,31.2,36.7,15.6,16.5
E00094688,27.6,44.8,13.8,13.8
E00094689,16.9,46.5,16.9,19.7
E00094690,18.4,47.2,12.8,21.6
E00094691,27,41.2,10.3,21.6
E00094692,26.1,44,17.2,12.7
E00094693,27.9,41.8,12.9,17.4
E00094694,32.4,39.2,10.8,17.6
E00094695,24.1,50,15.2,10.7
E00094696,25,44.3,13.1,17.6
E00094697,33.3,40.4,14.7,11.5
E00094698,27.7,42.8,14.5,15.1
E00094699,21.4,48.4,20.8,9.4
E00094700,21.3,46.8,14.9,17
E00094701,20.9,45.5,12.7,20.9
E00094702,29.3,48.8,14.6,7.3
E00094703,33.7,35.6,15.8,14.9
E00094704,30.3,43.4,11.8,14.5
E00094705,22.1,46.8,15.6,15.6
E00094706,26.8,44.4,12.7,16.2
E00094707,16.9,51.9,13.6,17.5
E00094708,42.9,48,5.1,4.1
E00094709,33.1,39.2,14.9,12.7
E00094711,28.3,41.3,19.6,10.9
E00094712,37.2,46,8,8.8
E00094713,20,46.4,21.8,11.8
E00094714,19.5,48,16.7,15.8
E00094715,26,41.6,17.9,14.5
E00094716,31.2,36.3,15.3,17.2
E00094717,24.2,40.3,18.8,16.8
E00094719,20.8,40.8,16.7,21.7
E00094720,21.4,50,9.5,19
E00094721,23,45.9,10.8,20.3
E00094722,20.4,46.9,14.3,18.4
E00094723,22.3,49.6,14,14
E00094724,26.7,50.8,6.7,15.8
E00094725,33,40,15.7,11.3
E00094726,22.8,56.7,6.7,13.9
E00094727,29.2,45.8,10.4,14.6
E00094728,21.9,53.1,14.1,10.9
E00094729,28.3,52.5,15.2,4
E00094730,39.7,35.6,11,13.7
E00094731,48.5,26.3,14.1,11.1
E00094732,32.8,40.3,14.9,11.9
E00094733,29.3,45.6,10.2,15
E00094734,24.6,42.9,15.9,16.7
E00094735,24.1,26.3,20.4,29.2
E00094736,21.7,37.8,23.1,17.5
E00094737,20.8,42.5,11.3,25.5
E00094738,28.3,34.2,18.4,19.1
E00094739,40.4,34.2,13.7,11.6
E00094740,35.8,34.6,14,15.6
E00094741,26,37.4,15.4,21.1
E00094742,23.9,30.6,26.1,19.4
E00094743,44.1,32.8,10.7,12.4
E00094744,41.5,30.8,12.3,15.4
E00094745,58.6,27.1,5.3,9
E00094746,23.8,32.1,22.1,22.1
E00094748,23.7,36,20.2,20.2
E00094749,42.9,34.6,12,10.5
E00094750,29.8,39.7,15.7,14.9
E00094751,36,40.2,9.5,14.3
E00094752,36.5,43.5,11.3,8.7
E00094753,55.3,30.3,7.9,6.6
E00094754,27.8,38.2,13.9,20.1
E00094755,33.3,38.4,13.8,14.5
E00094756,46.4,35.7,7.9,10
E00094757,39.5,27.9,17.1,15.5
E00094758,57.4,31.5,5.1,6.1
E00094759,25.3,45.6,12.1,17
E00094760,26.5,29,22.8,21.6
E00094761,22.6,46,16.1,15.3
E00094762,61.9,27.2,6.8,4.1
E00094763,48.7,33.8,6.5,11
E00094764,31.3,39.6,13.2,16
E00094765,50.9,32.1,9.4,7.5
E00094766,34.1,50.7,9.4,5.8
E00094767,38.8,44.6,5.8,10.8
E00094768,32.1,44.6,10.7,12.5
E00094769,27.4,40.6,15.1,17
E00094770,44.1,43.2,3.6,9
E00094771,28.3,54.2,12.5,5
E00094772,57.8,28.4,10.8,2.9
E00094773,41.3,40.4,12.8,5.5
E00094774,25.9,56.9,11.2,6
E00094775,21,28.2,21.8,29
E00094777,44.6,34.7,13.2,7.4
E00094778,25.8,36.7,15.8,21.7
E00094779,39.4,35.4,13.4,11.8
E00094780,38,46.5,7.8,7.8
E00094781,37.6,41.3,11.9,9.2
E00094782,48.3,27.8,9.9,13.9
E00094783,50,38.2,4.9,6.9
E00094784,27.9,37.2,17.8,17.1
E00094785,28.9,38.3,12.1,20.8
E00094786,26.5,41.5,13.6,18.4
E00094787,30.3,44.7,12.9,12.1
E00094788,17.9,50.7,15.7,15.7
E00094789,21.9,39.1,15.6,23.4
E00094790,38.7,40.9,7.3,13.1
E00094791,19,45.5,15.2,20.4
E00094792,26.9,41.2,14.3,17.6
E00094793,25.7,44.9,13.4,16
E00094794,39.8,42.2,5.5,12.5
E00094795,34.5,32.8,19.3,13.4
E00094796,16.8,43.2,18.2,21.8
E00094797,38.8,41.2,11.5,8.5
E00094798,28.9,40.8,16.2,14.1
E00094799,26.7,46,11.8,15.5
E00094800,39,36.8,9.6,14.7
E00094801,28.5,41.8,15.2,14.5
E00094802,22.2,39.7,15.1,23
E00094803,24.4,54.1,7.4,14.1
E00094806,30.3,38.7,17.6,13.4
E00094810,52.7,29.8,6.1,11.5
E00094811,25.9,42.9,11.6,19.6
E00094817,30.9,46.8,10.1,12.2
E00094818,31.1,43.7,6.6,18.5
E00094819,23.8,40.2,19.7,16.4
E00094820,29.9,41.8,13.4,14.9
E00094821,19.1,53.9,14.8,12.2
E00094822,25.7,43.8,16,14.6
E00094823,30.4,47.1,10.1,12.3
E00094824,31.1,40.7,14.1,14.1
E00094825,20.9,52.7,11.6,14.7
E00094826,19.7,43.7,22.5,14.1
E00094827,38.4,37.6,12.8,11.2
E00094828,31.5,41.5,13.8,13.1
E00094829,34,43.1,8.3,14.6
E00094830,21.7,49.7,12.6,16.1
E00094831,16.4,53.6,9.3,20.7
E00094832,21.5,46.7,12.1,19.6
E00094833,18.1,50.8,14.6,16.6
E00094834,30.2,40.9,11.4,17.4
E00094835,32.7,38.2,9.1,20
E00094836,24.4,37.8,11.8,26.1
E00094837,30.4,40,15.2,14.4
E00094838,34.3,38.1,10.5,17.1
E00094839,23.5,35.8,17.3,23.5
E00094840,21.8,39.5,17.7,21
E00094841,28.5,40.4,15.9,15.2
E00094843,14.3,41.3,16.7,27.8
E00094844,30.6,35.5,18,15.8
E00094845,32.2,46.3,9.9,11.6
E00094846,52,27.6,12.2,8.1
E00094847,36.5,33.3,18.3,11.9
E00094848,30.2,32.6,17.1,20.2
E00094849,57,30.2,7.4,5.4
E00094850,24.8,43,14.9,17.4
E00094851,26.2,43.9,12.1,17.8
E00094852,38.3,39.9,9.8,12
E00094854,24.1,42.2,18.1,15.5
E00094856,34.6,40.2,13.4,11.8
E00094857,32.1,34.8,14.3,18.8
E00094858,32.8,42.4,13.6,11.2
E00094859,17.3,34.6,19.7,28.3
E00094861,19.2,44.2,15,21.7
E00094863,19,42.9,22.2,15.9
E00094865,24,42.6,12.4,20.9
E00094867,36.2,42.8,15.1,5.9
E00094877,27.9,41.4,15,15.7
E00094878,24.1,47.4,12,16.5
E00094879,28.8,43.2,13.7,14.4
E00094880,20.4,53.5,10.6,15.5
E00094881,23,53.3,11.5,12.3
E00094882,23.3,42.9,21.1,12.8
E00094883,25.6,31.2,22.4,20.8
E00094884,28.2,34.2,13.7,23.9
E00094885,40.9,33,15.7,10.4
E00094886,16.5,53.7,14.9,14.9
E00094887,11.2,49.6,21.6,17.6
E00094888,17.4,42.1,19,21.5
E00094889,38.1,39.7,10.3,11.9
E00094905,29.8,51.6,10.5,8.1
E00094910,23.1,42.1,14.9,19.8
E00095555,22.8,38,17,22.2
E00095556,22.8,34.7,22.3,20.2
E00095557,29.8,36.3,12.5,21.4
E00095558,24.8,47.2,11.2,16.8
E00095559,25.1,35.2,19,20.7
E00095560,30.9,48.9,12.9,7.2
E00095561,19.4,44.8,10.9,24.8
E00095562,35.7,34.1,16.3,14
E00095563,29.6,44.7,9.9,15.8
E00095564,27,39.3,14.8,18.9
E00095565,20.1,46.8,15.1,18
E00095566,20.5,50.3,15.2,13.9
E00095567,30.3,39.4,18.2,12.1
E00095568,21.4,45.7,17.1,15.7
E00095569,25.5,46.1,14.9,13.5
E00095570,31.9,46,12.3,9.8
E00095571,23.5,50.7,11.8,14
E00095572,28.2,53.5,9.9,8.5
E00095573,17.8,46.7,14.4,21.1
E00095574,24.5,45.6,13.6,16.3
E00095575,27,46.6,9.2,17.2
E00095576,27.2,39.7,15.4,17.6
E00095577,20.3,42.3,16.3,21.1
E00095578,34.4,29.8,22.9,13
E00095579,31.6,40,13.2,15.3
E00095580,40.9,29.2,15.3,14.6
E00095581,25.6,41.1,16.3,17.1
E00095582,27.5,25.5,11.4,35.6
E00095583,31.8,29.9,15.9,22.4
E00095584,25,41.4,12.1,21.6
E00095585,29.7,43.2,11,16.1
E00095586,24.6,45.4,14.6,15.4
E00095588,21.4,35.3,23.2,20.1
E00095589,39,25.2,22,13.8
E00095590,22,35.8,21.1,21.1
E00095591,36.5,34.3,19.7,9.5
E00095592,40.2,32.6,15.9,11.4
E00095593,34.5,26.8,14.1,24.6
E00095594,42.4,33.1,15.1,9.4
E00095595,54.5,23.1,14,8.3
E00095596,35.4,37.3,11.4,15.8
E00095597,36.5,34.5,16.2,12.8
E00095598,41.8,27.3,14.5,16.4
E00095599,40.7,26.8,13,19.5
E00095600,38.9,38.1,9.7,13.3
E00095601,45.6,31.6,11.6,11.2
E00095602,46.7,23.4,22.8,7.1
E00095604,26.8,29.7,19.6,23.9
E00095605,29.3,32,17.7,21.1
E00095606,31.9,48.9,8.9,10.4
E00095607,27,49.3,8.8,14.9
E00095608,24.8,49.6,12.4,13.1
E00095609,53.3,30,9.3,7.3
E00095611,32,40.8,14.4,12.8
E00095612,39.7,31,12.1,17.2
E00095613,31.6,25.1,13.5,29.8
E00095614,25.6,41.6,15.2,17.6
E00095615,39.5,37.6,10.8,12.1
E00095616,24.4,40.4,14,21.2
E00095617,21.1,40.9,16.9,21.1
E00095618,25.9,37.9,16.7,19.5
E00095619,19.2,31.3,16.2,33.3
E00095620,20.8,33.3,17.9,28
E00095638,26.2,39.6,13.4,20.7
E00095640,29,44.5,10.3,16.1
E00095641,39.6,27.1,16.7,16.7
E00095643,51.3,28.3,11.8,8.6
E00095644,23.2,45.7,10.4,20.7
E00095645,27.1,39.6,13.5,19.8
E00095646,49.2,30,7.5,13.3
E00095647,26.5,35.3,15.3,22.9
E00095648,23.5,40.6,14.1,21.8
E00095649,27.8,34.2,15.5,22.5
E00095650,39,35.6,11,14.4
E00095651,29.8,40.9,15.2,14
E00095652,37.7,40.4,6.6,15.2
