areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00090866,92.1,4,0.5,1.9,1.4
E00090867,95,4.3,0.3,0.3,0
E00090868,91.6,5.6,0.3,2.2,0.3
E00090870,88.7,6.9,1.2,1.6,1.6
E00090871,88.6,8.1,0.8,0.6,1.9
E00090872,93.1,4.1,0.7,1.8,0.2
E00090873,94.3,4.2,0.3,0.6,0.6
E00090874,90.7,6.5,0.8,2,0
E00090875,91.9,3.3,4.2,0.3,0.3
E00090876,92.8,3.9,2.5,0.6,0.3
E00090877,96.4,2.1,1.2,0,0.3
E00090878,93.7,5.9,0.4,0,0
E00090879,94.5,4.8,0.3,0.3,0
E00090880,91,6,0.7,1.3,1
E00090881,90,3.8,3.1,1.5,1.5
E00090882,94.7,3.9,0.9,0,0.4
E00090883,93.9,3.2,2.5,0.4,0
E00090884,94.7,5.3,0,0,0
E00090899,94.4,4.6,0.9,0,0
E00090900,92.9,5.4,0.2,0.2,1.2
E00090901,94.5,3.6,0.3,0.6,0.9
E00090902,94.6,4.3,0.7,0.4,0
E00090903,92,3.8,2.5,0.8,0.8
E00090904,94.9,3.6,1.2,0,0.3
E00090905,93.6,3.9,1.8,0.2,0.4
E00090906,95.9,3.4,0.3,0.3,0.3
E00090907,90.3,5.1,3.1,0.3,1.1
E00090908,96.6,2.6,0,0.7,0
E00090909,96.9,1.9,1.1,0,0
E00090910,94.1,5,0.7,0.2,0
E00090918,84.8,10.8,2.2,0.6,1.6
E00090919,81.1,6.3,3.4,0.9,8.3
E00090920,71.5,12.3,5.6,4.9,5.6
E00090921,76.3,13.3,2.4,4.5,3.5
E00090922,84,9.2,3.1,1.9,1.9
E00090923,84.1,9.7,1.4,2.9,1.9
E00090924,77.2,9.9,4.3,5.4,3.2
E00090925,84.4,7.2,3.6,2.8,2
E00090926,78.6,9.5,8.7,2,1.2
E00090927,80.1,3,3.3,9.9,3.6
E00090928,89.9,6.7,1.6,0.5,1.3
E00090929,89,6.2,0.7,0.7,3.4
E00090930,92.2,6.8,0,1,0
E00090931,70.5,11.1,6.6,6.9,4.9
E00090932,86.6,7.4,3,0,3
E00090933,80,14.6,4.8,0.6,0
E00090934,79.4,8.3,6.1,5.3,0.9
E00090935,74.6,11.3,6.1,3.3,4.7
E00090937,74.9,11.5,6.8,3.8,3
E00090939,85.5,8.1,1.2,4.1,1.2
E00090941,88.5,8.5,0.4,2.6,0
E00090942,89.6,7.1,1.9,1.5,0
E00090943,86.7,7,3,2.7,0.7
E00090945,82.6,7.3,3.5,4.9,1.7
E00090946,92.3,7.2,0,0.5,0
E00090947,80.2,12.3,3.2,2.9,1.3
E00090948,75.5,15.7,2.8,3.6,2.4
E00090949,80,9.3,5.8,4.1,0.9
E00090950,79.3,13.7,4,1.8,1.3
E00090951,93.5,6.2,0,0.4,0
E00090953,89.6,9,0.9,0,0.6
E00090954,86.8,10.3,1.2,0,1.7
E00090956,85,10.4,1,1.6,2.1
E00090957,84.8,9,3.7,1.1,1.4
E00090958,84.4,7.8,3.4,2.3,2.1
E00090960,82.5,8.1,1.6,5.3,2.4
E00090961,85.3,9.6,2.6,1,1.6
E00090962,90.2,6.5,0.7,2.5,0
E00090963,86.2,7.3,2.6,3,0.9
E00090964,84.8,10.8,2.8,0.8,0.8
E00090965,92.6,5.5,0,1.1,0.8
E00090966,83.1,11.2,4.5,0.3,1
E00090967,86.4,9.5,2.9,0.4,0.8
E00090968,87,9.7,1.5,0.7,1.1
E00090969,91,5.2,3.4,0,0.4
E00090970,86.6,8.4,1.9,1.9,1.1
E00090984,92.5,4.1,1.7,1.4,0.3
E00090985,89.1,7.6,3.4,0,0
E00090986,94.7,4.5,0.6,0.3,0
E00090987,95.5,4.3,0.2,0,0
E00090988,94.1,2.5,0.8,0.8,1.7
E00090989,93.8,4.5,0.7,0.5,0.5
E00090990,93.3,5.8,0.9,0,0
E00090991,94.1,4.5,0,1.5,0
E00090992,93.3,3.3,1.9,0.4,1.1
E00090993,94,3.3,0.3,1,1.3
E00090994,92.7,5.2,0.7,0.5,0.9
E00090995,93,6.5,0,0.5,0
E00090996,92.9,4.3,0.3,2.3,0.3
E00090997,92.7,5.6,1.1,0.6,0
E00090998,90.2,4.5,3.4,1.9,0
E00090999,88.3,6.1,3.4,0.5,1.7
E00091000,95.8,3.4,0,0.8,0
E00091001,93.1,4.5,1.8,0,0.6
E00091002,93.9,3.4,2,0.2,0.5
E00091011,91.3,5.5,1.3,1.6,0.3
E00091012,85.4,6.5,1.2,3.8,3.1
E00091013,90.8,4.4,2.1,0.9,1.8
E00091015,91.5,3.9,2.1,0.3,2.1
E00091016,86.5,6,3.1,1.9,2.5
E00091017,92.3,5.2,0.8,1.1,0.5
E00091019,89.7,5.3,0.2,2.6,2.2
E00091020,86.1,5.1,3.7,3.3,1.8
E00091021,82.6,5.1,4.1,4.4,3.8
E00091022,62,13.2,10.2,8.6,5.9
E00091023,87.7,8.3,0,3.1,0.9
E00091024,93.4,5.1,1.1,0,0.4
E00091025,87.2,6,3.4,1,2.3
E00091027,85.8,10.2,2.5,1.1,0.3
E00091028,92.3,3.7,2.9,0.6,0.6
E00091030,93.2,4.7,0.9,1.2,0
E00091031,95.2,3.4,0.3,0,1
E00091032,86,8.2,2.6,1.7,1.5
E00091033,87.8,7.1,3.6,0.6,0.9
E00091034,86,8.4,4.1,1.5,0
E00091036,79.4,10.3,4.5,3.9,1.8
E00091038,74.4,10.7,4.2,5.7,5
E00091039,84.6,7.9,5.4,1.8,0.4
E00091040,80.2,7.7,4,4,4
E00091041,92.4,2.9,1.2,0.9,2.6
E00091042,90.7,2.7,3.4,0.2,2.9
E00091044,87.1,6.6,4.7,1.4,0.2
E00091045,88.4,4.3,4,2.9,0.5
E00091046,93.1,2.5,0.6,1.6,2.2
E00091047,82.4,7.3,6,4,0.3
E00091048,86.2,9.1,3.3,1.1,0.4
E00091051,85.9,7.2,3.3,3,0.7
E00091052,81.7,8.6,6.1,2.2,1.4
E00091053,80.6,9.8,6.8,1.5,1.3
E00091054,85.5,5.4,0.7,5.1,3.4
E00091055,81.4,8.9,3.5,3.9,2.3
E00091056,82.1,10.3,2.5,4.1,0.9
E00091057,86.1,7.7,3.3,2.1,0.9
E00091059,67.3,12.3,9.9,7.8,2.7
E00091060,78.6,8.6,7.1,5.2,0.5
E00091061,75.3,9.8,9.4,3.1,2.4
E00091062,90.1,7.2,1.3,1.5,0
E00091064,92.3,6.5,0,0.7,0.5
E00091065,87.6,5,1.2,2.5,3.7
E00091066,88.3,6.9,0.9,3.6,0.3
E00091067,88.1,9.1,1.8,0.4,0.6
E00091068,84.5,6.4,3.6,3.2,2.3
E00091069,92.3,3.6,2.5,1.6,0
E00091070,92.5,6.6,0,0.9,0
E00091071,93.7,4.3,0.6,1.1,0.3
E00091072,93.1,5.4,1.3,0.3,0
E00091073,87.9,9.3,1.7,0,1.1
E00091074,95.3,1.7,0.8,0.2,1.9
E00091075,92.1,6.1,0.3,0,1.5
E00091076,90.6,7.2,0.6,1.7,0
E00091077,91.1,8.5,0.4,0,0
E00091078,91.5,7.2,1.1,0.3,0
E00091079,88.3,7,1,1.3,2.3
E00091080,92.7,5.4,0.6,0,1.3
E00091081,90.8,6.7,1.4,1.1,0
E00091082,90.4,8.2,0.7,0.7,0
E00091083,93.1,5.1,0.8,0.8,0.3
E00091084,95.9,3.4,0,0.7,0
E00091085,91.4,4.6,1.7,2.2,0
E00091086,93.4,6,0.3,0,0.3
E00091087,91.3,7.1,0.4,1.2,0
E00091088,94.3,3.9,0.7,0.9,0.2
E00091089,89.8,7.8,1.9,0,0.5
E00091090,97.3,2.1,0.3,0.3,0
E00091115,87.7,9.3,1.9,0.2,0.9
E00091116,91.1,6.4,2.5,0,0
E00091117,91.3,6.8,0.6,1.2,0
E00091118,94.7,2.3,2.9,0,0
E00091119,94.7,4.1,1.2,0,0
E00091120,91.2,5.9,1.6,0.3,1.1
E00091121,92.8,7.2,0,0,0
E00091122,90.9,7.4,1.7,0,0
E00091195,94.4,4.6,1,0,0
E00091197,94.9,4.2,0.4,0,0.4
E00091332,88.1,5.9,3.4,0.9,1.6
E00091333,87.3,8.2,0.4,2.6,1.5
E00091334,90.3,3.5,3,0.2,3
E00091335,84.2,7.7,6,2.1,0
E00091336,93.3,5,1.1,0.6,0
E00091337,84.5,8.3,3.1,1.4,2.7
E00091338,83.7,9.6,3.2,2.8,0.7
E00091339,85.5,7.7,2.6,2.3,2
