areacd,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00090866,1.4,1.4,2.9,94.1,0.2
E00090867,0.7,0,2.6,96,0.7
E00090868,2.5,0,0,96.9,0.6
E00090870,1.6,0.2,1.2,97,0
E00090871,3.4,1.1,3,92.2,0.4
E00090872,2.3,0.5,1.6,94.5,1.1
E00090873,0.9,0,2.1,96.7,0.3
E00090874,0.4,0,1.6,97.2,0.8
E00090875,0,1.6,1.6,96.7,0
E00090876,1.4,0,1.7,96.9,0
E00090877,0.9,0,1.5,97.3,0.3
E00090878,0.4,0,0.7,98.9,0
E00090879,0,0,3.8,96.2,0
E00090880,3,0.7,1,95.3,0
E00090881,2.3,0,1.1,94.6,1.9
E00090882,0,0,0,99.6,0.4
E00090883,2.5,0,2.1,95.4,0
E00090884,1.3,0,0,98,0.7
E00090899,1.6,0.2,1.4,96.8,0
E00090900,0.5,1.5,1,97.1,0
E00090901,0.6,0,1.2,97.9,0.3
E00090902,1.1,0,1.1,97.8,0
E00090903,1.9,0.3,0.8,96.1,0.8
E00090904,2.1,0,0,97.9,0
E00090905,0.8,0.8,2.1,96.3,0
E00090906,0.3,0,1,98.7,0
E00090907,1.1,0.6,2,94.9,1.4
E00090908,1.1,0,1.9,97,0
E00090909,0,0.3,0.3,99.4,0
E00090910,0.9,0,0.5,98.6,0
E00090918,0.9,0,0.3,97.8,0.9
E00090919,5.5,2.3,3.2,87.6,1.4
E00090920,5.3,1.8,6,86.6,0.4
E00090921,3.2,0.3,4,91.8,0.8
E00090922,3.8,0,1.5,94.7,0
E00090923,1,0,2.9,95.2,1
E00090924,9.1,0.8,5.4,84.7,0
E00090925,1.6,0.4,2.4,95.2,0.4
E00090926,4,0,9.2,85.7,1.2
E00090927,0,2.1,2.4,95.5,0
E00090928,0.3,0.3,0,99.2,0.3
E00090929,1.9,0,4.3,91.2,2.6
E00090930,0,0,0,99,1
E00090931,2.8,1,3.1,90.6,2.4
E00090932,3.5,1.3,2.2,92.6,0.4
E00090933,4.1,0,3.2,92.7,0
E00090934,5.7,1.3,3.5,89.1,0.4
E00090935,2.8,0,2.8,90.1,4.2
E00090937,2.9,1.3,4.6,88.7,2.5
E00090939,3.2,1.4,3.2,91.5,0.7
E00090941,1.1,0,0.7,97.8,0.4
E00090942,1.5,0,1.9,96.2,0.4
E00090943,0.3,3,2.6,93.4,0.7
E00090945,5.2,1.5,2.6,88.4,2.3
E00090946,2.9,0,0.5,96.1,0.5
E00090947,1.9,2.6,2.9,90,2.6
E00090948,2.8,1.6,3.2,91.1,1.2
E00090949,2.9,4.3,4.6,84.1,4.1
E00090950,2.7,0.9,1.3,92.4,2.7
E00090951,0.8,1.1,3.8,93.9,0.4
E00090953,2.4,0.3,0.3,97,0
E00090954,4,1.2,4,88.8,1.9
E00090956,1,2.6,4.1,92,0.3
E00090957,4.6,1.6,4.8,88.8,0.2
E00090958,2.6,0,3.4,93.8,0.3
E00090960,0,1.2,2.1,96.7,0
E00090961,3.2,0,1.9,93.3,1.6
E00090962,0.4,0.4,2.2,97.1,0
E00090963,0.4,0.9,1.7,97,0
E00090964,2.8,0,3.2,94,0
E00090965,3.3,1.1,1.1,94,0.5
E00090966,1,1.6,3.5,92.9,1
E00090967,1.3,1.3,1.3,96.2,0
E00090968,3.7,2.2,2.2,89.6,2.2
E00090969,4,0.7,1.1,92.3,1.8
E00090970,3.4,0.4,1.9,93.9,0.4
E00090984,1,0,5.1,92.2,1.7
E00090985,3.4,0,1.7,94.5,0.4
E00090986,1.1,0,2.8,95.6,0.6
E00090987,0.7,0.7,3.1,95.5,0
E00090988,0.8,0,0,98.3,0.8
E00090989,0,0,0,99.7,0.3
E00090990,0,0.3,0,99.7,0
E00090991,0,0.4,0,98.9,0.7
E00090992,0,0,1.5,98.1,0.4
E00090993,1.7,0,1,97,0.3
E00090994,1.6,0.7,0.9,96.6,0.2
E00090995,5.1,0.5,1,93.4,0
E00090996,2,1.1,1.7,94.9,0.3
E00090997,3.4,1.4,1.1,94.1,0
E00090998,1.5,0,1.1,94.7,2.6
E00090999,2.2,0,1,95.4,1.5
E00091000,0.4,0,1.5,97.7,0.4
E00091001,3,0,4.8,92.2,0
E00091002,0.7,0,1.5,97.8,0
E00091011,2.3,0,1,96.8,0
E00091012,0.6,1.2,1,96.7,0.6
E00091013,1.4,0.2,2.8,93.5,2.1
E00091015,1.8,0,1.2,96.7,0.3
E00091016,0,0.3,2.5,97.2,0
E00091017,1.1,0,3,95.9,0
E00091019,0,1.2,1.9,96.6,0.2
E00091020,2.2,1.1,2.2,94.1,0.4
E00091021,3.4,2.1,2.4,92.1,0
E00091022,4.6,1.6,1.6,89.1,3
E00091023,1.7,0.9,0.9,96.5,0
E00091024,1.5,0,1.5,96,1.1
E00091025,2.4,0.3,1.3,96,0
E00091027,2.6,1.7,3.7,91.7,0.3
E00091028,0,0.3,3.2,96,0.6
E00091030,3.3,0,2.7,93.2,0.9
E00091031,0.3,0,1.4,98.3,0
E00091032,2,0.3,4.7,92.7,0.3
E00091033,0.3,0,1.2,97,1.5
E00091034,1.3,0,0.5,96.4,1.8
