areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00045825,87.4,12.6
E00045827,79.1,20.9
E00045829,81.9,18.1
E00045830,83.2,16.8
E00045831,84.8,15.2
E00045833,87.9,12.1
E00045835,80.2,19.8
E00045837,92.2,7.8
E00045873,72.5,27.5
E00045874,70.9,29.1
E00045875,74,26
E00045876,76.9,23.1
E00045877,73.9,26.1
E00045879,72.5,27.5
E00045880,79.3,20.7
E00045882,75.8,24.2
E00045883,72.7,27.3
E00045884,77.5,22.5
E00045886,77.8,22.2
E00045887,79.4,20.6
E00045888,74.8,25.2
E00045889,70.8,29.2
E00045892,67.9,32.1
E00045893,71.2,28.8
E00045895,78.1,21.9
E00045897,73.8,26.2
E00045898,74.8,25.2
E00045900,79.2,20.8
E00051109,88.3,11.7
E00051114,75.3,24.7
E00051334,87.7,12.3
E00051336,90,10
E00051424,84.4,15.6
E00051436,90.1,9.9
E00051437,91.4,8.6
E00051438,80.9,19.1
E00051439,82.5,17.5
E00051440,86.1,13.9
E00051441,81.4,18.6
E00051442,84,16
E00051443,90.3,9.7
E00051444,83.8,16.2
E00051445,93.2,6.8
E00051461,95.9,4.1
E00051463,96.5,3.5
E00051466,88.9,11.1
E00051467,90.5,9.5
E00051472,89.7,10.3
E00051473,88.6,11.4
E00051490,89,11
E00051492,89.3,10.7
E00051494,93.5,6.5
E00051495,93.2,6.8
E00051498,97.3,2.7
E00051500,91.4,8.6
E00051507,95.4,4.6
E00051508,88.7,11.3
E00051509,88.6,11.4
E00051510,90.6,9.4
E00051511,87.5,12.5
E00051512,87.1,12.9
E00051513,83.1,16.9
E00051514,90.4,9.6
E00051515,77.5,22.5
E00051516,87.2,12.8
E00051517,87.4,12.6
E00051518,86.7,13.3
E00051519,89.8,10.2
E00051520,86.2,13.8
E00051521,80.4,19.6
E00051522,91.2,8.8
E00051523,89.4,10.6
E00051524,85.7,14.3
E00051525,88.5,11.5
E00051526,86.6,13.4
E00051527,80.3,19.7
E00051528,88.8,11.2
E00051529,83.5,16.5
E00051530,81,19
E00051531,87.1,12.9
E00051532,52.3,47.7
E00051533,80.7,19.3
E00051534,89.7,10.3
E00051535,76.8,23.2
E00051536,83.8,16.2
E00051537,68.1,31.9
E00051538,82.9,17.1
E00051539,81.1,18.9
E00051540,72.5,27.5
E00051541,83,17
E00051542,73.8,26.2
E00051543,81.1,18.9
E00051544,85.5,14.5
E00051545,85.2,14.8
E00051546,89,11
E00051547,78.7,21.3
E00051548,88.6,11.4
E00051549,87,13
E00051550,75.9,24.1
E00051551,80.3,19.7
E00051552,80.3,19.7
E00051553,87.8,12.2
E00051554,83,17
E00051555,87.1,12.9
E00051556,86.6,13.4
E00051557,79.9,20.1
E00051558,80.1,19.9
E00051559,86.5,13.5
E00051560,90.6,9.4
E00051561,82.8,17.2
E00051562,88.4,11.6
E00051563,85.9,14.1
E00051564,88,12
E00051565,85.4,14.6
E00051566,91,9
E00051567,86.2,13.8
E00051568,86.1,13.9
E00051569,86.1,13.9
E00051570,90.5,9.5
E00051571,93.1,6.9
E00051572,87.1,12.9
E00051573,84.7,15.3
E00051574,79.5,20.5
E00051575,91.1,8.9
E00051576,85.2,14.8
E00051577,88.1,11.9
E00051578,81,19
E00051579,81.1,18.9
E00051580,82,18
E00051581,84.8,15.2
E00051582,86.6,13.4
E00051583,88.9,11.1
E00051584,91.6,8.4
E00051585,74.4,25.6
E00051586,89,11
E00051587,86.1,13.9
E00051588,89.8,10.2
E00051589,88.1,11.9
E00051590,85.6,14.4
E00051591,86.4,13.6
E00051592,91.5,8.5
E00051593,84.6,15.4
E00051594,89.1,10.9
E00051595,90.9,9.1
E00051596,80.9,19.1
E00051597,85.2,14.8
E00051598,82.9,17.1
E00051599,77.3,22.7
E00051600,93.7,6.3
E00051601,90.5,9.5
E00051602,88.4,11.6
E00051603,88.5,11.5
E00051604,86.4,13.6
E00051605,93.3,6.7
E00051606,89.7,10.3
E00051607,91,9
E00051608,86.6,13.4
E00051609,82.3,17.7
E00051610,85.2,14.8
E00051611,91.9,8.1
E00051612,90.7,9.3
E00051613,93.4,6.6
E00051614,90.4,9.6
E00051615,84.2,15.8
E00051616,89.9,10.1
E00051617,94.5,5.5
E00051618,89.9,10.1
E00051619,95.7,4.3
E00051620,92.3,7.7
E00051621,87.9,12.1
E00051622,88.2,11.8
E00051623,82.3,17.7
E00051624,92.9,7.1
E00051625,84.9,15.1
E00051626,84,16
E00051627,88,12
E00051628,88.4,11.6
E00051629,90.6,9.4
