areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00045825,4,16.8,79.2
E00045827,11,21.3,67.7
E00045829,10.6,21.2,68.1
E00045830,8.5,19.7,71.8
E00045831,9.3,21.7,69
E00045833,4.7,23.3,72.1
E00045835,0.7,28.1,71.2
E00045837,4.8,22.6,72.6
E00045873,16.2,21.8,62
E00045874,9.9,10.7,79.4
E00045875,8.4,23.8,67.8
E00045876,3.1,27.7,69.2
E00045877,14.9,16.7,68.4
E00045879,7.6,35.6,56.8
E00045880,8.1,19.3,72.6
E00045882,17.4,16.5,66.1
E00045883,8.1,26,65.9
E00045884,11.5,14.8,73.8
E00045886,9.4,36.5,54.1
E00045887,5.5,43.4,51.1
E00045888,3.9,27.3,68.8
E00045889,17.7,12.3,70
E00045892,10.9,23.3,65.9
E00045893,15.8,25.2,59
E00045895,1.7,35.8,62.5
E00045897,7.4,42.9,49.7
E00045898,9.6,26.5,64
E00045900,10.7,38.2,51.1
E00051109,3.9,19.7,76.4
E00051114,9.4,14.8,75.8
E00051334,4,31.2,64.8
E00051336,2.8,22.4,74.8
E00051424,2.8,30.3,66.9
E00051436,5,14.2,80.8
E00051437,0.8,78.1,21.1
E00051438,5.3,23.3,71.4
E00051439,15.6,19,65.3
E00051440,4.6,23.7,71.7
E00051441,7.7,17.9,74.4
E00051442,2.7,24.3,73
E00051443,2.6,21.4,76.1
E00051444,4.7,15.1,80.2
E00051445,0,10.9,89.1
E00051461,6.1,31.1,62.9
E00051463,1.4,23.8,74.8
E00051466,4.5,21.4,74
E00051467,3.7,37.2,59.1
E00051472,5,42,52.9
E00051473,0,19.5,80.5
E00051490,10.8,14.4,74.7
E00051492,7.3,15.3,77.4
E00051494,0.8,10,89.2
E00051495,1.6,19.7,78.7
E00051498,1.5,25.5,73
E00051500,2.4,22.4,75.2
E00051507,2.7,27,70.3
E00051508,0.9,21.4,77.8
E00051509,0.8,20.8,78.3
E00051510,2.5,25.8,71.7
E00051511,1.7,20.3,78
E00051512,0.9,37.6,61.5
E00051513,0.8,27.9,71.3
E00051514,3.5,9.6,87
E00051515,5.2,14.2,80.6
E00051516,1.6,40.3,58.1
E00051517,0.9,17.9,81.2
E00051518,7.3,14.5,78.2
E00051519,3.5,25.7,70.8
E00051520,6.3,25.7,68
E00051521,8.6,17.3,74.1
E00051522,2.8,12.8,84.4
E00051523,7.9,15.8,76.3
E00051524,6,12,82.1
E00051525,5.6,10.4,84
E00051526,3,16.3,80.7
E00051527,6.5,29.7,63.9
E00051528,2.2,9.6,88.2
E00051529,4.6,15.4,80
E00051530,12.5,15.6,71.9
E00051531,6.6,16.4,77
E00051532,2.7,47.3,50
E00051533,3.4,30.8,65.8
E00051534,5,16,79
E00051535,4.5,68.4,27.1
E00051536,0.7,31.6,67.8
E00051537,1.9,41,57.1
E00051538,9.3,11,79.7
E00051539,5,18.5,76.5
E00051540,4.8,28,67.3
E00051541,1.6,33.1,65.4
E00051542,3.7,37.3,59
E00051543,3.8,39.1,57.1
E00051544,3.4,16.9,79.7
E00051545,3.6,22.9,73.6
E00051546,7.9,19,73
E00051547,4.6,25.7,69.7
E00051548,4.4,10.6,85
E00051549,0,28.9,71.1
E00051550,3.8,25.6,70.7
E00051551,3.9,25,71.1
E00051552,6.8,13.7,79.5
E00051553,6.2,47.9,45.9
E00051554,4.8,17.6,77.6
E00051555,5.2,17.4,77.4
E00051556,3.8,36.9,59.2
E00051557,6.7,12.8,80.5
E00051558,6.5,19.4,74.2
E00051559,3.5,35.7,60.8
E00051560,6.6,29.5,63.9
E00051561,3.3,31.4,65.4
E00051562,5.3,31.1,63.6
E00051563,5.1,25.6,69.2
E00051564,6.9,18.1,75
E00051565,3.8,27.7,68.5
E00051566,5.5,10.9,83.6
E00051567,8.8,22.8,68.4
E00051568,5.3,53.4,41.2
E00051569,6.7,27.5,65.8
E00051570,2.5,56.3,41.2
E00051571,3.8,42.3,53.8
E00051572,2.9,28.8,68.2
E00051573,4.2,35.8,60
E00051574,5.8,43.4,50.9
E00051575,6.4,42.4,51.2
E00051576,5.7,42.3,52
E00051577,1,65.6,33.3
E00051578,8,22.7,69.3
E00051579,8.9,11.4,79.7
E00051580,6.3,28.3,65.4
E00051581,4.3,47,48.6
E00051582,6.2,22.3,71.5
E00051583,3.8,10.6,85.6
E00051584,1.5,28.6,69.9
E00051585,8.3,19,72.7
E00051586,3.7,19.3,77
E00051587,3.9,14.1,82
E00051588,5.7,13.1,81.1
E00051589,8.3,16.7,75
E00051590,2.6,12,85.5
E00051591,2.4,31.7,65.9
E00051592,2.9,31.2,65.9
E00051593,5.5,17.3,77.2
E00051594,3.3,35.8,61
E00051595,3,25.2,71.9
E00051596,7.3,14.6,78.1
E00051597,7,21.7,71.3
E00051598,1.7,22.3,76
E00051599,3.3,30.3,66.4
E00051600,2.9,28.5,68.6
E00051601,2.3,25.6,72.2
E00051602,6.3,40.6,53.1
E00051603,0.8,51.7,47.5
E00051604,4.1,22.1,73.8
E00051605,6.1,21.2,72.7
E00051606,2.6,28.9,68.4
E00051607,6,16.2,77.8
E00051608,3.4,19.7,76.9
E00051609,7,23.7,69.3
E00051610,3.4,15.3,81.4
E00051611,7.7,28.5,63.8
E00051612,6.8,14.5,78.6
E00051613,5,20.2,74.8
E00051614,2.9,34.6,62.5
E00051615,8.5,15.4,76.2
E00051616,5.5,27.4,67.1
E00051617,3.6,34.3,62
E00051618,6.1,32.1,61.8
E00051619,5,16.8,78.2
E00051620,2.9,29.4,67.6
E00051621,3.9,24.8,71.3
E00051622,2.6,22.4,75
E00051623,6.1,40.4,53.5
E00051624,2.2,19.4,78.4
E00051625,3.6,23.9,72.5
E00051626,5.7,17,77.4
E00051627,2.9,54.7,42.4
E00051628,1.7,22.6,75.7
E00051629,9.6,24.8,65.6
E00051630,2.4,18.4,79.2
E00051631,7.1,21.4,71.4
E00051632,4.2,44.2,51.7
E00051633,4.2,23.5,72.3
E00051634,3.2,28,68.8
E00051635,4.4,46.6,49
E00051636,3.5,21.5,75
E00051637,5.1,41.5,53.4
E00051638,4.3,30.8,65
E00051639,7.5,4.7,87.9
E00051640,0.7,24.4,74.8
E00051641,3.2,21.6,75.2
E00051642,3.3,36.6,60.1
E00051643,5.3,10.6,84.1
E00051645,6.3,23.1,70.6
E00051647,4.1,41.5,54.5
E00051649,8.5,17.1,74.4
E00051654,2.3,22.7,75
E00051658,10.3,19.8,69.8
E00051660,8.3,28.3,63.3
E00051661,2.2,19.6,78.3
E00051662,4.4,25.4,70.2
E00051663,1.8,21.9,76.3
E00051664,6.2,17.7,76.1
E00051666,4.2,32.5,63.3
E00051667,4.8,19.4,75.8
E00051668,4.2,21.8,73.9
E00051669,4.2,22.9,72.9
E00051671,0.8,27.6,71.7
E00051674,5.4,22.5,72.1
E00051675,0.7,29.9,69.3
E00051680,6.7,21,72.3
E00051682,2.5,44.3,53.2
E00051683,11.1,16.2,72.6
E00051684,6.7,16.4,76.9
E00051686,10.4,12.7,76.9
E00051687,6.9,14.5,78.6
E00051688,7.8,33.3,58.9
E00051689,7.6,37.3,55.1
E00051691,3.5,32.5,64
E00051692,10.6,27.2,62.3
E00051693,10.3,34.2,55.5
E00051694,4.5,14.4,81.1
E00051695,5.8,30.2,64
E00051696,5,28.9,66.1
E00051699,4.2,15.8,80
E00051700,7.4,35.2,57.4
E00051701,3.9,31.5,64.6
E00051702,0.7,38.2,61.1
E00051703,14.4,33.3,52.3
E00051704,4.4,23.7,71.9
E00051705,4.4,25.8,69.8
E00051706,8,28,64
E00051707,4.3,28.4,67.2
E00051708,7,22.9,70.1
E00051709,8.9,20,71.1
E00051710,4.4,43.7,51.9
E00051711,2.7,53.1,44.2
E00051712,9.2,15.5,75.4
E00051713,2.4,53.2,44.4
E00051714,0.4,55.1,44.4
