areacd,in_full_time_education-001,in_full_time_education-002
E00045825,24.3,75.7
E00045827,28,72
E00045829,20.6,79.4
E00045830,26,74
E00045831,25,75
E00045833,20,80
E00045835,23.3,76.7
E00045837,19.7,80.3
E00045873,23.7,76.3
E00045874,29.4,70.6
E00045875,30.3,69.7
E00045876,28.7,71.3
E00045877,23.3,76.7
E00045879,27.2,72.8
E00045880,31.7,68.3
E00045882,25,75
E00045883,29.4,70.6
E00045884,35.3,64.7
E00045886,29.8,70.2
E00045887,22.7,77.3
E00045888,24.6,75.4
E00045889,19,81
E00045892,23.1,76.9
E00045893,22.5,77.5
E00045895,11.5,88.5
E00045897,19.7,80.3
E00045898,26.3,73.7
E00045900,27.1,72.9
E00051109,18.8,81.2
E00051114,19,81
E00051334,8.3,91.7
E00051336,15.6,84.4
E00051424,22,78
E00051436,23.6,76.4
E00051437,1.2,98.8
E00051438,19.3,80.7
E00051439,20.8,79.2
E00051440,22.1,77.9
E00051441,19.6,80.4
E00051442,20.3,79.7
E00051443,19.7,80.3
E00051444,21.1,78.9
E00051445,19.4,80.6
E00051461,28.2,71.8
E00051463,20.7,79.3
E00051466,25.7,74.3
E00051467,26.5,73.5
E00051472,15.3,84.7
E00051473,22.4,77.6
E00051490,22.6,77.4
E00051492,16.1,83.9
E00051494,19.5,80.5
E00051495,15.1,84.9
E00051498,20.2,79.8
E00051500,19.2,80.8
E00051507,20.7,79.3
E00051508,17.3,82.7
E00051509,20.1,79.9
E00051510,16.9,83.1
E00051511,17.9,82.1
E00051512,18.9,81.1
E00051513,20.1,79.9
E00051514,21.7,78.3
E00051515,21,79
E00051516,20.8,79.2
E00051517,20.1,79.9
E00051518,21.6,78.4
E00051519,19.8,80.2
E00051520,19.4,80.6
E00051521,25,75
E00051522,23,77
E00051523,21.7,78.3
E00051524,19.7,80.3
E00051525,24.7,75.3
E00051526,19.3,80.7
E00051527,20.5,79.5
E00051528,22.3,77.7
E00051529,21.4,78.6
E00051530,21.4,78.6
E00051531,22.9,77.1
E00051532,13.3,86.7
E00051533,12,88
E00051534,24.6,75.4
E00051535,8.4,91.6
E00051536,22.4,77.6
E00051537,17.8,82.2
E00051538,20.7,79.3
E00051539,16.7,83.3
E00051540,21.4,78.6
E00051541,13.6,86.4
E00051542,14.2,85.8
E00051543,16.2,83.8
E00051544,25.2,74.8
E00051545,16.1,83.9
E00051546,20.4,79.6
E00051547,18.6,81.4
E00051548,19.9,80.1
E00051549,17.9,82.1
E00051550,23.5,76.5
E00051551,21.9,78.1
E00051552,24.2,75.8
E00051553,13.8,86.2
E00051554,25.9,74.1
E00051555,27.1,72.9
E00051556,20.7,79.3
E00051557,25.6,74.4
E00051558,20.4,79.6
E00051559,12.3,87.7
E00051560,17.6,82.4
E00051561,25.7,74.3
E00051562,25.1,74.9
E00051563,19.2,80.8
E00051564,23.2,76.8
E00051565,19.2,80.8
E00051566,24.1,75.9
E00051567,25.4,74.6
E00051568,13.7,86.3
E00051569,26.8,73.2
E00051570,12.2,87.8
E00051571,22.6,77.4
E00051572,21.4,78.6
E00051573,14.8,85.2
E00051574,16.6,83.4
E00051575,16.2,83.8
E00051576,18.3,81.7
E00051577,22.9,77.1
E00051578,22.4,77.6
E00051579,22.1,77.9
E00051580,21.1,78.9
E00051581,18.4,81.6
E00051582,20.4,79.6
E00051583,21.2,78.8
E00051584,21.2,78.8
E00051585,18.6,81.4
E00051586,21.1,78.9
E00051587,24.9,75.1
E00051588,26.1,73.9
E00051589,22.3,77.7
E00051590,22.6,77.4
E00051591,16.1,83.9
E00051592,13.1,86.9
E00051593,16.1,83.9
E00051594,15.8,84.2
E00051595,15.1,84.9
E00051596,18.6,81.4
E00051597,21.6,78.4
E00051598,13.8,86.2
E00051599,17.5,82.5
E00051600,13.6,86.4
E00051601,13.9,86.1
E00051602,12.3,87.7
E00051603,16.2,83.8
E00051604,22.2,77.8
E00051605,19.1,80.9
E00051606,15.8,84.2
E00051607,19.9,80.1
E00051608,18.8,81.3
E00051609,21.3,78.7
E00051610,10.3,89.7
E00051611,15.7,84.3
E00051612,17.1,82.9
E00051613,19.6,80.4
E00051614,9.2,90.8
E00051615,20.1,79.9
E00051616,22.5,77.5
E00051617,11.1,88.9
E00051618,23.4,76.6
E00051619,17.7,82.3
E00051620,21.6,78.4
E00051621,18.4,81.6
E00051622,15.7,84.3
E00051623,15,85
E00051624,13.1,86.9
E00051625,22.8,77.2
E00051626,19.1,80.9
E00051627,13.2,86.8
E00051628,16.8,83.2
E00051629,19.1,80.9
E00051630,18.1,81.9
E00051631,17.6,82.4
