geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00000055,69.5,2.1,28.3
E00000059,52.9,2,45.1
E00000060,60.5,4.9,34.6
E00000070,76,3.3,20.7
E00000071,72,1.6,26.5
E00000072,82.4,3.8,13.9
E00000073,72.5,2.7,24.8
E00000074,71.9,3.2,24.9
E00000075,79.9,3.8,16.3
E00000076,74.6,2.5,22.9
E00000077,75.7,3.2,21
E00000078,78.4,2.1,19.5
E00000079,69.8,2.6,27.6
E00000080,70.7,3.1,26.2
E00000081,80,1.4,18.6
E00000082,66.3,3.1,30.6
E00000083,75.4,1.8,22.8
E00000084,81,1.1,17.9
E00000085,72.9,1,26.1
E00000086,71.3,2,26.7
E00000087,71.7,4.4,23.9
E00000088,74.6,5.8,19.6
E00000089,74.6,2.4,23
E00000090,71.7,1.9,26.4
E00000091,70.7,1.1,28.2
E00000092,80.3,2.3,17.4
E00000093,62.3,3.3,34.4
E00000094,71.9,1.6,26.5
E00000095,80.1,2,17.9
E00000096,73.9,2.6,23.5
E00000097,74.2,2.2,23.6
E00000098,72.8,1.3,25.9
E00000099,81.6,1.8,16.7
E00000100,71.8,3.3,24.9
E00000101,77.9,2.9,19.2
E00000102,80.1,2,17.9
E00000103,80.1,1.7,18.2
E00000104,72.9,3.8,23.2
E00000106,76.9,3.1,20.1
E00000107,76.4,3.3,20.4
E00000108,72.4,4.5,23
E00000109,65.9,4.4,29.7
E00000110,71,3.2,25.8
E00000111,74.5,3,22.5
E00000112,69.7,3.9,26.4
E00000113,77.6,2.4,20.1
E00000114,79.1,2,18.9
E00000115,77.2,2.2,20.6
E00000116,78.1,4.3,17.6
E00000117,77.2,2.1,20.7
E00000118,77.5,2.2,20.3
E00000119,72.9,3.1,24
E00000120,74.4,5.6,20
E00000121,65.9,1.6,32.5
E00000122,72.9,6.3,20.7
E00000123,72.5,3.1,24.4
E00000124,71.1,2.8,26.1
E00000125,75.4,1.5,23
E00000128,63.9,3.6,32.5
E00000129,77.9,1.8,20.3
E00000130,72.1,1,26.9
E00000131,78.4,0.9,20.7
E00000132,82.1,1.8,16.2
E00000133,75.9,2.1,22.1
E00000134,76.9,2.4,20.7
E00000167,79.8,1.7,18.5
E00000168,78.9,0.6,20.5
E00000169,85.6,1.4,13
E00000170,84.6,1,14.4
E00000171,83.9,1.3,14.8
E00000172,78.8,4.1,17.1
E00000173,73.2,5.8,21
E00000174,72.9,2.5,24.6
E00000175,66.9,0.7,32.4
E00000176,75.4,3,21.6
E00000177,65.7,0.4,33.9
E00000178,77.1,1.5,21.4
E00000179,66.9,9.1,24
E00000180,72.7,1.2,26.1
E00000182,89.5,1.8,8.7
E00000187,83.1,1.2,15.7
E00000188,75.9,2.1,22
E00000190,84.3,3.6,12.1
E00000198,86.4,1.2,12.4
E00000199,67.1,4.5,28.3
E00000200,78.3,1.1,20.6
E00000201,59.5,2.6,37.9
E00000202,76.3,0.5,23.2
E00000203,77.4,3.8,18.8
E00000204,75.9,1.7,22.4
E00000205,74.7,2.6,22.8
E00000206,74,1.9,24.1
E00000207,66.6,2.7,30.7
E00000208,74.8,3.1,22.1
E00000209,77.3,2.8,19.9
E00000210,70.3,4,25.7
E00000211,73.5,1.3,25.3
E00000212,85.5,0.6,14
E00000213,73.1,2.7,24.2
E00000214,65.7,3.8,30.5
E00000215,74.5,0.3,25.2
E00000216,75.2,2.4,22.4
E00000217,79.5,1.5,19
E00000218,69,1.8,29.2
E00000219,74.2,1.3,24.5
E00000220,65.6,4.8,29.6
E00000221,77.9,3,19.2
E00000222,60.3,4.1,35.6
E00000223,61,2.1,36.9
E00000224,73.4,1.1,25.4
E00000225,67.5,1.7,30.9
E00000226,76.2,2.1,21.6
E00000227,67.1,2.8,30.1
E00000228,63.6,2.8,33.6
E00000229,67.3,2.9,29.8
E00000230,73.3,1.2,25.4
E00000231,79.7,3,17.3
E00000232,86.3,0.7,12.9
