geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00000055,33.9,9.1,57
E00000059,2.7,27.7,69.6
E00000060,26.7,14.7,58.7
E00000070,11,25.3,63.7
E00000071,16.7,23.7,59.6
E00000072,10.7,19.7,69.7
E00000073,14.7,26.7,58.6
E00000074,15,20.6,64.5
E00000075,12.5,25.8,61.7
E00000076,18.5,13,68.5
E00000077,11.3,28.2,60.5
E00000078,14.4,20.7,64.9
E00000079,19.1,22.8,58.1
E00000080,13.5,25,61.5
E00000081,9.8,19.7,70.5
E00000082,12.1,18.5,69.4
E00000083,15.5,17.2,67.2
E00000084,15.5,13.8,70.7
E00000085,10.3,25.2,64.5
E00000086,12.3,24.6,63.1
E00000087,12.2,27.8,60
E00000088,11.6,37.7,50.7
E00000089,7.4,23.8,68.9
E00000090,23.2,17,59.8
E00000091,12.6,19.6,67.8
E00000092,11.4,22.1,66.4
E00000093,18,23,59
E00000094,15.3,19.7,65
E00000095,12.2,26,61.7
E00000096,14.2,25,60.8
E00000097,13.2,10.9,76
E00000098,12.4,15.2,72.4
E00000099,9,53.7,37.3
E00000100,13.7,17.1,69.2
E00000101,17.9,13.4,68.8
E00000102,24.3,11.7,64.1
E00000103,17.4,18.1,64.6
E00000104,21.4,13.7,64.9
E00000106,19.8,21.6,58.6
E00000107,9.1,17.4,73.5
E00000108,13.6,18.6,67.8
E00000109,14.1,13.3,72.7
E00000110,11.5,24.8,63.7
E00000111,14.8,20.8,64.4
E00000112,15.5,26.7,57.8
E00000113,12.3,16.4,71.2
E00000114,16.7,10.5,72.8
E00000115,13.1,14.8,72.1
E00000116,19.5,14.4,66.1
E00000117,2,32.3,65.7
E00000118,19.3,21.1,59.6
E00000119,6.4,30.4,63.2
E00000120,14.9,15.7,69.4
E00000121,11.3,26.3,62.4
E00000122,17.6,23.5,58.8
E00000123,8,35.5,56.5
E00000124,11.8,23.6,64.6
E00000125,13.1,22.1,64.8
E00000128,12.3,20.2,67.5
E00000129,15.9,31.8,52.3
E00000130,15.3,19.8,64.9
E00000131,8.2,46.3,45.6
E00000132,10.7,17.6,71.8
E00000133,10.2,28,61.9
E00000134,11,38,50.9
E00000167,16.8,17.8,65.3
E00000168,13.8,20,66.3
E00000169,7.9,38.1,54
E00000170,12.8,18,69.2
E00000171,16.4,21.9,61.7
E00000172,11.5,23.6,64.9
E00000173,8.6,25.3,66
E00000174,14.5,22.6,62.9
E00000175,17.2,20.5,62.3
E00000176,13.7,19.7,66.7
E00000177,7.2,37.1,55.7
E00000178,14.6,18.5,66.9
E00000179,13.6,20.3,66.1
E00000180,25.3,20.2,54.5
E00000182,15.7,23.1,61.1
E00000187,17.6,37.8,44.5
E00000188,15.6,21.1,63.3
E00000190,10.8,24.5,64.7
E00000198,0,34.4,65.6
E00000199,16.5,23,60.4
E00000200,15.6,16.4,68
E00000201,19.6,18.8,61.6
E00000202,15.2,19.7,65.2
E00000203,20,16.9,63.1
E00000204,13.7,29.5,56.8
E00000205,11.3,27.4,61.3
E00000206,5.3,37.9,56.8
E00000207,21,21,58.1
E00000208,13.4,16.9,69.7
E00000209,13.3,16.8,69.9
E00000210,15.9,21.7,62.3
E00000211,12.2,15.4,72.4
E00000212,11.5,50.6,37.9
E00000213,10.4,26.4,63.2
E00000214,18.3,16.5,65.2
E00000215,16.8,12.9,70.3
E00000216,18.5,15.1,66.4
E00000217,16.5,24.8,58.7
E00000218,13.7,17.1,69.2
E00000219,13.7,17.9,68.4
E00000220,7.3,51.3,41.3
E00000221,12.6,24.5,62.9
E00000222,15.7,26.4,57.9
E00000223,6.3,33.1,60.6
E00000224,18,18,64
E00000225,19,20.4,60.6
E00000226,11.6,20.5,67.9
E00000227,17.8,26.3,55.9
E00000228,23.5,21.2,55.3
E00000229,16.3,26,57.7
E00000230,21.7,13.9,64.3
E00000231,15.8,26.7,57.5
E00000232,19.8,19,61.2
E00000234,13.2,25.2,61.6
E00000237,17.9,18.6,63.5
E00000252,18.1,21,60.9
E00000255,15,16.5,68.4
E00000259,13.1,19.6,67.3
E00000261,9.9,25.2,64.9
E00000265,6.1,41.7,52.3
E00000266,21.8,17.6,60.5
E00000267,12.8,18.3,68.8
E00000268,16.7,26.1,57.2
E00000269,16.7,17.4,65.9
E00000270,9.2,12.5,78.3
E00000271,17.3,12.5,70.2
E00000272,15.3,22.1,62.6
E00000273,13.6,13.6,72.7
E00000274,16.3,12.5,71.2
E00000275,8.8,44.4,46.9
E00000276,7.5,24.7,67.7
E00000277,14.7,20.6,64.7
E00000278,15.1,25.5,59.4
E00000279,5.1,44.1,50.8
E00000280,9.8,14.8,75.4
E00000282,18.8,13.4,67.9
E00000283,14.3,17.9,67.9
E00000284,13.9,18,68
E00000285,18.6,11.6,69.8
E00000286,10.9,23.4,65.6
E00000287,14,18.6,67.4
E00000288,14.1,20,65.9
E00000289,10.3,27.6,62.1
E00000290,13.9,18.3,67.8
E00000291,12.3,16,71.7
E00000292,12.8,13.8,73.4
E00000293,12.5,23.1,64.4
E00000294,13.2,17.4,69.4
E00000295,13.9,22.1,63.9
E00000296,15.9,18.2,65.9
E00000297,10.2,20.5,69.3
E00000298,15.3,22.9,61.8
E00000299,15.5,29.5,55
E00000300,10.7,21.5,67.8
E00000301,14.4,26,59.6
E00000302,15.5,27.1,57.4
E00000303,10.8,24.5,64.7
E00000304,3.3,60,36.7
E00000305,11.9,27.7,60.4
E00000306,12.3,21.1,66.7
E00000307,18.4,27.2,54.4
E00000308,11.8,23.5,64.7
E00000309,6.8,29.1,64.1
E00000310,8.3,32.6,59.1
E00000311,11.8,30.2,58
E00000312,18,27.3,54.7
E00000313,21.8,15,63.3
E00000314,11.5,22.3,66.2
E00000315,9.1,18.2,72.7
E00000316,15.4,18.9,65.7
E00000317,6.1,24.5,69.4
E00000318,11.1,55.6,33.3
E00000319,10.7,40.2,49.2
E00000320,15.7,16.4,67.9
E00000321,11.3,32.3,56.4
E00000322,11.9,26.1,61.9
E00000323,9.2,50,40.8
E00000324,9.6,40.4,50
E00000325,6.3,25.8,68
E00000326,14.5,18.2,67.3
E00000327,4.4,36.5,59.1
E00000328,7.3,34.2,58.5
E00000329,4.2,46.1,49.7
E00000330,6.1,30.3,63.6
E00000331,15.9,34.8,49.2
E00000332,21.2,16.1,62.8
E00000333,20.3,12.2,67.5
E00000334,22.1,12.4,65.5
E00000335,29.7,15.3,55.1
E00000336,21,15.2,63.8
E00000337,13,25.2,61.7
E00000338,25.9,14.7,59.5
E00000340,22,15,63
E00000341,23.9,36.5,39.6
E00000342,27.5,10.1,62.4
E00000343,21.2,21.2,57.7
E00000344,35.5,14,50.4
E00000345,23.1,22.4,54.5
E00000346,30.3,12.1,57.6
E00000347,20.5,18.9,60.7
E00000348,17.6,25.6,56.8
E00000349,24.8,17.4,57.9
E00000350,26,14.4,59.6
E00000351,20.4,18.3,61.3
E00000353,34.5,12.6,52.9
E00000354,32.7,30.7,36.6
E00000355,14.4,20.9,64.7
E00000356,16.9,12.9,70.2
E00000357,14.4,21.6,64
E00000358,7.7,27.7,64.6
E00000360,13.6,22,64.4
E00000361,7.3,30.7,62
E00000362,14.3,21.8,63.9
E00000363,15.6,31.9,52.6
E00000364,7,33.3,59.7
E00000365,15.3,23.5,61.2
E00000366,14.4,13.5,72.1
E00000367,17.6,19,63.4
E00000368,10.5,29.8,59.7
E00000369,17.6,25.2,57.1
E00000370,13.8,12.2,74
E00000371,7.1,32.3,60.6
E00000372,8.9,23.7,67.4
E00000373,17.4,15.7,66.9
E00000374,11.4,39.9,48.7
E00000375,11,22,67
E00000376,20.2,13.7,66.1
E00000377,11.5,26.5,61.9
E00000378,12.4,36.3,51.3
E00000379,16.4,22.1,61.4
E00000380,13,24,63
E00000381,11.8,22.8,65.4
E00000382,13.7,19.8,66.4
E00000383,10.4,23.5,66.1
E00000384,15.2,31.1,53.8
E00000385,11.3,24.3,64.3
E00000386,20.2,21,58.9
E00000387,14.6,19.2,66.2
E00000388,8.3,40.1,51.6
E00000389,8.7,20.3,71
E00000390,10.4,18.7,70.9
E00000391,8.3,23.3,68.3
E00000392,10.2,18.6,71.2
E00000393,9.4,13.2,77.4
E00000394,21.7,19.2,59.2
E00000395,18.2,19,62.8
E00000396,11.4,25.2,63.4
E00000397,14.8,23.4,61.7
E00000398,9.9,23.7,66.4
E00000399,14.9,21.9,63.2
E00000400,22,14.4,63.6
E00000401,11.7,21.7,66.7
E00000402,20.8,10,69.2
E00000403,11.7,20,68.3
E00000404,15.2,23.2,61.6
E00000405,10.7,13.4,75.8
E00000406,12.1,21,66.9
E00000407,11.2,19.2,69.6
E00000408,10.6,20.4,69
E00000409,15.3,23.4,61.3
E00000410,14.4,19.8,65.8
E00000411,14.4,22.1,63.5
E00000412,6,49,45
E00000413,11.5,23,65.5
E00000414,9.9,19.1,71
E00000415,12.3,27,60.7
E00000416,9.3,34.3,56.4
E00000417,9.5,15.5,75
E00000418,12.3,23.2,64.5
E00000419,11.1,16.2,72.6
E00000420,23.4,13.8,62.8
E00000421,13.1,18.2,68.6
E00000422,14.7,25.2,60.1
E00000423,9.7,22.1,68.1
E00000424,9,22.2,68.8
E00000425,17.9,22.8,59.3
E00000426,20.4,15,64.6
E00000427,20.2,15.4,64.4
E00000428,21.7,20.9,57.4
E00000429,14.8,26.2,59
E00000430,13.8,19.3,67
E00000431,8.3,16.7,75
E00000432,10.7,18.9,70.5
E00000433,8.9,11.9,79.2
E00000434,10.6,13.6,75.8
E00000435,12.1,18.2,69.7
E00000436,8.1,17.9,74
E00000437,18.2,25.2,56.6
E00000438,10.2,18.5,71.3
E00000439,11,17,72
E00000440,9.4,27.3,63.3
E00000441,20,20,60
E00000442,15.7,19.6,64.7
E00000443,11.2,15,73.8
E00000444,11.4,18.4,70.2
E00000445,20,21.5,58.5
E00000446,15.9,22.2,61.9
E00000447,8.2,38.1,53.6
E00000448,9.4,14.5,76.1
E00000449,15.2,27.5,57.2
E00000450,10.4,21.7,67.8
E00000451,19,11.2,69.8
E00000453,14.3,19.5,66.2
E00000454,8.8,44,47.2
E00000455,8.7,21.3,70
E00000456,8.7,33.5,57.8
E00000457,8,20.9,71.1
E00000461,20,14,66
E00000462,10.4,20,69.6
E00000463,13.3,13.3,73.4
E00000464,11.1,18.1,70.8
E00000465,13.3,25.9,60.8
E00000466,9,27,63.9
E00000467,16.2,25.4,58.5
E00000468,8.7,23.8,67.5
E00000469,11.2,22.3,66.5
E00000470,24.2,15.2,60.6
E00000471,12.7,29.6,57.7
E00000472,14.3,35.7,50
E00000475,11.1,25.4,63.5
E00000476,10.4,16.5,73
E00000477,6.6,15.1,78.3
E00000478,22.8,16.7,60.5
E00000479,12.9,23.1,63.9
E00000480,10.9,34.8,54.3
E00000481,11.7,30.7,57.7
E00000484,12.7,27.3,60
E00000485,11.5,13.7,74.8
E00000487,6.9,37.9,55.2
E00000488,10.9,23.9,65.2
E00000489,16.2,15.4,68.5
E00000490,16.5,21.6,61.9
E00000491,9.8,29.3,60.9
E00000492,12.6,16.8,70.6
E00000493,11.7,24.8,63.5
E00000494,17.9,19.3,62.8
E00000495,23.9,18.8,57.3
E00000496,21,19,60
E00000497,11.7,21.7,66.7
E00000498,9.6,19.1,71.3
E00000499,13.6,24.8,61.6
E00000500,9.8,16.3,74
E00000501,9.7,37.9,52.4
E00000502,5,17.5,77.5
E00000503,11.6,21.4,67
E00000504,15.5,27.8,56.7
E00000505,11.9,12.7,75.4
E00000506,8.5,11,80.5
E00000507,8,16.8,75.2
E00000508,12.9,26.7,60.3
E00000509,11.8,40.2,48
E00000511,3.5,44.1,52.4
E00000512,10.8,43.9,45.3
E00000513,6.3,23.6,70.1
E00000515,6.5,37.4,56.1
E00000516,12.7,26.5,60.8
E00000517,17.6,21.8,60.5
E00000518,12.7,31.8,55.5
E00000519,7.3,22,70.7
E00000520,11.1,26.3,62.6
E00000521,12.9,20.5,66.7
E00000522,6.4,46.8,46.8
E00000523,20.6,18.3,61.1
E00000524,6.7,35.8,57.5
E00000525,9.4,25.3,65.3
E00000526,15.5,29.7,54.8
E00000527,17.1,20.9,62
E00000528,15.5,27.3,57.3
E00000529,20.5,35.6,43.8
E00000530,6.9,24.8,68.3
E00000531,9.9,31.4,58.7
E00000532,18.3,19.1,62.6
E00000533,8,52.8,39.3
E00000534,22.3,17,60.7
E00000535,23.5,9.2,67.3
E00000536,16.4,10.4,73.1
E00000537,10.4,20.7,68.9
E00000539,18.8,18.8,62.5
E00000540,9.3,25.4,65.3
E00000541,6.9,29.9,63.2
E00000542,2,57.6,40.4
E00000543,13.5,21.8,64.7
E00000544,7.3,24.9,67.8
E00000554,20.7,7.8,71.6
E00000555,24.3,15.4,60.3
E00000556,9.8,23.1,67.1
E00000557,6.5,19.6,73.8
E00000558,11.1,22.2,66.7
E00000559,6.7,20.9,72.4
E00002282,9.2,18.4,72.4
E00002283,10.2,17.6,72.2
E00002284,14.1,10.9,75
E00002285,16.3,22.5,61.2
E00002286,15.9,13.6,70.5
E00002287,8.5,25.6,65.9
E00002288,17.4,19.4,63.2
E00008428,8.9,32,59.1
E00011213,11.8,23.5,64.7
E00011839,7.5,33.5,59
E00011840,5,32.9,62.1
E00011844,14.2,20.3,65.5
E00011846,18.5,23.8,57.7
E00011850,3.2,40,56.8
E00011851,12.9,29.3,57.8
E00018680,19.9,34.9,45.2
E00018681,23.4,18,58.6
E00018683,37.5,12.5,50
E00018684,25.3,17.1,57.5
E00018685,19.4,16.1,64.5
E00018686,28.7,13.9,57.4
E00018688,14.7,16,69.2
E00018689,30.3,11.8,58
E00018690,26.3,16.1,57.7
E00018691,21.4,13.7,65
E00018692,23.5,19.1,57.4
E00018693,24.1,13.5,62.4
E00018694,24.4,20.5,55.1
E00018695,30.3,19.7,50
E00018696,37.6,15.1,47.3
E00018697,23.2,21.4,55.4
E00018698,12.7,35.4,51.9
E00018699,18.9,30.1,51
E00018707,13.8,23.3,62.9
E00018709,24.1,19,56.9
E00018789,24.6,9.2,66.2
E00018790,22,9.8,68.2
E00018791,18.3,21.4,60.3
E00018792,27.3,11.4,61.4
