geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00000055,28.4,24.9,22.3,24.5
E00000059,25,36.6,21.4,17
E00000060,33.1,24.8,17.4,24.8
E00000070,31.4,26.7,20.9,20.9
E00000071,29.9,21.4,22.1,26.6
E00000072,32.5,24,19.5,24
E00000073,29.9,27.3,20.8,22.1
E00000074,31.5,35,15.4,18.2
E00000075,27.7,29.1,17.6,25.7
E00000076,33.1,27.3,15.7,23.8
E00000077,35.3,27.3,16,21.3
E00000078,32.9,30.7,17.1,19.3
E00000079,23.3,23.9,22.2,30.7
E00000080,28.3,24.5,22.3,24.9
E00000081,37.2,23.7,17.9,21.2
E00000082,30.3,29.2,14,26.4
E00000083,42.9,22.7,14.9,19.5
E00000084,29.8,23.2,20.5,26.5
E00000085,30.8,29.4,17.5,22.4
E00000086,30.6,28.7,17.2,23.6
E00000087,35.1,25.4,13.2,26.3
E00000088,19.7,41,13.9,25.4
E00000089,29.1,31.1,20.5,19.2
E00000090,32.7,34.5,13.1,19.6
E00000091,32.9,29.2,12.8,25.1
E00000092,32.8,19.1,20.2,27.9
E00000093,25.3,29.5,20.5,24.7
E00000094,33.2,30.4,13.6,22.8
E00000095,31.1,28.3,18.7,21.9
E00000096,31.5,25.2,16.8,26.6
E00000097,32.7,19.2,16,32.1
E00000098,33.3,22.2,20.8,23.6
E00000099,33.3,24.1,22.2,20.4
E00000100,33.5,24.2,16.5,25.8
E00000101,33.6,21.7,20.4,24.3
E00000102,38.3,23.9,18.1,19.7
E00000103,38.3,17.4,24.9,19.4
E00000104,40.3,18.9,17.3,23.5
E00000106,28.4,20.1,24.9,26.6
E00000107,39.3,19,22.1,19.6
E00000108,37.2,16.1,18.2,28.5
E00000109,33.5,19.8,20.8,25.9
E00000110,35.8,24.2,17.5,22.5
E00000111,34.8,21.4,21,22.9
E00000112,32.9,15.9,20.1,31.1
E00000113,31.3,20.7,16.7,31.3
E00000114,28.7,30.4,22.2,18.7
E00000115,40.6,18.8,18.8,21.9
E00000116,32.4,20.2,25,22.3
E00000117,48.3,17.2,14.9,19.5
E00000118,37.6,15.3,19.1,28
E00000119,32,26.4,15.2,26.4
E00000120,35.8,19.1,22.8,22.2
E00000121,33.8,29.8,13.9,22.5
E00000122,37.8,19.6,16.8,25.9
E00000123,33.7,21.1,24.7,20.5
E00000124,33.1,24.1,20,22.8
E00000125,36.6,22.7,17,23.7
E00000128,33.6,22.7,13.4,30.3
E00000129,34,28.9,15.7,21.4
E00000130,40.6,24.1,14.7,20.6
E00000131,34.9,19.3,20.5,25.3
E00000132,27.8,24.1,26.5,21.6
E00000133,28.6,28.6,24.5,18.4
E00000134,35.8,27.5,18.6,18.1
E00000167,32.1,27.6,18.6,21.8
E00000168,37.9,28,10.3,23.8
E00000169,43.2,28,15.2,13.6
E00000170,34.7,26.3,16.2,22.8
E00000171,31.8,24,17.5,26.6
E00000172,35.2,24.7,17.6,22.5
E00000173,31.7,23.7,21.4,23.2
E00000174,25.9,30.6,14.1,29.4
E00000175,33.7,21.5,17.2,27.6
E00000176,21,31.3,18.2,29.5
E00000177,29.2,28.1,17.7,25
E00000178,21.5,33.5,26.3,18.7
E00000179,22.6,32.1,20.1,25.2
E00000180,19.3,30.7,22.7,27.3
E00000182,31.5,24.2,25.8,18.5
E00000187,25.2,25.2,23.1,26.5
E00000188,32.3,27.2,17.7,22.8
E00000190,29.8,24.4,25.2,20.6
E00000198,34.3,22.4,19.4,23.9
