geography_code,in_full_time_education-001,in_full_time_education-002
E00045374,25.2,74.8
E00045375,27.7,72.3
E00045376,26.9,73.1
E00045377,26.6,73.4
E00045378,20.3,79.7
E00045379,26.4,73.6
E00045380,26.2,73.8
E00045413,0.6,99.4
E00045414,28.6,71.4
E00045415,15.4,84.6
E00045421,22.5,77.5
E00045459,28.5,71.5
E00045460,18.3,81.7
E00045461,15.5,84.5
E00045462,26.2,73.8
E00045463,30.3,69.7
E00045465,25.1,74.9
E00045466,19.5,80.5
E00045467,28.6,71.4
E00045468,14.3,85.7
E00045469,19.3,80.7
E00045470,16.1,83.9
E00045520,24.4,75.6
E00045521,16.9,83.1
E00045583,22.1,77.9
E00045585,20.5,79.5
E00045586,33.1,66.9
E00045587,28.1,71.9
E00045588,29.9,70.1
E00045589,19.4,80.6
E00045590,40.2,59.8
E00045593,42.8,57.2
E00045594,40.1,59.9
E00045607,33.6,66.4
E00045609,25,75
E00045610,35,65
E00045611,13.5,86.5
E00045612,19.2,80.8
E00045614,18.8,81.2
E00045618,25.6,74.4
E00045620,56.5,43.5
E00045623,29.8,70.2
E00045624,23.1,76.9
E00045625,35.7,64.3
E00045630,36.2,63.8
E00045631,37,63
E00045632,22.2,77.8
E00045633,38.9,61.1
E00045635,27.9,72.1
E00045636,30.4,69.6
E00045637,14.9,85.1
E00045638,27.7,72.3
E00045639,33.2,66.8
E00045640,17.2,82.8
E00045641,18.3,81.7
E00045643,30.5,69.5
E00045644,27.1,72.9
E00045647,16.4,83.6
E00045649,30.9,69.1
E00045651,35.5,64.5
E00045652,21.8,78.2
E00045654,35.5,64.5
E00045655,24.5,75.5
E00045661,60.8,39.2
E00045755,35.3,64.7
E00045792,37.7,62.3
E00045803,37.5,62.5
E00045808,39.1,60.9
E00045810,33.7,66.3
E00045811,29.4,70.6
E00045816,34.6,65.4
E00045820,31.7,68.3
E00045822,25.2,74.8
E00045841,24.3,75.7
E00045842,33.7,66.3
E00045843,28.6,71.4
E00045844,32.1,67.9
E00045845,32.3,67.7
E00045846,35.6,64.4
E00045847,34.2,65.8
