areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00043609,11,34.1,45.1,9.8
E00043610,9.9,16,66.7,7.4
E00043611,8.3,19.4,63,9.3
E00043612,9.2,20.8,65.8,4.2
E00043613,13.4,19.4,58.2,9
E00043614,5.4,25.6,61.2,7.8
E00043615,8.9,28.2,52.4,10.5
E00043616,6.9,25.3,51.7,16.1
E00043617,6.6,32.9,51.3,9.2
E00043619,11.6,17.9,65.3,5.3
E00043620,5.9,26.5,58.8,8.8
E00043621,8.7,17.4,62,12
E00043622,10.6,24,55.8,9.6
E00043623,5.3,18.6,67.3,8.8
E00043624,8.1,19.8,69.8,2.3
E00043625,9.1,21.2,65.7,4
E00043626,4.7,24.7,63.5,7.1
E00043627,8.2,27.6,56.1,8.2
E00043628,7.8,16.9,63.6,11.7
E00043629,9,24.4,59,7.7
E00043630,5.6,27.8,55.6,11.1
E00043631,6.4,29.1,60.9,3.6
E00043632,9.6,18.1,68.7,3.6
E00043633,14.2,14.2,65.5,6.2
E00043634,16.2,25.3,53.5,5.1
E00043636,6,15.7,68.7,9.7
E00043663,9.2,29.8,53.4,7.6
E00043664,4,12.9,72.3,10.9
E00043665,9.6,17.8,62.3,10.3
E00043666,11.4,21,59,8.6
E00043667,6,19.7,65.8,8.5
E00043668,6.1,29.3,58.6,6.1
E00043669,7.8,25,59.4,7.8
E00043679,14.3,26.2,58.7,0.8
E00043680,8,17.9,63.4,10.7
E00043681,5.2,26.8,56.7,11.3
E00043682,8.2,26.8,54.6,10.3
E00043683,8.9,22.3,61.6,7.1
E00043684,5,19.8,66.3,8.9
E00043685,12.8,24,57.6,5.6
E00043686,4.4,26.5,59.3,9.7
E00043687,9,22,56,13
E00043688,5.8,17.4,62.8,14
E00043689,8.8,28.4,54.9,7.8
E00043691,3.1,39.8,51,6.1
E00043692,11.3,29.2,53.8,5.7
E00043693,12.3,30.9,50.6,6.2
E00043694,6.8,21.6,63.5,8.1
E00043695,9.2,39.5,44.7,6.6
E00043696,6.2,20.4,63.7,9.7
E00043697,8.5,22.3,62.8,6.4
E00043698,8.5,23.1,58.1,10.3
E00043699,12.1,21.2,57.6,9.1
E00043700,9.5,32.1,50,8.3
E00043701,7.3,31.3,58.3,3.1
E00043702,13.3,30,40,16.7
E00043703,8.9,27.6,59.3,4.1
E00043704,8.3,20,56.7,15
E00043705,12.5,18.8,61.3,7.5
E00043706,5.5,27.5,59.6,7.3
E00043707,3.8,26.2,63.1,6.9
E00043708,8.1,28.3,56.6,7.1
E00043709,11.3,18.8,57.5,12.5
E00043710,8.9,37.8,46.7,6.7
E00043711,6,17.2,61.9,14.9
E00043712,2.8,17.7,69.5,9.9
E00043713,8.8,21.2,66.4,3.5
E00043714,6.2,16.3,60.5,17.1
E00043715,6.1,16.8,57.3,19.8
E00043716,12.2,21.7,59.1,7
E00043717,8.8,21.9,64.9,4.4
E00043718,5.6,16.9,69.7,7.7
E00043719,9.7,22.4,53.9,13.9
E00043720,5.1,27.4,66.7,0.9
E00043721,6.3,16,65.3,12.5
E00043722,7.8,23.3,63.8,5.2
E00043723,7.7,23.2,54.2,14.9
E00043724,10.1,14.5,65.2,10.1
E00043725,12.1,19.2,61.6,7.1
E00043726,7.7,14.1,68.3,9.9
E00043727,7.4,27.3,57,8.3
E00043728,7.8,20.8,63.6,7.8
E00043729,12.2,16.2,64.2,7.4
E00043730,9.1,26.3,61.6,3
E00043731,9.2,23.9,54.6,12.3
E00043732,4.2,15.3,72.2,8.3
E00043733,2.5,19.5,69.5,8.5
E00043734,8.1,17.7,66.9,7.3
E00043735,10.2,24.1,52.8,13
E00043736,8,22,64,6
E00043737,9.9,24.3,58.6,7.2
E00043738,11.6,15.8,62.3,10.3
E00043739,3.2,12.9,74.2,9.7
E00043740,8.3,22.7,53.8,15.2
E00043741,9.2,18.3,66,6.5
E00043742,9.9,27,57.7,5.4
E00043743,6.5,19.5,59.3,14.6
E00043744,13.5,21.4,50.8,14.3
E00043745,13,23.1,50.9,13
E00043746,7.6,26,55.7,10.7
E00043748,11.6,25.9,53.7,8.8
E00043749,6.9,19.8,69.8,3.4
E00043751,7.5,21.6,58.2,12.7
E00043753,6.4,14.9,66.7,12.1
E00043754,9,19.9,54.2,16.9
E00043755,9.8,24.8,51.1,14.3
E00043756,9.9,25.3,50.6,14.2
E00043758,12.1,18.7,58.2,11
E00043759,9.6,13.2,64,13.2
E00043760,8.5,18.1,61,12.4
E00043761,9,21.1,54.9,15
E00043762,6.8,20.9,64.2,8.1
E00043763,9.6,9.6,62.7,18.1
E00043764,11.4,18.1,57.8,12.7
E00043765,18.4,10.3,52.9,18.4
E00043766,7.2,14.4,66.7,11.8
E00043767,8.7,24.7,54.7,12
E00043769,14.4,20,53.3,12.2
E00043774,6.4,16,67.9,9.6
E00043776,9.2,19.7,59.5,11.6
E00043777,9.1,23.1,62.9,4.9
E00043781,8.9,15.2,66.1,9.8
E00043783,9.1,22.3,58.7,9.9
E00043786,7.4,22.1,55.8,14.7
E00043795,5.6,28.8,56.8,8.8
E00043797,5.5,19.1,66.4,9.1
E00043798,8.4,29.4,55.2,7
E00043799,7.4,25.9,54.6,12
E00043800,5.9,21.8,67.3,5
E00043801,9,23.4,62.2,5.4
E00043802,9.9,18.8,64.4,6.9
E00043803,6.3,28.8,60.4,4.5
E00043804,10.7,24.3,60.2,4.9
E00043805,8.2,18.2,67.3,6.4
E00043807,14.7,27.4,52.6,5.3
E00043808,17.8,19.5,60.2,2.5
E00043809,11.8,22.7,57.1,8.4
E00043812,5.5,20.9,64.8,8.8
E00043813,8.8,20.4,62.8,8
E00043814,10.2,15.9,71.6,2.3
E00043815,8.1,20.7,63,8.1
E00043816,7.5,20.8,67,4.7
E00043817,2.5,22.8,65,9.7
E00043818,7.9,22.2,61.9,7.9
E00043819,5.9,18.5,69.8,5.9
E00043820,0,35.3,55.3,9.4
E00043821,3.7,23.1,68.7,4.5
E00043822,5.3,14,68.4,12.3
E00043823,7.1,25.4,61.9,5.6
E00043824,7.4,24,62,6.6
E00043825,10.1,18.6,58.1,13.2
E00043826,15.4,22.1,61.5,1
E00043829,7.3,20.2,55,17.4
E00043831,3.9,31.5,57.5,7.1
E00043832,8.8,24.5,52.9,13.7
E00043945,6.8,24.7,58.2,10.3
E00043948,2.5,16.5,62,19
E00043956,11.2,22.4,62.9,3.4
E00043957,10.9,17.2,64.1,7.8
E00043959,6.8,23,56.8,13.5
E00043960,6.8,17.6,65.5,10.1
E00043961,4.3,20.9,66.1,8.7
E00043962,9,17.1,64,9.9
E00043963,3.3,24.4,63.4,8.9
E00043964,10.1,23.9,61.5,4.6
E00043965,6.4,15.6,70.2,7.8
