areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00043609,46,40.3,12.9,0.8
E00043610,59,34.4,6.6,0
E00043611,44.2,41.9,13.2,0.8
E00043612,35.3,42.9,15,6.8
E00043613,45.2,39.1,14.8,0.9
E00043614,36.6,43.8,17,2.7
E00043615,28.9,46.5,17.5,7
E00043616,42.6,39.1,13,5.2
E00043617,37.4,45.2,14.8,2.6
E00043619,32.7,45.9,17.3,4.1
E00043620,62.7,28.2,9.1,0
E00043621,59.6,31.6,8.8,0
E00043622,63.1,27.7,5.4,3.8
E00043623,39,45.5,13,2.4
E00043624,43.8,49.1,5.4,1.8
E00043625,39.1,42.7,11.8,6.4
E00043626,51.4,36.2,10.5,1.9
E00043627,43.8,44.6,8.3,3.3
E00043628,50.5,34.3,14.3,1
E00043629,33.7,48.2,15.7,2.4
E00043630,24.3,56.8,16.2,2.7
E00043631,46.4,39.2,12,2.4
E00043632,58.6,32.8,7.8,0.8
E00043633,44.4,38.9,13.2,3.5
E00043634,57.6,33.3,6.9,2.1
E00043636,40.6,35,20.6,3.8
E00043663,37.3,42.5,17.2,3
E00043664,37.7,40.2,17.2,4.9
E00043665,31.8,31,30.2,7
E00043666,42,37,19.6,1.4
E00043667,37.7,45.9,13,3.4
E00043668,46.7,37.2,13.9,2.2
E00043669,20.2,50,21.2,8.7
E00043679,32.1,46.7,15.3,5.8
E00043680,29.4,48.7,17.6,4.2
E00043681,31.1,44.5,19.3,5
E00043682,37.3,41.8,15.7,5.2
E00043683,34.7,43.5,19.4,2.4
E00043684,38.3,46.7,13.3,1.7
E00043685,32.8,46.4,18.4,2.4
E00043686,32.1,44.8,17.2,6
E00043687,43.5,33,17.4,6.1
E00043688,31.4,49.5,17.1,1.9
E00043689,39.5,44.2,14.7,1.6
E00043691,45.2,36.5,13.9,4.3
E00043692,48.9,38.1,10.8,2.2
E00043693,51.6,36.5,10.3,1.6
E00043694,30,53.3,15.6,1.1
E00043695,60.5,31.5,6.5,1.6
E00043696,39.7,41.4,16.4,2.6
E00043697,37.3,42.1,18.3,2.4
E00043698,50.7,35.3,11.8,2.2
