areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00043609,94.2,0,5.8
E00043610,92.9,0,7.1
E00043611,98.7,0,1.3
E00043612,99.3,0,0.7
E00043613,98.7,0,1.3
E00043614,94.6,0.4,5
E00043615,97.4,1.1,1.5
E00043616,96.6,0.4,3
E00043617,97.9,0,2.1
E00043619,98,0.5,1.5
E00043620,93.9,0,6.1
E00043621,92.2,0,7.8
E00043622,93.4,0.9,5.7
E00043623,86.5,0.4,13
E00043624,94.8,0,5.2
E00043625,97.6,0,2.4
E00043626,92,0,8
E00043627,95.9,0,4.1
E00043628,93.4,1.5,5.1
E00043629,95,0.6,4.4
E00043630,98,0,2
E00043631,99.2,0,0.8
E00043632,96.3,0.5,3.2
E00043633,97.4,1.3,1.3
E00043634,95.1,0,4.9
E00043636,100,0,0
E00043663,99,0,1
E00043664,99.2,0,0.8
E00043665,96.8,0.7,2.5
E00043666,97.8,0.4,1.8
E00043667,100,0,0
E00043668,95.4,0,4.6
E00043669,98.6,0,1.4
E00043679,98.4,0.5,1.1
E00043680,97.7,0.3,1.9
E00043681,99.6,0.4,0
E00043682,99.7,0,0.3
E00043683,94.8,2.1,3.1
E00043684,99.2,0,0.8
E00043685,98.7,0,1.3
E00043686,97.9,0,2.1
E00043687,96.7,0.7,2.6
E00043688,99.6,0.4,0
E00043689,99,0.3,0.7
E00043691,95.1,0,4.9
E00043692,99,0,1
E00043693,95.8,0,4.2
E00043694,100,0,0
E00043695,98.1,0.8,1.1
E00043696,98.3,0.3,1.3
E00043697,98.4,0,1.6
E00043698,96.3,0,3.7
E00043699,98.5,0.4,1.1
E00043700,98.9,0.8,0.4
E00043701,96.8,0,3.2
E00043702,98.5,0,1.5
E00043703,99.4,0.3,0.3
E00043704,99.2,0,0.8
E00043705,98.8,0,1.2
E00043706,98.9,0.4,0.7
E00043707,95.6,1.1,3.3
E00043708,94.6,0,5.4
E00043709,98.3,0,1.7
E00043710,96.7,1.7,1.7
E00043711,98.5,0,1.5
E00043712,98.3,0.3,1.4
E00043713,99.6,0.4,0
E00043714,97.1,0,2.9
E00043715,98.6,0,1.4
E00043716,95.9,0.8,3.3
E00043717,99.6,0,0.4
E00043718,98.9,0.7,0.4
E00043719,99.4,0.6,0
E00043720,100,0,0
E00043721,96.8,0.8,2.4
E00043722,99.6,0,0.4
E00043723,95.2,1.1,3.7
E00043724,98.1,0.9,0.9
E00043725,98.9,0.7,0.4
E00043726,98,0.4,1.6
E00043727,93.7,0.3,6.1
E00043728,95.8,0.9,3.2
E00043729,96.2,0,3.8
E00043730,98.6,0.3,1
E00043731,98.6,1.1,0.3
E00043732,96.5,0,3.5
E00043733,97.9,0.9,1.3
E00043734,100,0,0
E00043735,98.9,0,1.1
E00043736,100,0,0
E00043737,97.4,1.3,1.3
E00043738,97.3,0.9,1.8
E00043739,98,0,2
E00043740,97.4,1.3,1.3
E00043741,97.6,0.7,1.7
E00043742,100,0,0
E00043743,96.6,1.2,2.2
E00043744,97,0.8,2.3
E00043745,99.3,0,0.7
E00043746,97.2,0,2.8
E00043748,97.5,0.7,1.8
E00043749,96.6,1.5,1.9
E00043751,99.6,0.4,0
E00043753,96.1,1.3,2.6
E00043754,96.2,0.9,3
E00043755,96.6,2.3,1
E00043756,93.8,2,4.2
E00043758,98.4,0.4,1.2
E00043759,98.3,1.3,0.3
E00043760,96.9,1.6,1.6
E00043761,98.3,0,1.7
E00043762,98.6,0,1.4
E00043763,100,0,0
E00043764,98.9,0,1.1
E00043765,99.5,0,0.5
E00043766,96.2,2.1,1.7
E00043767,98.1,1.3,0.6
E00043769,98.9,0,1.1
E00043774,97,0.3,2.7
E00043776,95.8,1.2,3
E00043777,95.6,0,4.4
E00043781,98.2,0.4,1.4
E00043783,97.1,0.3,2.5
E00043786,99.6,0.4,0
E00043795,98.8,0,1.3
E00043797,97.6,0.4,2
E00043798,96.7,1.1,2.2
E00043799,99.2,0,0.8
E00043800,99.6,0,0.4
E00043801,98.9,0,1.1
E00043802,99.6,0,0.4
E00043803,99.6,0.4,0
E00043804,99.7,0.3,0
E00043805,100,0,0
E00043807,97,1,2
E00043808,98.7,0,1.3
E00043809,96.6,0,3.4
E00043812,96.4,0.5,3.2
E00043813,98.9,0,1.1
E00043814,97.2,0.4,2.4
E00043815,96.4,1.8,1.8
E00043816,99.6,0,0.4
E00043817,99.4,0.4,0.2
E00043818,100,0,0
E00043819,99.3,0.2,0.5
E00043820,99.5,0,0.5
E00043821,100,0,0
E00043822,98.9,0,1.1
E00043823,99.3,0,0.7
E00043824,99.1,0.4,0.4
E00043825,99.3,0.7,0
E00043826,97.6,0,2.4
E00043829,96.5,1.6,2
E00043831,97.5,0.6,1.9
E00043832,96,0,4
E00043945,98.5,0,1.5
E00043948,97.3,0,2.7
E00043956,100,0,0
E00043957,99.4,0.3,0.3
E00043959,99.6,0.4,0
E00043960,97.2,1.4,1.4
E00043961,99.4,0,0.6
E00043962,99.2,0.8,0
E00043963,99.6,0,0.4
E00043964,99.3,0,0.7
E00043965,99.7,0,0.3
E00043966,99.6,0,0.4
E00043967,99.6,0,0.4
E00043968,97.5,1.4,1.1
E00043970,100,0,0
E00043971,97.1,0.4,2.5
E00043972,100,0,0
E00043973,97.6,1.7,0.7
E00043976,98.6,0,1.4
E00043983,95.4,0.3,4.3
E00044014,96,1,3
E00044016,98.8,0,1.2
E00044017,98.9,0,1.1
E00044018,98.6,0,1.4
E00044019,98.2,0,1.8
E00044020,98.5,1.1,0.4
E00044021,99.6,0,0.4
E00044022,99.2,0.4,0.4
E00044023,98.2,0.5,1.4
E00044024,96.2,0.8,3
E00044025,98.5,0.8,0.8
E00044026,99.2,0.4,0.4
E00044027,100,0,0
E00044028,97.2,0.4,2.4
E00044029,96.9,1.2,2
E00044030,100,0,0
E00044031,97.3,0,2.7
E00044032,95.5,1.3,3.1
E00044066,98.3,0.3,1.4
E00044078,95.3,2.3,2.3
E00044079,94.4,0.6,5
E00044080,96,0.3,3.7
E00044081,97.3,0,2.7
E00044082,99.5,0,0.5
E00044083,98.3,0,1.7
E00044084,91.2,0.7,8.1
E00044085,92.6,1.1,6.3
E00044086,87.9,3.2,8.8
E00044114,99,0,1
E00044115,99.3,0.7,0
E00044116,99.2,0.4,0.4
E00044117,98,0,2
E00044118,98.4,0,1.6
E00044119,98.1,0,1.9
E00044120,96.6,1,2.4
E00044121,99.6,0,0.4
E00044122,99.1,0,0.9
E00044123,96.8,1.6,1.6
E00044124,98.5,0,1.5
E00044125,99.6,0,0.4
E00044126,99.1,0,0.9
E00044127,99.7,0,0.3
E00044128,97.7,0.4,1.9
E00044129,98,1.5,0.5
E00044130,98.9,0,1.1
E00044131,99.6,0,0.4
E00044132,99.6,0,0.4
E00044133,99.2,0,0.8
E00044134,100,0,0
E00044135,96.5,0,3.5
E00044136,98.1,0.4,1.5
E00044137,99,0.7,0.3
E00044138,97.1,0.3,2.6
E00044167,98.3,0,1.7
E00044774,98.3,0.3,1.4
E00044775,100,0,0
E00044776,98.6,0,1.4
E00044778,96.7,0,3.3
E00044779,99.6,0.4,0
E00044780,96.2,0.5,3.3
E00044782,97.3,0.3,2.4
E00044867,98.5,0,1.5
E00044868,96.9,0.3,2.8
E00044870,100,0,0
E00044871,96.8,1.1,2.1
E00044872,96.9,0.5,2.6
E00044873,97.5,0.4,2.1
E00044874,98.1,0,1.9
E00044882,99.3,0,0.7
E00044883,95.3,0.8,3.9
E00044884,95.7,0,4.3
E00044885,100,0,0
E00044886,99.1,0,0.9
E00044887,97.5,0,2.5
E00044888,99.7,0,0.3
E00044889,98.3,0.4,1.3
E00044890,99.2,0.4,0.4
E00044891,95.6,1.5,3
E00044892,98.4,0,1.6
E00044893,96.9,0.3,2.8
E00044894,99.6,0,0.4
E00044895,96.3,0.7,3
E00044897,99.2,0,0.8
E00170186,97.3,0,2.7
E00170193,97.2,0.2,2.6
E00182872,97.7,0.2,2.1
E00182876,98.9,1.1,0
E00182882,97.5,0.8,1.6
E00182885,98.8,0.3,0.9
E00182897,96.3,1.1,2.7
