areacd,disability_3a-001,disability_3a-002
E00014739,13.1,86.9
E00014740,9.8,90.2
E00014744,12.2,87.8
E00014745,19.8,80.2
E00014746,10.6,89.4
E00014749,13.1,86.9
E00014752,10.9,89.1
E00014753,8.8,91.2
E00014754,10.5,89.5
E00014755,12.1,87.9
E00014756,10.8,89.2
E00014757,12.5,87.5
E00014758,10.6,89.4
E00014760,9.4,90.6
E00014761,10.5,89.5
E00014762,11.7,88.3
E00014763,10.6,89.4
E00014861,17.5,82.5
E00014862,9.7,90.3
E00014863,10.8,89.2
E00014866,10.4,89.6
E00014869,27.8,72.2
E00014870,12.3,87.7
E00014871,15.9,84.1
E00014872,13,87
E00014881,8.3,91.7
E00014890,20.5,79.5
E00014894,9.8,90.2
E00014895,8.3,91.7
E00014897,8.4,91.6
E00014898,13.2,86.8
E00014901,9.2,90.8
E00014905,9.9,90.1
E00014910,9.1,90.9
E00014912,7.7,92.3
E00014915,12.1,87.9
E00016972,10.1,89.9
E00016973,9.2,90.8
E00016974,13.5,86.5
E00016975,12.7,87.3
E00016976,6.3,93.7
E00016977,6.6,93.4
E00016978,8.8,91.2
E00016979,7.3,92.7
E00016980,4.8,95.2
E00016981,5.3,94.7
E00016982,7.8,92.2
E00016983,16.8,83.2
E00016984,11.4,88.6
E00016985,20.6,79.4
E00016986,8.2,91.8
E00016987,7.7,92.3
E00016988,9.6,90.4
E00016989,11.8,88.2
E00016990,20.8,79.2
E00016991,7.4,92.6
E00016992,14.4,85.6
E00016993,14.7,85.3
E00016994,10.1,89.9
E00016995,12.5,87.5
E00016996,15.7,84.3
E00016997,6.7,93.3
E00016998,20.5,79.5
E00016999,13.1,86.9
E00017000,11.2,88.8
E00017001,7.5,92.5
E00017002,15.1,84.9
E00017003,5.3,94.7
E00017004,10.8,89.2
E00017005,10.1,89.9
E00017006,8.7,91.3
E00017007,13.1,86.9
E00017008,12,88
E00017016,10.9,89.1
E00017017,18,82
E00017018,12.2,87.8
E00017019,9.4,90.6
E00017020,20.2,79.8
E00017021,10.7,89.3
E00017022,13.7,86.3
E00017023,12.2,87.8
E00017024,8.7,91.3
E00017025,10.8,89.2
E00017026,10.4,89.6
E00017027,9.7,90.3
E00017028,13.7,86.3
E00017029,14.9,85.1
E00017030,12.6,87.4
E00017031,14.5,85.5
E00017032,8.5,91.5
E00017036,9.3,90.7
E00017045,13.7,86.3
E00017046,6.2,93.8
E00017049,12.7,87.3
E00017050,7.2,92.8
E00017052,11,89
E00017055,7.8,92.2
E00017057,17.8,82.2
E00017069,13.4,86.6
E00017071,17.1,82.9
E00017074,18.5,81.5
E00017076,12.3,87.7
E00017077,16.7,83.3
E00017078,16.6,83.4
E00017079,18.5,81.5
E00017080,11.3,88.7
E00017083,15.7,84.3
E00017086,15,85
E00017087,16.9,83.1
E00017093,19.5,80.5
E00017094,23.7,76.3
E00017095,14.3,85.7
E00017102,6.9,93.1
E00017103,9.5,90.5
E00017104,6.4,93.6
E00017105,11.9,88.1
E00017106,3.2,96.8
E00017107,13.2,86.8
E00017108,7.8,92.2
E00017109,6.8,93.2
E00017110,9.7,90.3
E00017111,7.6,92.4
E00017112,5.5,94.5
E00017113,4.2,95.8
E00017114,8.2,91.8
E00017115,10.3,89.7
E00017116,9.2,90.8
E00017117,6,94
E00017118,4.5,95.5
E00017119,9.5,90.5
E00017120,11.8,88.2
E00017121,8.9,91.1
E00017122,8.3,91.7
E00017123,6.4,93.6
E00017124,6.9,93.1
E00017125,5.6,94.4
E00017126,8,92
E00017127,7.1,92.9
E00017128,10.6,89.4
E00017129,9.4,90.6
E00017130,9.8,90.2
E00017131,12.3,87.7
E00017132,10.6,89.4
E00017133,13.1,86.9
E00017134,11,89
E00017135,10.6,89.4
E00017196,9.2,90.8
E00017197,13.8,86.2
E00017198,10.6,89.4
E00017199,11,89
E00017200,12.7,87.3
E00017201,13.8,86.2
E00017202,9.8,90.2
E00017203,22.2,77.8
E00017204,10.4,89.6
E00017205,9.4,90.6
E00017206,5.1,94.9
E00017207,14.9,85.1
E00017208,18.6,81.4
E00017209,7.8,92.2
E00017210,11.3,88.7
E00017211,8,92
E00017212,7.7,92.3
E00017213,11.7,88.3
E00017214,9.6,90.4
E00017215,10.7,89.3
E00017216,7.7,92.3
E00017217,19.3,80.7
E00017218,8.6,91.4
E00017219,7.2,92.8
