areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00137374,17.8,36.6,19.2,26.3
E00138100,47.6,29.8,9.9,12.6
E00138117,26.3,29.5,16.6,27.6
E00138118,39.5,24.7,13.7,22.1
E00138119,50.5,33,8.3,8.3
E00138121,28.7,31.1,22,18.3
E00138122,24.3,30.1,25,20.6
E00138123,23.7,30.4,24.4,21.5
E00138124,43.8,32.4,5.7,18.1
E00138125,27.2,32,21.1,19.7
E00138126,41.7,30.7,15.1,12.5
E00138127,59.7,25.3,3.9,11
E00138128,26.6,32.5,18.8,22.1
E00138129,35.3,32,9.3,23.3
E00138130,21.9,37,16.4,24.7
E00138131,32.3,26.3,20.3,21.1
E00138132,23.8,25.4,22.3,28.5
E00138133,39.5,28.3,15.1,17.1
E00138134,29.4,29.4,21.3,19.9
E00138135,54.9,20.3,13.7,11.1
E00138136,39.3,31.4,15.3,14
E00138137,18.4,32,30.6,19
E00138138,17.8,25.5,24.8,31.8
E00138142,67.7,17.7,10,4.6
E00138143,36,25.2,25.2,13.7
E00138144,24.6,23.9,24.6,26.8
E00138145,64.9,22.1,4.6,8.4
E00138146,17.9,30.4,25,26.8
E00138147,57.9,23.3,12,6.8
E00138148,28,25,23.5,23.5
E00138149,32.8,24.1,23.3,19.8
E00138150,38.7,10.5,17.7,33.1
E00138151,48.2,22.3,12.5,17
E00138152,62.8,21.3,7.4,8.5
E00138153,36.4,30.1,17.6,15.9
E00138154,42.6,25.6,13.2,18.6
E00138155,26,29.9,15.7,28.3
E00138156,15.3,34,21.3,29.3
E00138157,21.5,34.7,23.1,20.7
E00138158,29.7,31.6,21.3,17.4
E00138160,24.4,22.8,20.3,32.5
E00138162,20.3,32.3,16.5,30.8
E00138163,28.9,29.6,16.3,25.2
E00138164,22.1,28.7,18.4,30.9
E00138165,19.3,30.7,23.7,26.3
E00138166,22,29.7,19.5,28.8
E00138167,17.1,34.1,16.3,32.5
E00138168,20.8,32.8,18.4,28
E00138169,21.5,29.7,22.1,26.7
E00138170,30.4,31.2,18.8,19.6
E00138171,34.4,20,16,29.6
E00138172,21.4,27.8,22.2,28.6
E00138173,24.4,24.4,20.2,31.1
E00138174,26.1,34.8,20.3,18.8
E00138175,40.7,27.9,16.4,15
E00138176,34.9,38,16.3,10.9
E00138177,14.5,41,18.8,25.6
E00138178,17.6,33.2,22.3,26.9
E00138179,25.2,35.1,20.6,19.1
E00138180,29.5,23.3,19.9,27.4
E00138181,20,32,23.2,24.8
E00138182,31.9,30.7,18.1,19.3
E00138183,23.9,32.2,18.9,25
E00138184,11.3,27.8,33.1,27.8
E00138185,12.9,32.3,35.5,19.4
E00138186,13.2,31,18.6,37.2
E00138187,33.1,36.3,19.4,11.3
E00138188,32,39.8,12.5,15.6
E00138189,24.1,32.6,21.3,22
E00138190,36.7,37.5,15.8,10
