areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00137374,93.4,4.8,0.7,0.7,0.4
E00138100,79.7,7.9,5.1,6.5,0.8
E00138117,45.4,15.9,9.2,14.8,14.7
E00138118,45.2,15.7,13.7,15.4,10
E00138119,64.9,23,5.2,5.2,1.6
E00138121,58,15.5,12.8,7.3,6.5
E00138122,53.8,12,12.6,10.2,11.4
E00138123,47.9,14.3,15.1,11.8,10.9
E00138124,58,11.6,10.3,11.2,8.9
E00138125,48,15.2,10.8,13.3,12.7
E00138126,36.8,13.6,15.9,18.7,15
E00138127,59,22.2,4.9,7.5,6.4
E00138128,47.4,14.2,16.6,12.4,9.3
E00138129,53,11.3,9.7,15.6,10.5
E00138130,45.3,15,13.9,12.6,13.2
E00138131,53,17.1,15.9,8.7,5.3
E00138132,51.3,13.4,18.8,12.3,4.3
E00138133,43.1,17.4,16.8,11.4,11.4
E00138134,42.9,14.7,16.7,15.4,10.3
E00138135,51.2,22.8,10.9,11.2,3.9
E00138136,49.3,19.4,10.7,11.8,8.9
E00138137,44.5,10.5,16.8,17.8,10.5
E00138138,48.2,22,10.6,9.5,9.7
E00138142,64,21.3,7.1,7.1,0.5
E00138143,55.1,17.7,13,8.9,5.4
E00138144,50.9,13.3,6.3,13.8,15.7
E00138145,66.7,18.6,10.8,3.4,0.5
E00138146,42.7,17.8,12.6,18.8,8.1
E00138147,54.6,27.3,12,2.8,3.2
E00138148,47.5,11.8,15.6,15,10
E00138149,58.3,23.1,6.2,3.4,9
E00138150,54.8,32.7,7.8,2.8,1.9
E00138151,65.6,15,12.3,4.8,2.2
E00138152,53.6,17,11.8,15,2.6
E00138153,57,17.5,11.1,8.5,5.9
E00138154,75.8,11.9,7.4,4.5,0.4
E00138155,72.4,12.1,8,3.2,4.3
E00138156,72.2,15.2,4.8,5.1,2.8
E00138157,82.7,11.6,3.7,1.7,0.3
E00138158,58.6,13.4,13.4,11.5,3.2
E00138160,61,14.2,12.7,5.8,6.4
E00138162,59.8,13.7,10.9,10.1,5.6
E00138163,78.2,10.9,5.2,2.7,3
E00138164,69.1,10.8,4.5,10.1,5.5
E00138165,63.7,14,8.7,11.7,2
E00138166,77.6,8.2,5,5.7,3.5
E00138167,77.2,11.8,4.6,4,2.3
E00138168,79.1,10,4.5,4.2,2.3
E00138169,78.9,7.8,4.6,6.2,2.5
E00138170,78.4,14.8,1.8,3,2.1
E00138171,68.1,17.8,4.8,5.4,3.9
E00138172,77.7,16.7,1.4,2.8,1.4
E00138173,82.1,11.2,2.1,3,1.5
E00138174,78.3,10.1,6.4,2.8,2.4
E00138175,77,12.3,6,4.3,0.3
E00138176,89.4,5.7,2.7,1.9,0.4
E00138177,82,13.2,1.9,2.9,0
E00138178,75.6,12.7,4.5,5.3,2
E00138179,78.9,10.6,4.3,5,1.2
E00138180,80.8,11,5,1.6,1.6
E00138181,84,9.8,3,1.2,2.1
