areacd,heating_type_3a-001,heating_type_3a-002
E00137374,0,100
E00138100,1.1,98.9
E00138117,2.8,97.2
E00138118,1.6,98.4
E00138119,1.9,98.1
E00138121,3,97
E00138122,5.1,94.9
E00138123,2.9,97.1
E00138124,1,99
E00138125,2.7,97.3
E00138126,3,97
E00138127,3.9,96.1
E00138128,2,98
E00138129,6.7,93.3
E00138130,4.1,95.9
E00138131,4.5,95.5
E00138132,4.6,95.4
E00138133,0.6,99.4
E00138134,3,97
E00138135,3.9,96.1
E00138136,2.2,97.8
E00138137,0.7,99.3
E00138138,3.2,96.8
E00138142,0.8,99.2
E00138143,0.7,99.3
E00138144,2.9,97.1
E00138145,2.3,97.7
E00138146,3.5,96.5
E00138147,3.1,96.9
E00138148,1.5,98.5
E00138149,3.4,96.6
E00138150,1.6,98.4
E00138151,0.9,99.1
E00138152,2.2,97.8
E00138153,3.3,96.7
E00138154,2.4,97.6
E00138155,2.4,97.6
E00138156,0,100
E00138157,0.8,99.2
E00138158,1.9,98.1
E00138160,3.3,96.7
E00138162,2.3,97.7
E00138163,2.2,97.8
E00138164,3.6,96.4
E00138165,3.5,96.5
E00138166,3.4,96.6
E00138167,1.6,98.4
E00138168,3.3,96.7
E00138169,3.6,96.4
E00138170,0,100
E00138171,3.9,96.1
E00138172,1.6,98.4
E00138173,1.7,98.3
E00138174,0,100
E00138175,0.7,99.3
E00138176,0,100
E00138177,1.7,98.3
E00138178,1,99
E00138179,1.5,98.5
E00138180,0.7,99.3
E00138181,0.8,99.2
E00138182,3,97
E00138183,0.6,99.4
E00138184,0,100
E00138185,1.6,98.4
E00138186,0,100
E00138187,0.8,99.2
E00138188,0.8,99.2
E00138189,2.1,97.9
E00138190,0,100
E00138191,2.9,97.1
E00138192,0,100
E00138193,0.8,99.2
E00138194,0,100
E00138195,0,100
E00138196,0,100
E00138197,1,99
E00138198,0,100
E00138199,0,100
E00138200,1,99
E00138201,0,100
E00138202,0,100
E00138203,0.9,99.1
E00138204,0.7,99.3
E00138205,0,100
E00138206,0,100
E00138207,0,100
E00138208,2.9,97.1
E00138209,1.5,98.5
E00138210,0,100
E00138295,0,100
E00138298,3.1,96.9
E00138299,5.1,94.9
E00138302,1.9,98.1
E00138304,0,100
E00138305,0.8,99.2
E00138306,1.6,98.4
E00138308,0.9,99.1
E00138310,0.9,99.1
E00138311,0.8,99.2
E00138312,1.5,98.5
E00138313,2.8,97.2
E00138315,1,99
E00138317,2.8,97.2
E00138320,1.4,98.6
E00138321,2.9,97.1
E00138322,3.6,96.4
E00138323,0.7,99.3
E00138324,0.6,99.4
E00138328,0,100
E00138329,0,100
E00138330,0.8,99.2
E00138331,1.7,98.3
E00138332,0,100
E00138333,0.8,99.2
E00138334,0.9,99.1
E00138335,0.9,99.1
E00138336,2.4,97.6
E00138337,0,100
E00138338,0,100
E00138339,0.9,99.1
E00138340,0.7,99.3
E00138341,0.7,99.3
E00138342,2.2,97.8
E00138343,5.2,94.8
E00138344,4,96
E00138345,0.5,99.5
E00138376,0,100
E00138377,0.7,99.3
E00138378,0,100
E00138382,2.2,97.8
E00138383,0.8,99.2
E00138386,0.7,99.3
E00138387,0,100
E00138391,0,100
E00138395,0.7,99.3
E00138399,1.4,98.6
E00138400,0,100
E00138401,1.4,98.6
E00138403,1.3,98.7
E00138404,0,100
E00138405,0.9,99.1
E00138406,1.5,98.5
E00138407,0,100
E00138408,3.2,96.8
E00138409,1.4,98.6
E00138410,1.8,98.2
E00138411,1.4,98.6
E00138412,0.8,99.2
E00138413,3.2,96.8
E00138414,1.1,98.9
E00138415,0,100
E00138416,0,100
E00138417,2.6,97.4
E00138418,0,100
E00138419,0,100
E00138420,0,100
E00138421,1.7,98.3
E00138422,1.7,98.3
E00138423,0,100
E00138424,0.8,99.2
E00138425,0,100
E00138426,0.7,99.3
E00138427,0,100
E00138428,0.8,99.2
E00138429,2.6,97.4
E00138431,0,100
E00138432,1.5,98.5
E00138434,1,99
E00138435,0,100
E00138436,0,100
E00138437,1.5,98.5
E00138438,0,100
E00138439,0,100
E00138440,0.8,99.2
E00138441,2.1,97.9
E00138442,0.9,99.1
E00138443,6.7,93.3
E00138444,0,100
E00138445,1.3,98.7
E00138446,0.7,99.3
E00138447,0,100
E00138449,0.8,99.2
E00138450,0,100
E00138451,0,100
E00138452,0,100
E00138453,0,100
E00138454,2.6,97.4
E00138455,0,100
E00138456,0,100
E00138462,0.9,99.1
E00138480,1.9,98.1
E00138481,0,100
E00138482,0,100
E00138483,2.1,97.9
E00138484,1.8,98.2
E00138485,2.8,97.2
E00138487,1.7,98.3
E00138488,3.3,96.7
E00138489,1.2,98.8
E00138490,0.7,99.3
E00138491,1.7,98.3
E00138492,3.1,96.9
E00138493,4.1,95.9
E00138494,3.6,96.4
E00138495,3.8,96.2
E00138496,0.5,99.5
E00138497,3.2,96.8
E00138498,0.6,99.4
E00138499,2.3,97.7
E00138500,1.5,98.5
E00138501,0.8,99.2
E00138502,2.9,97.1
E00138504,5.6,94.4
E00138505,1.7,98.3
E00138507,0,100
E00138509,1.5,98.5
E00138511,0.6,99.4
E00138512,1.7,98.3
E00138516,4.2,95.8
E00138518,1.3,98.7
E00138519,1,99
E00138520,0.7,99.3
E00138521,0,100
E00138522,0.8,99.2
E00138523,5.3,94.7
E00138524,2.7,97.3
E00138525,2.2,97.8
E00138526,2.8,97.2
E00138527,1.6,98.4
E00138528,2.9,97.1
E00138529,0.9,99.1
E00138530,3.3,96.7
E00138531,5,95
E00138532,4.4,95.6
E00138533,1,99
E00138534,2.3,97.7
E00138536,0.8,99.2
E00138537,0,100
E00138538,1,99
E00138539,0.5,99.5
E00138540,0,100
E00138541,0,100
E00138542,2.6,97.4
E00138543,0,100
E00138544,0,100
E00138545,1.5,98.5
E00138546,0.9,99.1
E00138547,2.8,97.2
E00138548,3.4,96.6
E00138549,0.8,99.2
E00138550,1.5,98.5
E00138551,0,100
E00138552,0.9,99.1
E00138553,3,97
E00138554,1.7,98.3
E00138555,0,100
E00138556,0.9,99.1
E00138558,2,98
E00138559,0.7,99.3
E00138560,1.5,98.5
E00138561,7.4,92.6
E00138562,3.5,96.5
E00138563,8.7,91.3
E00138564,2.5,97.5
E00138565,0.8,99.2
E00138566,1.6,98.4
E00138567,2,98
E00138568,0.9,99.1
E00138569,0.8,99.2
E00138570,5.4,94.6
E00138571,0.6,99.4
E00138572,1,99
E00138573,2.3,97.7
E00138574,8.3,91.7
E00138575,4.3,95.7
E00138576,3.1,96.9
E00138577,2.7,97.3
E00138578,4,96
E00138579,0.7,99.3
E00138580,2.8,97.2
E00138581,2.1,97.9
E00138582,4.4,95.6
E00138583,5,95
E00138584,2.5,97.5
E00138585,0.8,99.2
E00138586,0,100
E00138587,2.4,97.6
E00138588,1.7,98.3
E00138589,0,100
E00138590,1.9,98.1
E00138591,0.9,99.1
E00138592,5.3,94.7
E00138593,4.4,95.6
E00138594,0,100
E00138622,2.4,97.6
E00138623,1.8,98.2
E00138624,1.5,98.5
E00138625,0.7,99.3
E00138626,2.3,97.7
E00138627,4.4,95.6
E00138628,0,100
E00138629,0,100
E00138630,1.5,98.5
E00138632,0,100
E00138633,0,100
E00138634,0,100
E00138635,0.7,99.3
E00138636,0,100
E00138637,0,100
E00138638,0.9,99.1
E00138640,0.8,99.2
E00138641,2.5,97.5
E00138642,1.5,98.5
E00138643,0,100
E00138682,0.8,99.2
E00138686,0.7,99.3
E00138687,0.7,99.3
E00138688,0.6,99.4
E00138689,0.7,99.3
E00138690,0,100
E00138691,2.1,97.9
E00138756,6.9,93.1
E00138757,0.6,99.4
E00138758,3.8,96.2
E00138759,1.1,98.9
E00138760,0,100
E00138761,0,100
E00138762,0,100
E00138763,0.9,99.1
E00138764,0.8,99.2
E00138765,0,100
E00138772,3.6,96.4
E00138773,0,100
E00138785,0,100
E00138786,0.7,99.3
E00138787,0,100
E00138788,1.6,98.4
E00138789,0,100
E00138790,0.7,99.3
E00138791,0,100
E00138792,0.7,99.3
E00138793,2.1,97.9
E00138794,0.8,99.2
E00138801,1.5,98.5
E00138802,0,100
E00138803,0.8,99.2
E00138804,1.4,98.6
E00138805,2.2,97.8
E00138806,1,99
E00138807,0,100
E00138808,0,100
E00138809,0,100
E00138810,0.9,99.1
E00138811,0.7,99.3
E00138812,1.8,98.2
E00138813,0.8,99.2
E00138814,0,100
E00138815,0,100
E00138816,0.7,99.3
E00138817,0,100
E00138818,2.4,97.6
E00169228,0.8,99.2
E00169229,0,100
E00169230,1.9,98.1
E00169231,0,100
E00169232,0,100
E00169233,1.1,98.9
E00169234,0,100
E00169235,2.2,97.8
E00169236,0,100
E00169239,0.7,99.3
E00169240,2.6,97.4
E00169244,1.7,98.3
E00169245,0.5,99.5
E00169246,0,100
E00169249,0.8,99.2
E00169250,0,100
