areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00047679,86.4,9.9,2,1.1,0.6
E00047680,90.7,7,1.4,0.6,0.3
E00047681,92.7,4.9,0.8,1.3,0.3
E00047682,81.3,16,1.5,0.8,0.5
E00047684,93,5.6,0.3,0.8,0.3
E00047685,88.8,10.2,0,0.3,0.7
E00047686,89.4,8.1,0.3,1.9,0.3
E00047687,91.2,6.9,1.1,0.3,0.5
E00047688,91.8,7.6,0.3,0.3,0
E00047689,96,3.7,0.3,0,0
E00047690,92.2,4.9,0,0,2.9
E00047691,89.7,9.7,0.6,0,0
E00047692,90.3,8.1,0,1.6,0
E00047693,95.7,2.5,0,0,1.9
E00047694,91.7,6.4,1.3,0.5,0
E00047695,88,9,1.2,1.8,0
E00047696,90.5,4.6,4.1,0.5,0.3
E00047697,94.6,3.5,0,1.9,0
E00047698,89.5,5.7,3.1,0,1.7
E00047700,95.5,2.2,1.7,0,0.6
E00047701,91.7,5.8,0,2.1,0.4
E00047702,95.7,4.3,0,0,0
E00047703,91.9,7.5,0.3,0.3,0
E00047704,93.3,3.8,0.6,2.1,0.3
E00047705,92.4,4.2,2.8,0,0.6
E00047707,93,5.4,0.8,0.8,0
E00047708,90,7.3,0,0.7,2
E00047709,88.2,10.6,0.6,0.6,0
E00047710,93.1,2.9,1.2,2.9,0
E00047711,90.9,3.6,3,1.1,1.4
E00047713,95.4,4,0,0,0.6
E00047763,91.8,7.9,0.3,0,0
E00047764,88.1,6.4,1.5,1.5,2.5
E00047765,87.6,10.7,0.3,1,0.3
E00047766,92.9,6.8,0.3,0,0
E00047767,88.7,9.4,1,0.3,0.6
E00047768,91.3,5.8,1.3,1,0.6
E00047769,92.5,5.1,0.4,1.6,0.4
E00047770,87.4,10.1,0.3,0.6,1.6
E00047771,89.6,6.2,1.3,2.6,0.3
E00047772,92.3,6.5,0,0.3,0.9
E00047773,94.2,3.8,1.9,0,0
E00047774,90.7,6.2,1.5,0.5,1
E00047775,91.4,5.9,2.7,0,0
E00047776,91.1,8,0,0.3,0.6
E00051759,88.4,8.7,1.4,0,1.4
E00051760,98,2,0,0,0
E00051761,95.1,2.8,0.8,1.2,0
E00051762,95.1,4.9,0,0,0
E00051765,97.7,1.5,0.8,0,0
E00051767,92.3,6,0,1.1,0.7
E00051768,96.6,3.4,0,0,0
E00051769,98.8,1.2,0,0,0
E00051771,95,4.1,0,0.7,0.2
E00051772,91.4,5.1,0,1.6,1.9
E00051773,96.1,3.6,0,0,0.3
E00051774,96.4,3.3,0,0,0.3
E00051775,92.9,6.4,0.4,0.4,0
E00051776,94.8,4.1,0,1.1,0
E00051777,96.6,2.6,0.7,0,0
E00051778,97.8,1.6,0.6,0,0
E00051779,95,4.7,0,0.3,0
E00051781,96.7,1.1,0.3,0.3,1.6
E00051782,97.4,1.4,1.2,0,0
E00051783,96.6,2.1,0,0.9,0.4
E00051784,97,1.7,0.4,0.4,0.4
E00051785,95.1,3.4,1.6,0,0
E00051786,93.1,5.2,0.3,1.4,0
E00051787,93.6,4.4,2,0,0
E00051788,98.8,1.2,0,0,0
E00051789,98.4,1.3,0.3,0,0
E00051791,97.8,2.2,0,0,0
E00051793,91.9,4.1,1.2,1.2,1.6
E00051794,96.5,3.5,0,0,0
E00051795,96.7,3.3,0,0,0
E00051796,97.4,1.6,0.3,0,0.6
E00051798,93,6.3,0,0.7,0
E00051799,93.5,4.3,0.4,1.8,0
E00051800,88,3.8,1.7,4.8,1.7
E00051801,95.7,3.9,0.4,0,0
E00051802,93.5,3.1,1.2,2,0.2
E00051803,91.9,7.3,0.3,0,0.5
E00051804,97.8,1.8,0.4,0,0
E00051805,97.8,1.3,0.9,0,0
E00051806,98.4,1.6,0,0,0
E00051807,91.8,8.2,0,0,0
E00051808,93,7,0,0,0
E00051809,96.9,3.1,0,0,0
E00051810,96,2.9,1.1,0,0
E00051811,97.1,2.9,0,0,0
E00051812,94.6,2.4,2.4,0.3,0.3
E00051813,96.5,2.8,0.3,0,0.3
E00051814,96.8,1.8,0,0,1.3
E00051815,96.3,1.2,1.2,1.4,0
E00051816,93.1,5.9,0.3,0.5,0.3
E00051819,91.7,5.2,2.8,0.3,0
E00051820,96.6,3.4,0,0,0
E00051821,94.3,4.8,0.3,0.6,0
E00051822,92.6,3.7,1.5,1.2,0.9
E00051823,95.4,4.2,0,0,0.4
E00051824,93.7,4.6,1.4,0,0.4
E00051825,96.7,1.5,0.4,1.1,0.4
E00051826,98.3,1.4,0.3,0,0
E00051827,97.4,2.2,0.4,0,0
E00051828,98.1,0.6,0.9,0.3,0
E00051829,92.6,7,0,0,0.4
E00051830,94.8,3.5,1.3,0.3,0
E00051831,98.2,0.3,0,0.9,0.6
E00051832,99,0.7,0.3,0,0
E00051833,96.3,3.1,0.6,0,0
E00051834,96.3,1.8,1.1,0.4,0.4
E00051835,96.5,1.9,1.5,0,0
E00051836,97.1,2.2,0.7,0,0
E00051837,98,1.6,0.4,0,0
E00051838,96.8,0.7,0.4,1.1,1.1
E00051839,95,4.2,0,0.8,0
E00051840,93.5,5.1,1.1,0.4,0
E00051841,98.1,1.6,0.3,0,0
E00051842,92.8,3.4,3.1,0.3,0.3
E00052054,93.7,2.8,3.5,0,0
E00052057,89.4,8.3,1.9,0.5,0
E00052068,97.4,1.7,0,0.6,0.3
E00052069,98.4,1.6,0,0,0
E00052074,93,2.2,4,0,0.7
E00052077,96.2,3.8,0,0,0
E00052078,95.4,3.3,1.2,0,0
E00052079,96.7,2.8,0,0,0.4
