geography_code,heating_type_3a-001,heating_type_3a-002
E00107872,0,100
E00107873,0,100
E00107874,0,100
E00107875,0,100
E00107876,0,100
E00107877,0.8,99.2
E00107878,1.6,98.4
E00107879,0,100
E00107880,0,100
E00107881,3.5,96.5
E00107882,0,100
E00107883,0.8,99.2
E00107884,3.1,96.9
E00107885,1.6,98.4
E00107886,0.8,99.2
E00107887,0.7,99.3
E00107888,0,100
E00107889,0.8,99.2
E00107890,0,100
E00107891,0,100
E00107892,0,100
E00107893,4.9,95.1
E00107894,1.2,98.8
E00107895,2.4,97.6
E00107896,0,100
E00107897,0.8,99.2
E00107898,0,100
E00107899,0,100
E00107900,0,100
E00107901,0,100
E00107902,2.8,97.2
E00107903,0.8,99.2
E00107904,0,100
E00107905,0,100
E00107906,0,100
E00107907,0,100
E00107908,0,100
E00107909,0,100
E00107910,0,100
E00107911,1.7,98.3
E00107912,0,100
E00107913,0,100
E00107914,0,100
E00107915,0.6,99.4
E00107916,1.8,98.2
E00107917,0,100
E00107918,0,100
E00107919,1.7,98.3
E00107920,0,100
E00107921,2.4,97.6
E00107922,0.7,99.3
E00107923,0,100
E00107924,0,100
E00107925,0,100
E00107926,0,100
E00107927,0,100
E00107928,0.8,99.2
E00107929,0,100
E00107930,0,100
E00107931,0.7,99.3
E00107932,0.6,99.4
E00107933,0,100
E00107934,0,100
E00107935,0.8,99.2
E00107936,0.7,99.3
E00107937,0.8,99.2
E00107938,0,100
E00107939,0,100
E00107940,1.5,98.5
E00107941,0,100
E00107942,0,100
E00107943,0.8,99.2
E00107944,0,100
E00107945,0.8,99.2
E00107946,0,100
E00107947,0.9,99.1
E00107948,2.4,97.6
E00107949,0,100
E00107951,0.8,99.2
E00107952,0.7,99.3
E00107954,0.8,99.2
E00107955,0.8,99.2
E00107957,1.5,98.5
E00107958,0.7,99.3
E00107959,0,100
E00107960,0,100
E00107961,0.8,99.2
E00107962,0,100
E00107995,1.4,98.6
E00107996,1.5,98.5
E00108369,0.5,99.5
E00108388,0,100
E00108389,1.6,98.4
E00108390,0,100
E00108392,0,100
E00108393,1.5,98.5
E00108394,0,100
E00108396,0,100
E00108437,1.7,98.3
E00108438,2.2,97.8
