geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00107872,93.8,2.4,3.8
E00107873,97.9,0.3,1.7
E00107874,97.9,0.3,1.8
E00107875,97.6,1.3,1.1
E00107876,94.3,2.7,3
E00107877,97.6,1.2,1.2
E00107878,87.1,2.9,10
E00107879,94.5,2.6,2.9
E00107880,94.2,0.2,5.5
E00107881,94.3,1.1,4.6
E00107882,94.2,2.8,3.1
E00107883,93.4,2.5,4.2
E00107884,90.9,1.9,7.2
E00107885,94.1,1.1,4.8
E00107886,95,1.3,3.7
E00107887,88.4,3.4,8.2
E00107888,96.5,0.4,3.2
E00107889,90.9,0.4,8.8
E00107890,97.4,1.2,1.5
E00107891,89.2,4.8,6
E00107892,95.7,0,4.3
E00107893,97.6,0.6,1.8
E00107894,95.4,1.9,2.8
E00107895,96.2,1.7,2.1
E00107896,95,0.3,4.6
E00107897,90.2,1,8.9
E00107898,96.9,1.7,1.4
E00107899,86.2,7.5,6.3
E00107900,92.6,1.4,6
E00107901,96.1,0,3.9
E00107902,92.5,1.5,6.1
E00107903,96.2,0.9,2.8
E00107904,98,0.2,1.7
E00107905,95.2,1.4,3.4
E00107906,94.5,1.8,3.7
E00107907,99.3,0.4,0.4
E00107908,97.4,1.4,1.2
E00107909,96.8,0.3,2.9
E00107910,97.4,1.6,1
E00107911,96.6,0,3.4
E00107912,97.5,0,2.5
E00107913,94.6,1.5,3.8
E00107914,97.8,0.5,1.6
E00107915,95.8,0.8,3.4
E00107916,94.2,2.4,3.4
E00107917,94.6,0,5.4
E00107918,92.1,2.3,5.6
E00107919,96.2,0,3.8
E00107920,91.9,2.8,5.3
E00107921,87.8,4.2,8
E00107922,92.9,3.2,3.9
E00107923,95.9,0.9,3.2
E00107924,97.1,0.8,2.1
E00107925,96,0.9,3.1
E00107926,96.1,1.4,2.5
E00107927,95.5,1.5,3
E00107928,97.5,1.1,1.4
E00107929,96.1,2,2
E00107930,96.5,0,3.5
E00107931,95.3,0.9,3.7
E00107932,92.5,3.3,4.2
E00107933,95.4,1.7,3
E00107934,96.5,1.1,2.5
E00107935,97.5,0.9,1.5
E00107936,96.9,0.3,2.8
E00107937,96,1.7,2.3
E00107938,97.8,0.9,1.3
E00107939,98,0,2
E00107940,94.5,1.8,3.6
E00107941,92.1,2.2,5.8
E00107942,95.5,1.9,2.6
E00107943,94.8,2.1,3.1
E00107944,96.8,0.4,2.8
E00107945,91.9,1.6,6.5
E00107946,90.6,1.1,8.3
E00107947,98.1,0,1.9
E00107948,97.6,0.7,1.7
E00107949,89.6,1.9,8.5
E00107951,96.8,0.6,2.6
E00107952,97,0,3
E00107954,93.4,1.6,4.9
E00107955,97.1,0.4,2.5
E00107957,92.6,2,5.4
E00107958,95.1,1.1,3.8
E00107959,97.3,1.2,1.5
E00107960,97.6,1.2,1.2
E00107961,98.3,0.7,1
E00107962,95.8,0.7,3.6
E00107995,99.1,0.6,0.2
E00107996,96.5,1.1,2.4
E00108369,95.7,1.2,3.1
E00108388,97.2,0,2.8
E00108389,97.5,0,2.5
E00108390,95.4,0.3,4.4
E00108392,98.7,0,1.3
E00108393,97,2.8,0.2
E00108394,94.7,0.7,4.6
E00108396,98.2,0.3,1.5
E00108437,95.9,1.4,2.8
E00108438,91.7,0,8.3
E00108439,97.1,1.6,1.3
E00108440,97.9,0.9,1.2
E00108441,97.6,0.4,2
E00108498,99.4,0.3,0.3
E00108499,95.2,1.6,3.2
E00108670,98,1.2,0.8
E00108671,98.5,0,1.5
E00108672,95.6,0.3,4.1
E00108673,98.5,0.3,1.2
E00108674,96.9,0.3,2.7
E00108675,98.9,0.7,0.4
E00108676,98.7,0.3,1
E00108677,98.4,0,1.6
E00108678,97.7,1.3,1
E00108679,96.2,1.5,2.3
E00108680,95.2,1.9,2.9
E00108681,96.8,1.1,2.1
E00108682,97.3,0.7,2
E00108683,96.6,2.2,1.2
E00108711,95.9,2.5,1.6
E00108714,95.2,1.2,3.6
E00108721,95.3,2.2,2.5
E00108791,95,1,4
E00108792,93.4,0.9,5.7
E00108793,95,0.4,4.6
E00108794,92,2.5,5.5
E00108795,92,0.9,7.1
E00108796,97.3,0.6,2.1
E00108797,92.9,0.9,6.2
E00108798,97.6,0,2.4
E00108799,96.6,0.6,2.8
E00108800,96.8,1.1,2.1
E00108801,98,0.3,1.7
E00108802,92.8,2.3,4.9
E00108803,98.1,0,1.9
