geography_code,heating_type_3a-001,heating_type_3a-002
E00071229,1.3,98.7
E00071230,0.8,99.2
E00071232,0,100
E00071233,0.9,99.1
E00071234,0,100
E00071235,0.8,99.2
E00071236,4.1,95.9
E00071238,3.3,96.7
E00071302,3,97
E00071303,2.1,97.9
E00071304,1.6,98.4
E00071308,0.8,99.2
E00071311,0.8,99.2
E00071313,0.8,99.2
E00071314,0,100
E00071316,3.9,96.1
E00071317,3.3,96.7
E00071318,0,100
E00071319,2.6,97.4
E00071320,3.2,96.8
E00071321,0,100
E00071322,0,100
E00071323,1.3,98.7
E00071325,1.4,98.6
E00071326,0.8,99.2
E00071327,1.5,98.5
E00071328,1.6,98.4
E00071330,0,100
E00071331,0.9,99.1
E00071372,0.8,99.2
E00071373,0,100
E00071375,1.7,98.3
E00071378,0.8,99.2
E00071380,1.9,98.1
E00071381,0.6,99.4
E00071439,0,100
E00071440,0.8,99.2
E00071441,0,100
E00071444,0.8,99.2
E00071445,0,100
E00071448,0.8,99.2
E00071450,1.4,98.6
E00071451,0.8,99.2
E00071452,1.4,98.6
E00071453,0.9,99.1
E00071454,1.7,98.3
E00071455,0,100
E00071456,0,100
E00071457,0,100
E00071462,0.4,99.6
E00071463,0,100
E00071464,1.5,98.5
E00071465,0,100
E00071466,0.5,99.5
E00071470,0.7,99.3
E00071477,0,100
E00071487,2.9,97.1
E00071488,0,100
E00071489,0,100
E00071490,4.8,95.2
E00071491,0,100
E00071492,3.1,96.9
E00071493,0,100
E00071494,1,99
E00071496,1.7,98.3
E00071497,0,100
E00071498,0,100
E00071499,1.5,98.5
E00071500,0,100
E00071501,0,100
E00071502,1.8,98.2
E00071512,0,100
E00071514,0,100
E00071515,0.8,99.2
E00071518,0,100
E00071520,0,100
E00071523,0.7,99.3
E00071526,1.4,98.6
E00071530,0,100
E00071531,1.7,98.3
E00071535,0,100
E00071680,1.5,98.5
E00071681,0.8,99.2
E00071682,0.7,99.3
E00071684,1.7,98.3
E00071685,2.6,97.4
E00071686,0,100
E00071687,0,100
E00071688,4.9,95.1
E00071689,0,100
E00071690,0.9,99.1
E00071692,1.1,98.9
E00071693,0,100
E00071694,1,99
E00071697,0,100
E00071698,0.9,99.1
E00071699,6.5,93.5
E00071701,0,100
E00146873,1.1,98.9
E00146874,1.7,98.3
E00146875,0.7,99.3
E00146876,0,100
E00146877,2.2,97.8
E00146878,0.7,99.3
E00146879,2,98
E00146880,3,97
E00146881,4,96
E00146882,3.8,96.2
E00146883,1.9,98.1
E00146884,0,100
E00146885,0,100
E00146886,0.8,99.2
E00146887,2.2,97.8
E00146888,2.2,97.8
E00146889,4.7,95.3
E00146890,0.7,99.3
E00146897,2.2,97.8
E00146898,0.6,99.4
E00146900,2.4,97.6
E00146917,2.7,97.3
E00146935,2.9,97.1
E00146937,0,100
E00146938,3.7,96.3
